,ts_code,trade_date,close,open,high,low,vol,amount
820,000001.SH,20030808,1471.272,1476.824,1497.102,1468.438,3474423200.0,25728896570.0
819,000001.SH,20030815,1450.203,1469.262,1484.585,1447.11,3028074800.0,22623204380.0
818,000001.SH,20030822,1438.883,1449.668,1453.446,1432.753,2919670100.0,20744226260.0
817,000001.SH,20030829,1421.983,1434.212,1434.212,1406.681,2866052900.0,21016654690.0
816,000001.SH,20030905,1431.533,1423.353,1456.553,1420.123,4389452400.0,35344931260.0
815,000001.SH,20030912,1409.162,1429.463,1429.711,1407.952,3512964200.0,25746794390.0
814,000001.SH,20030919,1391.37,1407.807,1416.076,1383.4,3487394200.0,24182367500.0
813,000001.SH,20030926,1370.843,1392.897,1396.945,1367.746,2896364600.0,20777444070.0
812,000001.SH,20030930,1367.161,1369.437,1371.073,1348.222,1238625700.0,8374619690.0
811,000001.SH,20031010,1404.008,1366.201,1406.002,1359.497,2448417300.0,15433142190.0
810,000001.SH,20031017,1370.582,1405.329,1411.88,1362.415,3595655700.0,24030167820.0
809,000001.SH,20031024,1381.83,1369.711,1407.39,1350.208,4976701300.0,32362035950.0
808,000001.SH,20031031,1348.303,1381.836,1383.597,1334.784,5424547200.0,34859556260.0
807,000001.SH,20031107,1335.205,1346.481,1412.91,1323.118,9186404000.0,52919663760.0
806,000001.SH,20031114,1331.051,1330.957,1350.387,1307.395,4665517300.0,28354722820.0
805,000001.SH,20031121,1361.559,1330.487,1394.568,1312.562,7543804700.0,46864192200.0
804,000001.SH,20031128,1397.225,1360.328,1423.582,1360.231,9566022600.0,60606462500.0
803,000001.SH,20031205,1451.118,1398.706,1462.073,1398.706,10209941600.0,65494958750.0
802,000001.SH,20031212,1470.792,1452.113,1475.377,1429.064,8714682100.0,56644991260.0
801,000001.SH,20031219,1446.285,1471.244,1480.433,1429.71,9252602500.0,60039889380.0
800,000001.SH,20031226,1514.775,1444.173,1525.299,1441.585,12734225600.0,81658306250.0
799,000001.SH,20040102,1517.193,1509.281,1526.244,1491.248,7778795600.0,46350723750.0
798,000001.SH,20040109,1581.466,1516.797,1618.764,1516.697,17194302600.0,117529330000.0
797,000001.SH,20040116,1600.425,1579.875,1627.486,1573.77,11962596800.0,86466486250.0
796,000001.SH,20040130,1590.729,1605.247,1634.413,1589.401,4641092800.0,34320693750.0
795,000001.SH,20040206,1679.193,1630.654,1705.908,1585.958,17765277200.0,129523917500.0
794,000001.SH,20040213,1658.539,1679.581,1715.464,1653.24,14158105400.0,105885442500.0
793,000001.SH,20040220,1721.752,1661.452,1728.022,1661.445,14402521200.0,115387431250.0
792,000001.SH,20040227,1675.067,1725.594,1730.279,1628.84,13256046200.0,101591513750.0
791,000001.SH,20040305,1662.096,1676.222,1694.815,1642.625,10134825600.0,79063457500.0
790,000001.SH,20040312,1694.743,1660.642,1699.249,1634.71,9955237800.0,69466833750.0
789,000001.SH,20040319,1747.872,1696.942,1755.101,1696.824,11922992400.0,91144975000.0
788,000001.SH,20040326,1734.047,1749.709,1760.076,1720.876,9754806800.0,75798436250.0
787,000001.SH,20040402,1768.645,1734.59,1771.672,1711.664,9318605600.0,76546162500.0
786,000001.SH,20040409,1727.348,1771.737,1783.007,1721.59,12778656400.0,106805111250.0
785,000001.SH,20040416,1693.861,1717.203,1734.918,1656.302,9799777200.0,78051453750.0
784,000001.SH,20040423,1635.501,1695.333,1698.691,1632.559,7114218600.0,55493671250.0
783,000001.SH,20040430,1595.587,1633.269,1644.502,1572.23,6480220200.0,50114828760.0
782,000001.SH,20040514,1562.688,1600.626,1606.072,1545.631,4698397100.0,34936923760.0
781,000001.SH,20040521,1558.33,1556.673,1575.378,1526.238,5540386800.0,39673676260.0
780,000001.SH,20040528,1548.722,1559.552,1562.332,1508.645,5057487100.0,34931424380.0
779,000001.SH,20040604,1542.086,1549.031,1580.57,1534.992,6053314400.0,46082970640.0
778,000001.SH,20040611,1472.072,1538.463,1538.499,1456.321,5552203900.0,39462974390.0
777,000001.SH,20040618,1427.301,1471.446,1491.686,1411.031,5417686300.0,37085915000.0
776,000001.SH,20040625,1401.113,1421.828,1456.13,1399.391,4743670300.0,34843840010.0
775,000001.SH,20040702,1441.19,1396.361,1447.612,1376.218,5332632000.0,34869578140.0
774,000001.SH,20040709,1430.654,1440.17,1466.784,1426.948,4366637100.0,28700895330.0
773,000001.SH,20040716,1456.13,1426.251,1458.385,1378.912,6250276700.0,39893481260.0
772,000001.SH,20040723,1407.396,1456.771,1465.84,1387.262,5981762500.0,39546045010.0
771,000001.SH,20040730,1386.202,1401.843,1409.119,1366.503,4919550800.0,30459483760.0
770,000001.SH,20040806,1390.461,1381.877,1424.553,1363.693,5305177500.0,33827028140.0
769,000001.SH,20040813,1368.45,1388.084,1404.722,1357.079,4068296300.0,25004511570.0
768,000001.SH,20040820,1341.738,1366.516,1371.234,1327.769,4113051500.0,24729417190.0
767,000001.SH,20040827,1320.614,1339.933,1347.151,1314.6,3702681500.0,20860076260.0
766,000001.SH,20040903,1327.116,1318.318,1360.754,1303.188,4305455700.0,23031356560.0
765,000001.SH,20040910,1287.081,1326.459,1326.873,1270.937,3617414200.0,18371690640.0
764,000001.SH,20040917,1414.702,1285.319,1415.64,1259.432,10852806000.0,60549882820.0
763,000001.SH,20040924,1435.563,1423.972,1496.214,1408.61,18280375400.0,112533042500.0
762,000001.SH,20040930,1396.7,1452.508,1466.402,1390.684,6384330500.0,39361529380.0
761,000001.SH,20041008,1422.929,1395.669,1423.204,1373.928,1381398400.0,9385252704.0
760,000001.SH,20041015,1330.518,1424.225,1437.572,1312.55,8537971600.0,58418497987.0
759,000001.SH,20041022,1329.355,1332.521,1361.814,1294.041,6938559600.0,45146903675.0
758,000001.SH,20041029,1320.536,1337.254,1356.631,1289.873,9290353100.0,59196096153.0
757,000001.SH,20041105,1305.128,1317.658,1338.264,1290.988,6017644900.0,37352411521.0
756,000001.SH,20041112,1352.217,1303.522,1379.86,1292.909,8098203400.0,49064591894.0
755,000001.SH,20041119,1379.96,1354.478,1380.076,1350.521,6632740200.0,41124747194.0
754,000001.SH,20041126,1356.727,1381.579,1387.342,1348.406,7321166400.0,43957230749.0
753,000001.SH,20041203,1337.197,1354.575,1354.575,1324.553,5522332400.0,33268316472.0
752,000001.SH,20041210,1317.717,1337.807,1352.455,1316.643,5582524500.0,31832485165.0
751,000001.SH,20041217,1290.49,1312.605,1317.816,1288.237,4472142500.0,25316171000.0
750,000001.SH,20041224,1285.036,1286.066,1308.589,1271.03,4404892000.0,24907908029.0
749,000001.SH,20041231,1266.496,1285.41,1292.313,1264.152,4082015400.0,22968378193.0
748,000001.SH,20050107,1244.746,1260.782,1260.782,1234.236,3370354600.0,18756453633.0
747,000001.SH,20050114,1245.62,1243.576,1268.856,1236.089,4037487200.0,22562599310.0
746,000001.SH,20050121,1234.476,1235.574,1237.909,1189.211,5687641200.0,29792901490.0
745,000001.SH,20050128,1213.673,1258.024,1265.949,1208.857,5705820800.0,30732598720.0
744,000001.SH,20050204,1269.004,1210.755,1274.115,1187.26,7491586400.0,40534842943.0
743,000001.SH,20050218,1258.969,1276.015,1291.465,1258.561,3635211700.0,19868726720.0
742,000001.SH,20050225,1312.445,1259.528,1328.533,1259.509,10351428900.0,58738764132.0
741,000001.SH,20050304,1287.714,1311.439,1316.723,1276.88,7413458600.0,42225528644.0
740,000001.SH,20050311,1289.941,1288.408,1326.076,1278.153,8220821400.0,49243901415.0
739,000001.SH,20050318,1227.403,1288.985,1304.112,1223.615,7334656900.0,45132493453.0
738,000001.SH,20050325,1205.634,1226.143,1232.817,1187.581,5906238000.0,33591475836.0
737,000001.SH,20050401,1223.566,1204.85,1237.8,1162.031,5973799600.0,32419651671.0
736,000001.SH,20050408,1248.521,1212.118,1249.203,1183.906,8415086300.0,48521730356.0
735,000001.SH,20050415,1216.962,1248.15,1254.319,1213.203,8180220500.0,46112881766.0
734,000001.SH,20050422,1169.187,1212.392,1212.392,1163.402,6064949300.0,32680537632.0
733,000001.SH,20050429,1159.146,1166.342,1172.71,1135.733,7266009300.0,37595086422.0
732,000001.SH,20050513,1107.627,1160.62,1165.39,1093.281,6085990300.0,31027200128.0
731,000001.SH,20050520,1099.269,1105.397,1108.844,1082.137,5241710100.0,25114193510.0
730,000001.SH,20050527,1051.946,1095.308,1095.308,1050.055,5001580300.0,23217730070.0
729,000001.SH,20050603,1013.637,1049.721,1070.502,1000.522,4938335400.0,23080876063.0
728,000001.SH,20050610,1108.286,1010.381,1146.417,998.228,13613123300.0,64713626227.0
727,000001.SH,20050617,1085.61,1105.961,1119.676,1064.027,8407531200.0,40484003323.0
726,000001.SH,20050624,1101.882,1087.849,1115.862,1073.41,7190412300.0,33943913833.0
725,000001.SH,20050701,1055.594,1108.465,1129.959,1053.631,7615396400.0,35929067639.0
724,000001.SH,20050708,1017.983,1050.242,1050.242,1015.399,5087506400.0,22513854735.0
723,000001.SH,20050715,1026.115,1026.79,1049.881,1004.081,6793174700.0,29360118950.0
722,000001.SH,20050722,1046.321,1023.38,1054.635,1004.657,6804442600.0,28511755033.0
721,000001.SH,20050729,1083.033,1045.269,1097.634,1040.592,10590375700.0,45132411296.0
720,000001.SH,20050805,1128.743,1082.796,1129.068,1081.118,11171589100.0,46915927042.0
719,000001.SH,20050812,1167.915,1131.803,1192.049,1130.585,16626452400.0,74321095093.0
718,000001.SH,20050819,1150.184,1167.033,1201.755,1132.865,17648492000.0,81245948510.0
717,000001.SH,20050826,1171.86,1148.972,1174.537,1139.239,11707646900.0,51031821849.0
716,000001.SH,20050902,1188.848,1171.999,1188.913,1140.099,12731212100.0,55706740523.0
715,000001.SH,20050909,1189.625,1189.065,1204.456,1168.581,14167199200.0,64904954487.0
714,000001.SH,20050916,1212.947,1189.747,1218.941,1181.434,12486887200.0,57800129856.0
713,000001.SH,20050923,1151.98,1213.486,1223.565,1147.194,13613371700.0,62789487462.0
712,000001.SH,20050930,1155.614,1150.933,1158.698,1129.054,8041377800.0,37817846662.0
711,000001.SH,20051014,1139.547,1153.672,1165.666,1133.895,7566509400.0,37537130831.0
710,000001.SH,20051021,1141.318,1138.379,1150.594,1119.378,8835469800.0,42927599101.0
709,000001.SH,20051028,1080.867,1141.331,1143.459,1067.407,8859533300.0,40976009325.0
708,000001.SH,20051104,1100.045,1079.04,1111.437,1074.298,7723125400.0,34461501236.0
707,000001.SH,20051111,1090.195,1099.527,1117.063,1078.583,7283491300.0,32182746916.0
706,000001.SH,20051118,1116.999,1089.559,1122.61,1075.431,6846951800.0,29506015490.0
705,000001.SH,20051125,1114.916,1117.776,1122.879,1093.952,7544273800.0,30689946549.0
704,000001.SH,20051202,1094.287,1113.829,1119.345,1089.562,5517741400.0,23602094422.0
703,000001.SH,20051209,1113.477,1093.101,1114.584,1074.007,5655281200.0,25032319259.0
702,000001.SH,20051216,1127.508,1115.751,1134.853,1106.749,6777788900.0,31094423630.0
701,000001.SH,20051223,1144.871,1127.837,1144.938,1123.504,6182780200.0,27797194888.0
700,000001.SH,20051230,1161.057,1145.77,1173.064,1145.337,9083863500.0,43137813126.0
699,000001.SH,20060106,1209.422,1163.878,1215.536,1161.906,8708587700.0,43868093649.0
698,000001.SH,20060113,1221.459,1210.32,1231.223,1203.651,14086016200.0,68876304363.0
697,000001.SH,20060120,1255.308,1221.11,1258.698,1198.839,13849030600.0,65488161367.0
696,000001.SH,20060125,1258.046,1254.777,1262.087,1244.274,8525874100.0,43575602390.0
695,000001.SH,20060210,1282.656,1263.003,1297.404,1263.003,15583284900.0,78279321901.0
694,000001.SH,20060217,1267.408,1283.776,1300.995,1265.141,13707705400.0,67215921901.0
693,000001.SH,20060224,1296.866,1268.107,1297.939,1256.808,12317285400.0,59001966679.0
692,000001.SH,20060303,1293.297,1297.687,1308.196,1275.624,12747906800.0,63816533002.0
691,000001.SH,20060310,1245.653,1292.747,1296.847,1238.156,9230611100.0,44245401629.0
690,000001.SH,20060317,1269.462,1245.3,1277.194,1245.3,8417963700.0,41875259778.0
689,000001.SH,20060324,1294.704,1269.581,1308.057,1264.41,11686229500.0,57940296350.0
688,000001.SH,20060331,1298.295,1296.066,1313.125,1283.682,13245299300.0,66890059030.0
687,000001.SH,20060407,1342.965,1298.684,1348.52,1298.684,19008304700.0,100243109435.0
686,000001.SH,20060414,1359.538,1344.239,1366.523,1328.435,20158518200.0,100084943377.0
685,000001.SH,20060421,1416.793,1360.644,1419.891,1353.396,20845549600.0,108444655820.0
684,000001.SH,20060428,1440.223,1423.409,1444.714,1386.126,22584577500.0,127102739057.0
683,000001.SH,20060512,1602.832,1446.992,1603.211,1446.992,32063374200.0,185947231747.0
682,000001.SH,20060519,1659.545,1616.259,1678.599,1582.962,38465224200.0,225845216658.0
681,000001.SH,20060526,1613.894,1656.754,1674.221,1562.387,28920135400.0,162823633767.0
680,000001.SH,20060602,1669.399,1622.108,1695.58,1609.005,30780743500.0,177776128767.0
679,000001.SH,20060609,1551.384,1669.236,1692.825,1540.934,29238683700.0,161821908565.0
678,000001.SH,20060616,1574.467,1540.216,1574.475,1512.521,15843107000.0,88615962142.0
677,000001.SH,20060623,1605.711,1559.985,1617.714,1544.931,17829770400.0,102962571898.0
676,000001.SH,20060630,1672.211,1607.786,1690.953,1607.786,21080773900.0,121668029227.0
675,000001.SH,20060707,1730.19,1677.311,1757.472,1670.016,26316668600.0,153033260561.0
674,000001.SH,20060714,1665.208,1730.698,1753.275,1633.898,23698026000.0,142850119224.0
673,000001.SH,20060721,1665.328,1662.047,1684.672,1636.259,15729080300.0,92135614884.0
672,000001.SH,20060728,1662.031,1648.749,1701.611,1632.687,16605983900.0,93927426940.0
671,000001.SH,20060804,1570.15,1659.535,1659.535,1567.251,14052025600.0,78818462068.0
670,000001.SH,20060811,1605.926,1561.801,1610.763,1541.413,11889284300.0,62722307865.0
669,000001.SH,20060818,1598.018,1605.202,1616.453,1564.398,12184441400.0,63936728225.0
668,000001.SH,20060825,1623.034,1565.457,1630.047,1558.1,13017134700.0,71506544485.0
667,000001.SH,20060901,1636.691,1627.123,1667.53,1624.281,18992410300.0,104739592645.0
666,000001.SH,20060908,1667.984,1635.332,1683.89,1635.122,16528132400.0,89453290936.0
665,000001.SH,20060915,1721.045,1668.161,1722.66,1653.01,19194723800.0,102036490474.0
664,000001.SH,20060922,1725.361,1727.915,1746.615,1719.16,21144293700.0,114733611682.0
663,000001.SH,20060929,1752.424,1722.744,1755.691,1704.774,17776592400.0,101250127843.0
662,000001.SH,20061013,1784.656,1768.144,1793.141,1763.111,25306440600.0,138377324868.0
661,000001.SH,20061020,1790.364,1787.7,1801.334,1758.311,20579127300.0,113209968200.0
660,000001.SH,20061027,1807.175,1789.645,1842.73,1753.494,25135055500.0,133026532475.0
659,000001.SH,20061103,1866.362,1804.367,1873.664,1788.287,24127905000.0,130082208287.0
658,000001.SH,20061110,1883.347,1853.186,1920.184,1846.011,24906965400.0,141838310065.0
657,000001.SH,20061117,1971.793,1878.704,1976.046,1841.823,25328950400.0,140721526430.0
656,000001.SH,20061124,2050.812,1977.529,2071.235,1977.529,29987667100.0,176088026760.0
655,000001.SH,20061201,2102.049,2042.193,2112.576,1992.538,31787164400.0,196278213187.0
654,000001.SH,20061208,2093.638,2103.817,2206.512,2090.403,45990625300.0,277604722645.0
653,000001.SH,20061215,2273.908,2085.058,2275.49,2084.267,30941181100.0,193303753783.0
652,000001.SH,20061222,2343.668,2277.282,2386.824,2277.282,39727322700.0,257349133671.0
651,000001.SH,20061229,2675.474,2350.128,2698.904,2350.128,38380711300.0,247380200154.0
650,000001.SH,20070105,2641.334,2728.188,2847.615,2617.019,22631164600.0,154074230443.0
649,000001.SH,20070112,2668.11,2621.068,2841.741,2620.625,55823636100.0,394859283375.0
648,000001.SH,20070119,2832.207,2660.07,2870.422,2658.879,56469346500.0,420820730347.0
647,000001.SH,20070126,2882.558,2857.896,2994.282,2720.827,63022102900.0,487166567322.0
646,000001.SH,20070202,2673.212,2897.254,2980.51,2666.862,51715536400.0,397746747881.0
645,000001.SH,20070209,2730.386,2658.074,2751.162,2541.525,42004695900.0,333190815187.0
