,ts_code,trade_date,close,open,high,low,vol,amount
644,000001.SH,20070216,2998.474,2729.836,3036.346,2728.783,47880852800.0,380975641321.0
643,000001.SH,20070302,2831.526,2999.086,3049.771,2732.884,61622064800.0,497233951283.0
642,000001.SH,20070309,2937.91,2827.675,2962.421,2723.065,46795922800.0,386306815362.0
641,000001.SH,20070316,2930.481,2945.923,2979.708,2868.807,54688956100.0,459242441307.0
640,000001.SH,20070323,3074.286,2864.256,3099.819,2852.858,54667573100.0,483010737404.0
639,000001.SH,20070330,3183.983,3083.938,3273.727,3052.078,65347107400.0,598361464969.0
638,000001.SH,20070406,3323.585,3196.587,3334.224,3196.587,55274087600.0,550170820825.0
637,000001.SH,20070413,3518.267,3333.422,3563.856,3333.262,71877925700.0,763942429588.0
636,000001.SH,20070420,3584.204,3523.217,3623.867,3358.93,75380000400.0,832957700554.0
635,000001.SH,20070427,3759.867,3615.789,3802.923,3615.789,73908294200.0,867524704385.0
634,000001.SH,20070430,3841.272,3784.272,3851.35,3759.48,14652571300.0,185961936569.0
633,000001.SH,20070511,4021.678,3937.938,4072.138,3875.384,68071779900.0,851516591020.0
632,000001.SH,20070518,4030.258,3970.661,4081.426,3845.227,69775781000.0,924409224452.0
631,000001.SH,20070525,4179.776,3902.347,4208.388,3892.975,82630987800.0,1134634798218.0
630,000001.SH,20070601,4000.742,4221.578,4335.963,3858.04,87035984200.0,1245900359097.0
629,000001.SH,20070608,3913.135,3981.817,3987.269,3404.146,69611483500.0,857559687706.0
628,000001.SH,20070615,4132.869,3942.005,4193.446,3910.001,69731477200.0,942622380487.0
627,000001.SH,20070622,4091.445,4195.391,4311.997,4024.489,62138423000.0,882744373827.0
626,000001.SH,20070629,3820.703,4102.787,4131.13,3779.813,47446920000.0,621610671157.0
625,000001.SH,20070706,3781.348,3800.233,3916.475,3563.544,34462123100.0,413417333152.0
624,000001.SH,20070713,3914.395,3809.67,3935.506,3782.733,31258058700.0,382111860662.0
623,000001.SH,20070720,4058.853,3920.653,4062.116,3767.222,29104757800.0,367114466861.0
622,000001.SH,20070727,4345.357,4091.242,4371.512,4091.242,52606474100.0,691979276035.0
621,000001.SH,20070803,4560.774,4348.607,4562.688,4284.871,56083930200.0,789587052686.0
620,000001.SH,20070810,4749.369,4600.118,4769.619,4564.313,54632548300.0,792080275716.0
619,000001.SH,20070817,4656.574,4768.619,4916.31,4646.433,47496005600.0,683151786551.0
618,000001.SH,20070824,5107.668,4773.832,5125.359,4758.397,51977304800.0,782056088419.0
617,000001.SH,20070831,5218.825,5144.824,5235.157,5058.446,52718196700.0,816808542330.0
616,000001.SH,20070907,5277.176,5257.777,5412.319,5223.67,56927563600.0,877951154911.0
615,000001.SH,20070914,5312.182,5208.318,5395.038,5025.336,49070648000.0,765001664077.0
614,000001.SH,20070921,5454.674,5309.057,5489.074,5307.774,47744111700.0,779089048348.0
613,000001.SH,20070928,5552.301,5469.837,5560.417,5306.823,38143222000.0,624053465771.0
612,000001.SH,20071012,5903.264,5683.31,5959.364,5620.0,48557554600.0,881107522685.0
611,000001.SH,20071019,5818.047,5934.775,6124.044,5766.861,38320250600.0,724337204234.0
610,000001.SH,20071026,5589.631,5742.791,5906.695,5462.013,29641409600.0,512582549560.0
609,000001.SH,20071102,5777.809,5641.983,6005.131,5617.976,29989948500.0,509011894997.0
608,000001.SH,20071109,5315.54,5748.176,5787.228,5217.629,24819688800.0,479317972012.0
607,000001.SH,20071116,5316.274,5181.175,5453.74,5032.578,23801964900.0,401127274665.0
606,000001.SH,20071123,5032.13,5325.302,5344.93,4896.988,20263003000.0,323383848944.0
605,000001.SH,20071130,4871.778,5102.526,5124.888,4778.727,19373262500.0,317777960724.0
604,000001.SH,20071207,5091.756,4838.564,5096.799,4798.014,24400721200.0,346682784135.0
603,000001.SH,20071214,5007.911,5010.826,5209.705,4860.156,32815859400.0,513593419525.0
602,000001.SH,20071221,5101.779,5007.285,5112.388,4812.156,28426593800.0,444110070864.0
601,000001.SH,20071228,5261.563,5132.913,5336.499,5104.645,39507389600.0,668828890286.0
600,000001.SH,20080104,5361.574,5265.0,5372.461,5201.892,25595217000.0,449003178163.0
599,000001.SH,20080111,5484.677,5357.45,5500.061,5332.597,45549476100.0,816288591794.0
598,000001.SH,20080118,5180.514,5507.578,5522.778,5039.786,41628951400.0,748843021389.0
597,000001.SH,20080125,4761.688,5188.795,5200.926,4510.504,42406581000.0,704186075723.0
596,000001.SH,20080201,4320.767,4720.564,4720.564,4195.753,27923521400.0,453581958747.0
595,000001.SH,20080205,4599.696,4415.023,4672.214,4415.023,11599426200.0,202563547798.0
594,000001.SH,20080215,4497.127,4525.026,4576.983,4431.463,11321367200.0,186047591336.0
593,000001.SH,20080222,4370.285,4546.752,4695.802,4333.033,31187358200.0,520798614490.0
592,000001.SH,20080229,4348.543,4370.188,4391.333,4123.305,26078119300.0,416930851608.0
591,000001.SH,20080307,4300.515,4323.698,4472.151,4210.963,38125958200.0,600175942731.0
590,000001.SH,20080314,3962.673,4265.611,4272.979,3891.7,27930075900.0,426270570186.0
589,000001.SH,20080321,3796.576,3941.258,3941.258,3516.33,30690407500.0,444080131319.0
588,000001.SH,20080328,3580.146,3830.346,3840.479,3357.229,27633838200.0,404105853287.0
587,000001.SH,20080403,3446.244,3465.908,3555.824,3271.29,21832135500.0,292762748643.0
586,000001.SH,20080411,3492.893,3418.516,3656.961,3344.87,27507080300.0,377197419507.0
585,000001.SH,20080418,3094.668,3419.047,3427.884,3078.174,22457999500.0,296277715498.0
584,000001.SH,20080425,3557.749,3305.152,3658.551,2990.788,44666513900.0,598800516396.0
583,000001.SH,20080430,3693.106,3497.383,3705.093,3453.279,25053793300.0,365049871462.0
582,000001.SH,20080509,3613.494,3739.797,3786.024,3523.025,45219797600.0,667166139584.0
581,000001.SH,20080516,3624.233,3548.614,3706.722,3508.32,40799865000.0,563793551335.0
580,000001.SH,20080523,3473.091,3615.594,3632.006,3355.084,31692355600.0,423179676582.0
579,000001.SH,20080530,3433.354,3442.291,3486.332,3333.951,24768800700.0,323367844736.0
578,000001.SH,20080606,3329.67,3426.195,3483.61,3312.721,23046460800.0,286624459908.0
577,000001.SH,20080613,2868.8,3202.113,3215.501,2865.5,18845414500.0,216920663364.0
576,000001.SH,20080620,2831.736,2876.294,2945.422,2695.628,28098653100.0,294934574377.0
575,000001.SH,20080627,2748.432,2780.148,2931.306,2723.158,27992551500.0,290259044096.0
574,000001.SH,20080704,2669.892,2724.404,2766.803,2566.528,24482071500.0,263187622650.0
573,000001.SH,20080711,2856.634,2673.55,2952.039,2673.55,41036204100.0,444643932942.0
572,000001.SH,20080718,2778.367,2837.495,2896.328,2656.613,29414091200.0,305557018432.0
571,000001.SH,20080725,2865.101,2759.883,2912.702,2745.642,32454128600.0,340864378786.0
570,000001.SH,20080801,2801.817,2883.761,2924.447,2721.952,26364364200.0,266989839088.0
569,000001.SH,20080808,2605.719,2782.985,2793.257,2595.917,20815395300.0,206237072952.0
568,000001.SH,20080815,2450.61,2595.895,2601.502,2370.737,18740060700.0,162821710298.0
567,000001.SH,20080822,2405.226,2451.778,2523.469,2284.585,27360386300.0,210866487090.0
566,000001.SH,20080829,2397.369,2408.095,2443.99,2310.455,19684778900.0,156665201046.0
565,000001.SH,20080905,2202.446,2380.468,2380.468,2199.365,18547679700.0,140904920770.0
564,000001.SH,20080912,2079.673,2210.344,2220.546,2064.29,17415850800.0,127895662142.0
563,000001.SH,20080919,2075.091,2049.813,2075.091,1802.331,21684365500.0,150818830381.0
562,000001.SH,20080926,2293.784,2241.723,2333.277,2116.96,48413331700.0,390462160631.0
561,000001.SH,20081010,2000.572,2267.394,2267.394,1963.183,26774874900.0,209606678301.0
560,000001.SH,20081017,1930.651,1978.56,2146.73,1901.503,25481399100.0,186202670126.0
559,000001.SH,20081024,1839.621,1924.177,1996.658,1825.526,24105153600.0,167842646969.0
558,000001.SH,20081031,1728.786,1809.225,1809.225,1664.925,25635129500.0,167946033274.0
557,000001.SH,20081107,1747.713,1713.763,1788.258,1678.957,22791807100.0,140223001750.0
556,000001.SH,20081114,1986.438,1782.305,1987.261,1782.305,49953270300.0,320622024262.0
555,000001.SH,20081121,1969.389,1981.264,2050.879,1883.835,68031284200.0,445692863251.0
554,000001.SH,20081128,1871.156,1961.206,2022.483,1856.286,41926002800.0,277279659754.0
553,000001.SH,20081205,2018.656,1865.743,2055.207,1838.1,61553802700.0,412622249019.0
552,000001.SH,20081212,1954.215,2049.162,2100.806,1932.272,66840284200.0,474754011578.0
551,000001.SH,20081219,2018.463,1977.028,2038.657,1907.826,45145646900.0,314322791867.0
550,000001.SH,20081226,1851.518,2016.454,2016.454,1832.355,37812460700.0,252780785196.0
549,000001.SH,20081231,1820.805,1846.304,1862.937,1814.752,16188371900.0,108474426154.0
548,000001.SH,20090109,1904.861,1849.02,1948.233,1844.094,41016233600.0,284252769947.0
547,000001.SH,20090116,1954.438,1897.703,1984.728,1861.811,49435701500.0,356219699931.0
546,000001.SH,20090123,1990.657,1971.0,2018.51,1956.102,44550814900.0,334197443762.0
545,000001.SH,20090206,2181.239,2008.134,2185.086,1987.129,69717221900.0,514394123452.0
544,000001.SH,20090213,2320.792,2211.317,2323.12,2191.887,94792048100.0,765071447095.0
543,000001.SH,20090220,2261.478,2338.758,2402.807,2190.473,83078948000.0,699929421512.0
542,000001.SH,20090227,2082.852,2249.289,2313.594,2064.918,76806318400.0,654235762621.0
541,000001.SH,20090306,2193.007,2066.229,2241.761,2037.024,64635992800.0,540001721644.0
540,000001.SH,20090313,2128.848,2205.746,2232.674,2086.018,48268240000.0,403071646275.0
539,000001.SH,20090320,2281.087,2122.408,2294.117,2108.612,64752864000.0,560914407979.0
538,000001.SH,20090327,2374.438,2286.246,2392.769,2274.895,81271499600.0,736767532802.0
537,000001.SH,20090403,2419.778,2377.964,2456.811,2299.158,82107139000.0,758469589103.0
536,000001.SH,20090410,2444.226,2422.1,2449.537,2331.877,54174455200.0,514564511256.0
535,000001.SH,20090417,2503.935,2468.083,2549.312,2464.061,88536742700.0,857028760623.0
534,000001.SH,20090424,2448.595,2500.173,2579.218,2422.789,74642649000.0,695177250347.0
533,000001.SH,20090430,2477.569,2443.436,2491.072,2372.343,46550836900.0,443539821205.0
532,000001.SH,20090508,2625.645,2486.685,2634.061,2486.225,81623329200.0,783948765935.0
531,000001.SH,20090515,2645.263,2646.287,2670.213,2558.963,68274294900.0,658772678975.0
530,000001.SH,20090522,2597.601,2632.569,2688.112,2578.593,64283513100.0,641716270406.0
529,000001.SH,20090527,2632.93,2555.342,2635.313,2538.622,32968317500.0,334193955833.0
528,000001.SH,20090605,2753.891,2668.4,2791.649,2668.4,77752430100.0,811588517749.0
527,000001.SH,20090612,2743.762,2753.345,2828.739,2721.854,67290973000.0,673124775652.0
526,000001.SH,20090619,2880.492,2743.031,2886.499,2727.739,61225813800.0,633455427262.0
525,000001.SH,20090626,2928.211,2900.572,2946.898,2841.902,66118546700.0,683736112117.0
524,000001.SH,20090703,3088.367,2930.313,3088.862,2918.39,71403609500.0,792931871699.0
523,000001.SH,20090710,3113.932,3091.478,3140.044,3011.214,84595238900.0,925187002362.0
522,000001.SH,20090717,3189.741,3098.956,3221.068,3076.302,87013087100.0,973764859697.0
521,000001.SH,20090724,3372.603,3203.888,3398.049,3192.904,92078616300.0,1091312581040.0
520,000001.SH,20090731,3412.062,3377.716,3454.019,3174.214,106939523800.0,1224874336710.0
519,000001.SH,20090807,3260.69,3429.693,3478.01,3244.101,94279378400.0,1130332476300.0
518,000001.SH,20090814,3046.972,3287.759,3307.885,3039.305,60763331600.0,718125195160.0
517,000001.SH,20090821,2960.771,2994.866,3020.264,2761.395,58260933600.0,637663656068.0
516,000001.SH,20090828,2860.688,2982.192,3004.904,2823.637,65833165900.0,722518431892.0
515,000001.SH,20090904,2861.609,2817.629,2875.983,2639.759,55900373600.0,595656705649.0
514,000001.SH,20090911,2989.792,2877.622,2999.328,2831.852,61900821300.0,703588361939.0
513,000001.SH,20090918,2962.667,2990.933,3068.028,2940.83,76441173300.0,845082946457.0
512,000001.SH,20090925,2838.842,2937.926,2982.895,2783.106,54564196800.0,592400431399.0
511,000001.SH,20090930,2779.426,2844.37,2857.948,2712.299,21027337900.0,217929608255.0
510,000001.SH,20091009,2911.715,2840.131,2912.55,2834.618,8554655500.0,93167970402.0
509,000001.SH,20091016,2976.633,2927.021,3014.26,2886.959,48865506900.0,545282029483.0
508,000001.SH,20091023,3107.847,2974.644,3123.463,2962.307,64138194500.0,739738736788.0
507,000001.SH,20091030,2995.848,3114.294,3123.364,2952.014,55176043400.0,620074820330.0
506,000001.SH,20091106,3164.037,2933.817,3183.574,2923.525,74216521600.0,825385886679.0
505,000001.SH,20091113,3187.647,3162.146,3211.105,3127.502,69764009600.0,784365877125.0
504,000001.SH,20091120,3308.346,3206.428,3332.531,3206.428,87577391100.0,999829597682.0
503,000001.SH,20091127,3096.265,3312.974,3361.386,3080.885,97555144600.0,1138944222527.0
502,000001.SH,20091204,3317.044,3114.29,3319.129,3114.29,85435645300.0,1001926473734.0
501,000001.SH,20091211,3247.318,3313.06,3334.011,3225.562,57788606500.0,691042324932.0
500,000001.SH,20091218,3113.886,3246.951,3315.034,3108.03,53111436300.0,628884286411.0
499,000001.SH,20091225,3141.353,3108.067,3156.531,3039.858,42665903400.0,505402945172.0
498,000001.SH,20091231,3277.139,3148.86,3282.211,3148.86,43980068600.0,524406524287.0
497,000001.SH,20100108,3195.997,3289.75,3295.868,3149.017,58624435100.0,732641247371.0
496,000001.SH,20100115,3224.152,3301.611,3306.751,3165.485,69182237400.0,868283250959.0
495,000001.SH,20100122,3128.588,3213.637,3268.806,3062.629,67534949900.0,830768792063.0
494,000001.SH,20100129,2989.292,3103.32,3136.999,2963.891,40226281000.0,476038689531.0
493,000001.SH,20100205,2939.402,2981.374,3015.126,2890.021,46884879300.0,545976232611.0
492,000001.SH,20100212,3018.133,2936.452,3018.858,2922.187,29390822300.0,340114382711.0
491,000001.SH,20100226,3051.943,3016.703,3067.525,2938.753,46278403500.0,542967497569.0
490,000001.SH,20100305,3031.065,3057.006,3102.398,3011.088,55216659800.0,643086593823.0
489,000001.SH,20100312,3013.412,3036.415,3085.994,3011.972,40929781300.0,479519399842.0
488,000001.SH,20100319,3067.75,3010.722,3069.662,2963.438,39032377100.0,461475305243.0
487,000001.SH,20100326,3059.715,3069.66,3083.345,3009.905,46190122400.0,539919201875.0
486,000001.SH,20100402,3157.957,3076.048,3159.598,3071.69,58503857600.0,707241323573.0
485,000001.SH,20100409,3145.347,3170.612,3177.968,3110.256,44040562200.0,547128000327.0
484,000001.SH,20100416,3130.302,3151.888,3181.663,3101.483,57557941400.0,737330093186.0
483,000001.SH,20100423,2983.537,3096.785,3096.785,2941.35,57264664500.0,716425023192.0
482,000001.SH,20100430,2870.611,2988.077,2996.828,2820.949,45924623700.0,570459998688.0
481,000001.SH,20100507,2688.383,2821.354,2862.555,2665.812,34609599800.0,414620595512.0
480,000001.SH,20100514,2696.629,2690.859,2751.07,2604.198,40874107400.0,460314797198.0
479,000001.SH,20100521,2583.522,2663.882,2663.882,2481.974,38705903200.0,408459066490.0
478,000001.SH,20100528,2655.767,2596.318,2686.542,2583.548,44930835300.0,493829313968.0
477,000001.SH,20100604,2553.593,2647.868,2665.39,2521.057,34429745200.0,371819321886.0
476,000001.SH,20100611,2569.942,2508.329,2590.979,2491.647,36586468400.0,396648623725.0
475,000001.SH,20100618,2513.222,2588.965,2595.509,2505.327,12217549200.0,134491612933.0
474,000001.SH,20100625,2552.817,2517.292,2598.353,2504.315,29994812900.0,312196012437.0
473,000001.SH,20100702,2382.901,2550.649,2561.485,2319.739,29045666700.0,275733982428.0
472,000001.SH,20100709,2470.923,2358.757,2485.6,2335.571,30584754900.0,283395535201.0
471,000001.SH,20100716,2424.271,2468.541,2501.024,2389.071,39852805500.0,343372449248.0
470,000001.SH,20100723,2572.028,2399.58,2579.523,2392.273,54199253400.0,493813067649.0
469,000001.SH,20100730,2637.503,2576.372,2656.408,2556.466,54280865300.0,521014169992.0
468,000001.SH,20100806,2658.392,2635.807,2681.786,2589.988,58748113200.0,592262751408.0
467,000001.SH,20100813,2606.7,2656.364,2676.09,2564.838,51541188500.0,532225076282.0
466,000001.SH,20100820,2642.307,2603.792,2701.93,2596.771,62936926200.0,641216608627.0
465,000001.SH,20100827,2610.742,2637.82,2667.171,2588.643,45585595700.0,463065895479.0
464,000001.SH,20100903,2655.394,2622.266,2662.876,2604.487,60206747400.0,672151184099.0
463,000001.SH,20100910,2663.209,2667.195,2704.933,2628.829,61599059900.0,705114182655.0
462,000001.SH,20100917,2598.689,2665.655,2703.781,2583.337,56284069600.0,643462953431.0
461,000001.SH,20100921,2591.55,2601.482,2607.347,2573.629,13757092500.0,156121482250.0
460,000001.SH,20100930,2655.658,2600.54,2655.999,2597.139,34816111200.0,418514863420.0
459,000001.SH,20101008,2738.744,2681.253,2747.805,2677.994,13575954300.0,167614337357.0
458,000001.SH,20101015,2971.16,2755.026,2971.16,2755.026,102627553000.0,1231275904505.0
457,000001.SH,20101022,2975.043,2985.462,3041.151,2931.91,95030521200.0,1162898824252.0
456,000001.SH,20101029,2978.835,2979.706,3073.384,2955.48,85780911800.0,1122420207554.0
455,000001.SH,20101105,3129.497,2986.886,3142.589,2986.886,98985139400.0,1302806010983.0
454,000001.SH,20101112,2985.435,3140.395,3186.72,2975.163,102628583000.0,1341696075222.0
453,000001.SH,20101119,2888.566,2984.872,3016.131,2806.644,67402672400.0,861015907805.0
452,000001.SH,20101126,2871.698,2861.606,2904.97,2791.584,60206055400.0,766396034185.0
451,000001.SH,20101203,2842.431,2861.149,2881.16,2758.924,51075746600.0,649457098405.0
450,000001.SH,20101210,2841.04,2850.382,2884.53,2792.522,43838459100.0,539277130380.0
449,000001.SH,20101217,2893.74,2850.325,2939.05,2847.658,52056934200.0,659914253782.0
448,000001.SH,20101224,2835.157,2901.47,2917.199,2804.556,48912601100.0,614397863930.0
447,000001.SH,20101231,2808.077,2842.807,2876.811,2721.479,40260344800.0,491082113315.0
446,000001.SH,20110107,2838.801,2825.329,2868.005,2807.87,41232325700.0,531339709599.0
445,000001.SH,20110114,2791.344,2832.622,2847.358,2770.338,40222091400.0,471950257273.0
444,000001.SH,20110121,2715.294,2772.45,2780.942,2667.286,41307578700.0,461225012401.0
443,000001.SH,20110128,2752.75,2716.524,2759.44,2661.448,40915027300.0,452792099036.0
442,000001.SH,20110201,2798.96,2751.527,2805.049,2748.538,16485290600.0,196935460182.0
441,000001.SH,20110211,2827.328,2778.701,2835.411,2760.175,29293572200.0,349712423766.0
440,000001.SH,20110218,2899.792,2828.571,2939.284,2828.571,67868952600.0,838273518386.0
439,000001.SH,20110225,2878.565,2886.54,2944.413,2839.195,59281019100.0,737204489336.0
438,000001.SH,20110304,2942.306,2880.17,2944.459,2861.817,65746919400.0,808193392034.0
437,000001.SH,20110311,2933.796,2952.722,3012.044,2927.683,65137214200.0,861004101143.0
436,000001.SH,20110318,2906.886,2923.982,2939.652,2850.945,64107496800.0,804056925676.0
435,000001.SH,20110325,2977.814,2913.913,2985.083,2884.751,54983355300.0,689317145568.0
434,000001.SH,20110401,2967.41,2985.356,3005.783,2914.384,65983337700.0,808610424166.0
433,000001.SH,20110408,3030.021,2964.212,3031.097,2963.899,38072299800.0,476551546838.0
432,000001.SH,20110415,3050.526,3037.91,3062.53,2994.465,67940087400.0,793063785963.0
431,000001.SH,20110422,3010.517,3040.531,3067.456,2992.672,63916306700.0,755531619013.0
430,000001.SH,20110429,2911.511,3003.031,3003.61,2871.01,51072904600.0,576808299948.0
429,000001.SH,20110506,2863.886,2911.51,2933.46,2834.456,39003218900.0,432057915855.0
428,000001.SH,20110513,2871.031,2868.235,2897.141,2832.254,44883022900.0,515279936250.0
427,000001.SH,20110520,2858.459,2864.377,2884.141,2821.203,40403339200.0,471121683707.0
426,000001.SH,20110527,2709.947,2853.286,2853.286,2708.548,40914384400.0,471013451566.0
425,000001.SH,20110603,2728.02,2704.485,2744.934,2676.538,35563537500.0,399091488104.0
424,000001.SH,20110610,2705.143,2720.97,2754.122,2672.32,29618551600.0,344946983489.0
423,000001.SH,20110617,2642.818,2687.653,2735.553,2641.392,35639442100.0,404778495965.0
422,000001.SH,20110624,2746.211,2635.834,2759.71,2610.99,38274185300.0,428214375183.0
421,000001.SH,20110701,2759.362,2746.787,2778.668,2727.253,46114266700.0,527706667040.0
420,000001.SH,20110708,2797.774,2770.94,2825.123,2770.94,53791462900.0,637392237229.0
419,000001.SH,20110715,2820.169,2789.454,2821.339,2752.186,48663934200.0,574042412621.0
418,000001.SH,20110722,2770.79,2821.358,2826.959,2763.418,43685254200.0,517647305378.0
417,000001.SH,20110729,2701.729,2759.628,2759.628,2677.119,41847805400.0,466658317232.0
416,000001.SH,20110805,2626.423,2697.575,2712.888,2605.137,33041944600.0,374565520976.0
415,000001.SH,20110812,2593.173,2599.289,2614.19,2437.681,50716420200.0,529457851447.0
414,000001.SH,20110819,2534.358,2598.138,2636.36,2513.754,38560892700.0,403305719923.0
413,000001.SH,20110826,2612.188,2534.57,2616.636,2507.782,37000951900.0,385499571383.0
412,000001.SH,20110902,2528.28,2595.466,2615.135,2517.618,32050400900.0,336035408073.0
411,000001.SH,20110909,2497.753,2510.1,2528.422,2459.543,27044543100.0,282076076850.0
410,000001.SH,20110916,2482.343,2467.73,2499.481,2439.372,20798743800.0,212059127339.0
409,000001.SH,20110923,2433.159,2469.6,2517.673,2400.141,32370009200.0,327582562790.0
408,000001.SH,20110930,2359.22,2416.226,2441.729,2348.217,27642453200.0,273077966784.0
407,000001.SH,20111014,2431.375,2363.078,2439.64,2318.628,34576294600.0,327606694720.0
406,000001.SH,20111021,2317.275,2434.486,2452.99,2313.782,31019000300.0,281810082852.0
405,000001.SH,20111028,2473.41,2322.02,2483.759,2307.146,46165179700.0,424469829785.0
404,000001.SH,20111104,2528.294,2470.254,2536.779,2433.715,51698317900.0,505205785669.0
403,000001.SH,20111111,2481.084,2518.898,2536.18,2472.761,38899715800.0,384418140562.0
402,000001.SH,20111118,2416.562,2498.672,2534.059,2411.042,39243476300.0,391887356580.0
401,000001.SH,20111125,2380.224,2416.732,2419.244,2370.695,24967815100.0,247901356540.0
400,000001.SH,20111202,2360.664,2383.893,2423.559,2319.44,33631785100.0,328219653523.0
399,000001.SH,20111209,2315.27,2363.111,2363.127,2302.642,23116443100.0,219138962079.0
398,000001.SH,20111216,2224.84,2312.151,2315.811,2170.748,25631796700.0,224604665314.0
397,000001.SH,20111223,2204.784,2208.071,2239.859,2149.423,27286428100.0,233909783783.0
396,000001.SH,20111230,2199.417,2193.659,2213.453,2134.017,23565231500.0,192499175058.0
395,000001.SH,20120106,2163.395,2211.995,2217.52,2132.626,15857203800.0,126702751970.0
394,000001.SH,20120113,2244.58,2164.741,2295.224,2148.453,41383135100.0,355419481366.0
393,000001.SH,20120120,2319.118,2230.433,2322.891,2196.117,36602511800.0,327740028287.0
392,000001.SH,20120203,2330.405,2324.493,2336.267,2263.342,30312139200.0,272132651909.0
391,000001.SH,20120210,2351.981,2334.248,2368.979,2278.825,42470985500.0,378163567428.0
390,000001.SH,20120217,2357.181,2332.055,2374.282,2325.028,42523102700.0,380523339434.0
389,000001.SH,20120224,2439.628,2383.686,2439.977,2345.053,53440136600.0,492957599031.0
388,000001.SH,20120302,2460.693,2447.406,2478.375,2418.334,55028385600.0,511116017743.0
387,000001.SH,20120309,2439.462,2464.849,2469.841,2388.519,50859916300.0,493831701289.0
386,000001.SH,20120316,2404.736,2438.546,2476.216,2366.024,61435992100.0,596138578236.0
385,000001.SH,20120323,2349.539,2401.217,2412.336,2342.12,45195498200.0,443591804437.0
384,000001.SH,20120330,2262.788,2349.086,2363.766,2242.345,33622636300.0,321423068865.0
383,000001.SH,20120406,2306.553,2258.031,2309.64,2251.393,15223797700.0,143465692068.0
382,000001.SH,20120413,2359.161,2300.051,2369.701,2258.853,39869854400.0,365417449144.0
381,000001.SH,20120420,2406.863,2346.307,2407.294,2333.341,48841815400.0,431079617551.0
380,000001.SH,20120427,2396.316,2403.521,2415.749,2350.399,59436071600.0,528816510593.0
379,000001.SH,20120504,2452.014,2421.082,2453.731,2407.788,33245937000.0,328539376315.0
378,000001.SH,20120511,2394.983,2441.757,2451.947,2393.378,46815032200.0,472756508958.0
377,000001.SH,20120518,2344.52,2408.262,2411.272,2338.241,42174253300.0,401295681204.0
376,000001.SH,20120525,2333.553,2343.576,2378.077,2327.408,38906275800.0,375179302848.0
375,000001.SH,20120601,2373.436,2325.317,2393.279,2309.072,45684177400.0,435389543014.0
374,000001.SH,20120608,2281.447,2346.984,2348.199,2276.714,34294659200.0,332967430037.0
373,000001.SH,20120615,2306.85,2282.891,2319.714,2278.163,34291559900.0,326206057560.0
372,000001.SH,20120621,2260.877,2313.53,2325.052,2253.789,23382649400.0,223443976503.0
371,000001.SH,20120629,2225.431,2253.514,2253.514,2188.716,27938294700.0,253575452876.0
370,000001.SH,20120706,2223.579,2234.32,2244.832,2185.522,31469873500.0,296301935551.0
369,000001.SH,20120713,2185.895,2210.714,2216.697,2152.675,33240051600.0,311693940747.0
368,000001.SH,20120720,2168.638,2187.887,2197.79,2138.792,33290946900.0,296948171328.0
367,000001.SH,20120727,2128.765,2154.171,2158.948,2120.63,26362525700.0,227333750062.0
366,000001.SH,20120803,2132.796,2128.159,2137.736,2100.252,26609195000.0,215821129970.0
365,000001.SH,20120810,2168.814,2129.148,2176.795,2127.263,36066034300.0,311625125801.0
364,000001.SH,20120817,2114.891,2164.043,2164.043,2100.787,28309694800.0,246890771685.0
363,000001.SH,20120824,2092.104,2102.231,2124.195,2089.018,28456666300.0,239692408651.0
362,000001.SH,20120831,2047.522,2085.373,2085.373,2032.537,27505444100.0,217617264734.0
361,000001.SH,20120907,2127.762,2044.825,2145.003,2029.054,37177192600.0,294237660763.0
360,000001.SH,20120914,2123.847,2128.065,2140.168,2107.219,43841464900.0,361801249051.0
359,000001.SH,20120921,2026.69,2120.617,2121.583,2018.263,31020282700.0,251298584708.0
358,000001.SH,20120928,2086.169,2015.767,2089.633,1999.484,31239842400.0,247577089555.0
357,000001.SH,20121012,2104.932,2084.849,2127.307,2063.089,36136743600.0,281024160184.0
356,000001.SH,20121019,2128.302,2105.024,2137.686,2085.115,32646562500.0,252938786361.0
355,000001.SH,20121026,2066.209,2118.521,2138.027,2058.063,36968719000.0,261214705960.0
354,000001.SH,20121102,2117.046,2061.847,2119.224,2053.092,33317522500.0,243481063872.0
353,000001.SH,20121109,2069.067,2113.328,2123.327,2062.417,32308076100.0,242425366413.0
352,000001.SH,20121116,2014.725,2069.214,2079.571,2001.716,26601368500.0,196476693416.0
351,000001.SH,20121123,2027.384,2013.246,2034.884,1995.174,23831899000.0,181128097273.0
350,000001.SH,20121130,1980.117,2023.339,2027.274,1959.334,25834606400.0,177611239052.0
349,000001.SH,20121207,2061.786,1977.254,2065.745,1949.457,44062104600.0,312169573131.0
348,000001.SH,20121214,2150.625,2067.324,2152.496,2059.472,52045933400.0,376401686462.0
347,000001.SH,20121221,2153.31,2152.097,2190.398,2142.951,56749026200.0,450046619164.0
346,000001.SH,20121228,2233.252,2150.654,2234.869,2146.862,58860443700.0,472362515691.0
345,000001.SH,20130104,2276.992,2236.461,2296.113,2236.461,26750133300.0,220169595775.0
344,000001.SH,20130111,2242.997,2271.663,2295.484,2234.947,60822056500.0,505912082745.0
343,000001.SH,20130118,2317.07,2236.288,2332.783,2235.107,70844689800.0,606342173123.0
342,000001.SH,20130125,2291.304,2321.49,2362.943,2287.296,65596417900.0,549214058998.0
