,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
2343,600519.SH,20100125,103.0247,105.194,102.1821,104.4017,103.2007,1.2010000000000076,1.1638,23239.15,385581.318
2342,600519.SH,20100126,105.8039,106.9985,103.4963,104.8167,104.4017,0.41499999999999204,0.3975,32889.16,553152.669
2341,600519.SH,20100127,104.3954,105.4958,102.8675,103.1064,104.8167,-1.7103000000000037,-1.6317,19316.57,320765.897
2340,600519.SH,20100128,103.031,107.1117,102.8046,106.3886,103.1064,3.282200000000003,3.1833,30267.52,507716.302
2339,600519.SH,20100129,106.8602,107.0174,105.4329,105.9736,106.3886,-0.41499999999999204,-0.3901,37172.82,628192.888
2338,600519.SH,20100201,106.1874,106.6276,105.0116,106.1937,105.9736,0.22010000000000218,0.2077,29655.94,499867.002
2337,600519.SH,20100202,105.6341,106.8917,104.5589,104.7035,106.1937,-1.4902000000000015,-1.4033,15493.53,260426.281
2336,600519.SH,20100203,104.5086,105.697,103.2448,104.3325,104.7035,-0.3710000000000093,-0.3543,23034.65,382974.414
2335,600519.SH,20100204,104.3137,106.4201,103.8295,106.0114,104.3325,1.6788999999999987,1.6092,22475.33,376703.449
2334,600519.SH,20100205,105.3889,108.0737,105.0053,107.6776,106.0114,1.6662000000000035,1.5717,26234.3,445744.684
2333,600519.SH,20100208,107.6776,110.4128,107.2186,107.665,107.6776,-0.012599999999991951,-0.0117,31496.1,548228.595
2332,600519.SH,20100209,108.1492,108.9855,107.2249,107.5896,107.665,-0.07540000000000191,-0.07,14151.24,243172.993
2331,600519.SH,20100210,108.1492,108.5202,107.3318,108.0423,107.5896,0.452699999999993,0.4208,6398.14,109830.207
2330,600519.SH,20100211,108.0234,109.6834,107.8977,109.0169,108.0423,0.9746000000000095,0.9021,14945.05,259254.548
2329,600519.SH,20100212,109.3879,109.5325,108.275,108.8346,109.0169,-0.18230000000001212,-0.1672,9346.4,161899.961
2328,600519.SH,20100222,108.778,108.8409,106.3069,106.3132,108.8346,-2.5214,-2.3167,12178.08,207127.846
2327,600519.SH,20100223,106.4201,107.206,103.5591,104.8481,106.3132,-1.4650999999999925,-1.3781,23562.13,391601.201
2326,600519.SH,20100224,104.8544,106.0114,104.0622,105.5838,104.8481,0.7356999999999942,0.7017,9904.27,165405.133
2325,600519.SH,20100225,104.9425,106.8917,104.9425,105.7913,105.5838,0.20750000000001023,0.1965,15313.96,258220.826
2324,600519.SH,20100226,106.2503,106.2503,104.7538,104.9047,105.7913,-0.8866000000000014,-0.8381,10338.58,173028.879
2323,600519.SH,20100301,104.6595,105.2883,104.3703,104.5275,104.9047,-0.377200000000002,-0.3596,21734.74,361550.327
2322,600519.SH,20100302,104.7601,104.8733,103.6849,104.125,104.5275,-0.4025000000000034,-0.3851,17182.23,284524.248
2321,600519.SH,20100303,104.3703,104.5275,103.7038,104.1628,104.125,0.037800000000004275,0.0363,14232.86,235470.73
2320,600519.SH,20100304,104.3891,104.911,103.119,103.8358,104.1628,-0.3269999999999982,-0.3139,14168.97,234440.689
2319,600519.SH,20100305,103.8421,104.0307,103.2951,103.3768,103.8358,-0.4590000000000032,-0.442,9770.55,160821.083
2318,600519.SH,20100308,103.4208,103.7352,102.3645,102.6034,103.3768,-0.7734000000000094,-0.7481,23259.44,380034.354
2317,600519.SH,20100309,102.616,102.9304,102.3016,102.5971,102.6034,-0.0062999999999959755,-0.0061,12340.97,201437.828
2316,600519.SH,20100310,102.66,102.9304,102.4274,102.9052,102.5971,0.30809999999999604,0.3003,11814.06,192984.027
2315,600519.SH,20100311,103.031,103.402,102.2261,102.4965,102.9052,-0.40869999999999607,-0.3972,13518.56,220769.894
2314,600519.SH,20100312,102.5028,102.9115,101.6037,101.8112,102.4965,-0.685299999999998,-0.6686,12192.27,197699.619
2313,600519.SH,20100315,101.8049,101.8049,99.2835,99.7865,101.8112,-2.0246999999999957,-1.9887,15808.51,251338.919
2312,600519.SH,20100316,99.7865,100.3838,99.2835,99.9374,99.7865,0.15089999999999293,0.1512,7764.13,123284.715
2311,600519.SH,20100317,99.9626,100.9686,99.9123,100.9246,99.9374,0.9872000000000014,0.9878,18710.93,298972.351
2310,600519.SH,20100318,100.9686,101.4653,99.1892,99.6042,100.9246,-1.3203999999999922,-1.3083,14726.62,234364.03
2309,600519.SH,20100319,99.8997,100.1889,99.3464,99.8242,99.6042,0.21999999999999886,0.2209,13361.63,212046.433
2308,600519.SH,20100322,100.126,100.3524,99.1452,99.3464,99.8242,-0.477800000000002,-0.4786,23008.46,364454.79
2307,600519.SH,20100323,99.2269,99.6482,98.6673,98.8936,99.3464,-0.4527999999999963,-0.4558,18329.9,288785.264
2306,600519.SH,20100324,99.0823,100.4656,99.0634,100.0694,98.8936,1.1757999999999953,1.189,20175.66,320611.718
2305,600519.SH,20100325,99.9123,99.9123,99.2206,99.2835,100.0694,-0.785899999999998,-0.7854,9813.6,155141.078
2304,600519.SH,20100326,99.4533,101.1572,99.3967,100.3901,99.2835,1.1066000000000003,1.1146,20527.37,328239.751
2303,600519.SH,20100329,100.4153,101.8426,99.9814,101.6854,100.3901,1.2952999999999975,1.2903,31475.43,505626.392
2302,600519.SH,20100330,101.7106,101.8363,100.2895,100.6102,101.6854,-1.0751999999999953,-1.0574,19012.1,304981.145
2301,600519.SH,20100331,100.585,101.6225,99.6607,99.8242,100.6102,-0.7860000000000014,-0.7812,14905.16,237596.436
2300,600519.SH,20100401,99.8368,100.9183,99.8242,100.6416,99.8242,0.8173999999999921,0.8188,23980.83,383228.783
2299,600519.SH,20100402,99.3464,99.3464,95.3222,95.9698,100.6416,-4.67179999999999,-4.642,154281.7,2359758.883
2298,600519.SH,20100406,95.5108,96.1962,95.1336,95.4731,95.9698,-0.49670000000000414,-0.5176,53122.91,806704.607
2297,600519.SH,20100407,95.492,96.1082,95.0833,95.6555,95.4731,0.18240000000000123,0.191,41061.08,623779.291
2296,600519.SH,20100408,95.6743,95.6806,94.3162,94.6368,95.6555,-1.0187000000000097,-1.065,32921.19,497205.376
2295,600519.SH,20100409,94.3225,94.6934,92.9266,93.7754,94.6368,-0.8613999999999891,-0.9102,54418.18,809627.274
2294,600519.SH,20100412,93.8131,94.1778,92.2915,92.6122,93.7754,-1.1632000000000033,-1.2404,38514.23,568871.643
2293,600519.SH,20100413,92.6813,94.9387,92.367,94.2407,92.6122,1.6285000000000025,1.7584,54305.27,807780.23
2292,600519.SH,20100414,94.8632,94.8632,93.2221,94.6431,94.2407,0.4024000000000001,0.427,46368.44,693802.745
2291,600519.SH,20100415,94.7249,94.7249,92.4298,92.7317,94.6431,-1.9114000000000004,-2.0196,40617.3,602138.292
2290,600519.SH,20100416,92.7254,94.0081,92.3041,93.046,92.7317,0.3143000000000029,0.3389,29395.56,434500.524
2289,600519.SH,20100419,93.0649,94.0332,91.7067,91.9017,93.046,-1.1443000000000012,-1.2298,41332.19,609860.437
2288,600519.SH,20100420,91.8011,91.8011,88.1039,90.2417,91.9017,-1.6600000000000108,-1.8063,49387.23,704502.59
2287,600519.SH,20100421,90.2291,93.1907,89.1036,93.0712,90.2417,2.82950000000001,3.1355,63365.87,922573.405
2286,600519.SH,20100422,92.6499,93.8446,91.8199,93.4107,93.0712,0.339500000000001,0.3648,37063.95,549560.405
2285,600519.SH,20100423,93.0586,94.0647,89.9776,90.4366,93.4107,-2.974100000000007,-3.1839,66686.94,972162.191
2284,600519.SH,20100426,87.3996,87.7643,86.0792,86.0981,90.4366,-4.338499999999996,-4.7973,107036.13,1480340.425
2283,600519.SH,20100427,86.0729,86.0729,83.4384,83.5956,86.0981,-2.5024999999999977,-2.9066,58234.48,781868.466
2282,600519.SH,20100428,82.9982,83.8785,82.3694,83.08,83.5956,-0.5156000000000063,-0.6168,26287.43,347144.556
2281,600519.SH,20100429,83.3503,85.048,83.3503,84.413,83.08,1.3329999999999984,1.6045,34501.2,464124.49
2280,600519.SH,20100430,82.6398,82.6398,80.3259,81.1308,84.413,-3.282200000000003,-3.8883,85566.7,1102902.799
2279,600519.SH,20100504,80.4768,81.464,79.7852,80.8855,81.1308,-0.2453000000000003,-0.3024,23975.16,308504.586
2278,600519.SH,20100505,80.3574,82.5204,80.043,82.2374,80.8855,1.3519000000000005,1.6714,33838.78,440483.241
2277,600519.SH,20100506,82.3694,82.3694,80.043,80.0744,82.2374,-2.1629999999999967,-2.6302,28240.34,364015.607
2276,600519.SH,20100507,79.2256,81.9733,78.9112,81.747,80.0744,1.6726000000000028,2.0888,31254.76,401357.091
2275,600519.SH,20100510,82.9982,85.5133,82.9982,83.9665,81.747,2.2194999999999965,2.7151,66192.58,888886.062
2274,600519.SH,20100511,85.2555,85.5133,83.5201,84.042,83.9665,0.07550000000000523,0.0899,33632.41,450668.323
2273,600519.SH,20100512,83.8093,84.2558,81.7407,83.7402,84.042,-0.30180000000000007,-0.3591,21643.19,285567.368
2272,600519.SH,20100513,83.7716,85.3247,83.7716,84.8028,83.7402,1.0626000000000033,1.2689,27049.54,365164.014
2271,600519.SH,20100514,84.8091,85.5825,84.2558,84.8531,84.8028,0.050299999999992906,0.0593,18126.16,245038.802
2270,600519.SH,20100517,84.6959,84.6959,81.4892,81.6149,84.8531,-3.238199999999992,-3.8162,17643.59,231880.074
2269,600519.SH,20100518,81.7407,82.3506,79.3388,81.8098,81.6149,0.19489999999998986,0.2388,26037.47,334232.104
2268,600519.SH,20100519,82.0551,82.4952,80.4957,81.6338,81.8098,-0.17600000000000193,-0.2151,10798.97,140244.493
2267,600519.SH,20100520,81.3948,83.8345,81.1182,82.6713,81.6338,1.0375000000000085,1.2709,22740.45,300553.538
2266,600519.SH,20100521,81.3634,84.633,80.7787,84.3878,82.6713,1.7164999999999964,2.0763,27341.38,362007.811
2265,600519.SH,20100524,84.8783,85.8277,84.4444,85.4945,84.3878,1.1067000000000036,1.3114,29783.47,404173.639
2264,600519.SH,20100525,85.2618,85.2618,82.2123,82.5266,85.4945,-2.9679,-3.4715,22050.77,292444.449
2263,600519.SH,20100526,82.6838,83.4132,81.8413,82.9605,82.5266,0.4338999999999942,0.5258,11025.31,145156.073
2262,600519.SH,20100531,83.9414,85.0229,82.9228,82.9228,82.9605,-0.037700000000000955,-0.0454,23549.88,314717.16
2261,600519.SH,20100601,82.841,83.9162,82.0551,83.3944,82.9228,0.47160000000000935,0.5687,23525.57,311393.511
2260,600519.SH,20100602,83.3503,84.5073,82.7782,84.3564,83.3944,0.9619999999999891,1.1536,21889.44,291694.861
2259,600519.SH,20100603,84.8783,85.8277,83.8785,84.9034,84.3564,0.5470000000000113,0.6484,24949.42,338070.633
2258,600519.SH,20100604,84.8405,87.0224,84.3878,86.8463,84.9034,1.9428999999999945,2.2884,30036.43,410658.458
2257,600519.SH,20100607,86.1421,89.4557,85.5133,88.6949,86.8463,1.8486000000000047,2.1286,38125.07,535882.247
2256,600519.SH,20100608,88.6949,89.2105,87.3996,88.1039,88.6949,-0.5910000000000082,-0.6663,14394.78,202331.408
2255,600519.SH,20100609,88.1667,89.6632,88.0787,88.9213,88.1039,0.8174000000000063,0.9278,18053.93,255194.304
2254,600519.SH,20100610,88.9087,89.6632,88.3617,88.8773,88.9213,-0.04399999999999693,-0.0495,11781.27,166835.001
2253,600519.SH,20100611,89.0156,89.6004,87.123,87.2173,88.8773,-1.6600000000000108,-1.8677,19572.75,274933.803
2252,600519.SH,20100617,87.5254,87.7077,85.7082,85.8151,87.2173,-1.4021999999999935,-1.6077,12523.71,172316.218
2251,600519.SH,20100618,85.5196,86.0163,82.3757,83.1617,85.8151,-2.653400000000005,-3.092,20102.29,270316.817
2250,600519.SH,20100621,83.2497,84.5702,82.4952,84.5324,83.1617,1.3706999999999994,1.6482,18954.01,251513.446
2249,600519.SH,20100622,83.7905,84.218,82.621,83.1177,84.5324,-1.4146999999999963,-1.6736,20779.1,275184.084
2248,600519.SH,20100623,82.9982,83.5515,82.6335,82.8096,83.1177,-0.30809999999999604,-0.3707,12812.76,169174.743
2247,600519.SH,20100624,82.9416,83.2937,81.5395,81.7218,82.8096,-1.0878000000000014,-1.3136,24344.03,317936.253
2246,600519.SH,20100625,81.6149,82.3694,81.005,82.0676,81.7218,0.345799999999997,0.4231,19011.35,246313.336
2245,600519.SH,20100628,81.8664,81.879,80.3637,80.4894,82.0676,-1.5781999999999954,-1.923,14816.98,190660.624
2244,600519.SH,20100629,80.8038,81.3571,78.9175,79.3953,80.4894,-1.0940999999999974,-1.3593,27782.66,354061.61
2243,600519.SH,20100630,79.2256,80.1687,79.0055,80.0807,79.3953,0.6853999999999871,0.8633,17824.12,225134.758
2242,600519.SH,20100701,80.3888,80.3888,79.54,79.8669,80.0807,-0.213799999999992,-0.267,7449.69,94688.255
2241,600519.SH,20100702,79.5714,81.1748,79.5714,80.2819,79.8669,0.41499999999999204,0.5196,16452.7,209978.232
2240,600519.SH,20100705,80.2832,80.4736,79.0519,79.8453,80.2832,-0.43789999999999907,-0.5454,14040.74,176428.087
2239,600519.SH,20100706,79.9024,81.3367,79.3312,80.9813,79.8453,1.13600000000001,1.4228,15306.43,195146.898
2238,600519.SH,20100707,80.9813,81.5525,80.2832,80.8036,80.9813,-0.17770000000000152,-0.2194,8788.28,111689.439
2237,600519.SH,20100708,80.6703,81.5525,80.6703,81.4382,80.8036,0.6345999999999918,0.7854,8516.41,108893.89
2236,600519.SH,20100709,81.6032,83.9007,81.0511,83.1772,81.4382,1.7390000000000043,2.1354,27378.51,357390.425
2235,600519.SH,20100712,83.0122,84.5988,82.8535,82.955,83.1772,-0.22220000000000084,-0.2671,17834.26,235347.809
2234,600519.SH,20100713,82.9741,82.9741,81.5588,82.2188,82.955,-0.7361999999999966,-0.8875,7439.11,96225.621
2233,600519.SH,20100714,82.1237,83.2406,81.8888,82.6568,82.2188,0.4380000000000024,0.5327,9642.66,125763.296
2232,600519.SH,20100715,82.8218,84.5353,82.7266,83.6658,82.6568,1.0090000000000003,1.2207,18833.33,248573.676
2231,600519.SH,20100716,83.0756,85.2588,82.8725,84.9225,83.6658,1.256699999999995,1.502,32949.51,438987.876
2230,600519.SH,20100719,84.4401,86.4393,84.3513,86.1854,84.9225,1.262900000000002,1.4871,19412.32,261608.074
2229,600519.SH,20100720,86.2996,87.131,85.4746,86.636,86.1854,0.45059999999999434,0.5228,26886.19,366053.258
2228,600519.SH,20100721,86.636,89.1048,86.636,87.5055,86.636,0.8695000000000022,1.0036,24363.02,338324.505
2227,600519.SH,20100722,88.0894,88.0894,86.8201,87.5563,87.5055,0.05079999999999529,0.0581,16221.66,223560.516
2226,600519.SH,20100723,87.6959,89.4983,87.6959,89.3015,87.5563,1.7452000000000112,1.9932,38466.0,539887.868
2225,600519.SH,20100726,89.3015,90.6153,89.0096,89.4602,89.3015,0.15869999999999607,0.1777,22016.91,311555.737
2224,600519.SH,20100727,88.9144,90.2345,88.9144,90.1202,89.4602,0.6599999999999966,0.7378,25229.04,357546.813
2223,600519.SH,20100728,90.501,90.7739,89.8029,90.7168,90.1202,0.5966000000000093,0.662,27740.35,395352.77
2222,600519.SH,20100729,90.7105,90.8183,88.3178,88.4828,90.7168,-2.234000000000009,-2.4626,45372.87,636454.908
2221,600519.SH,20100730,88.394,88.394,87.2643,88.0069,88.4828,-0.47589999999999577,-0.5378,29438.77,406203.348
2220,600519.SH,20100802,87.9815,92.1892,87.9815,91.1039,88.0069,3.096999999999994,3.519,42965.73,614400.254
2219,600519.SH,20100803,90.7549,91.8973,90.1266,90.2852,91.1039,-0.8186999999999927,-0.8986,17573.23,251858.817
2218,600519.SH,20100804,90.1202,91.5165,89.9425,91.4022,90.2852,1.1169999999999902,1.2372,17350.13,249201.032
2217,600519.SH,20100805,91.4403,94.7849,91.4403,94.0297,91.4022,2.627500000000012,2.8747,41966.13,620781.742
2216,600519.SH,20100806,93.8012,94.4359,93.4204,94.0551,94.0297,0.02539999999999054,0.027,21840.53,323918.732
2215,600519.SH,20100809,94.0868,96.6064,94.0868,96.2192,94.0551,2.164100000000005,2.3009,38703.73,586147.268
2214,600519.SH,20100810,96.2192,97.4758,92.9762,93.1412,96.2192,-3.078000000000003,-3.1989,28739.94,427619.893
2213,600519.SH,20100811,92.6588,94.5628,92.6588,93.8329,93.1412,0.6916999999999973,0.7426,15190.63,224550.906
2212,600519.SH,20100812,93.8012,96.4033,92.7921,94.512,93.8329,0.6791000000000054,0.7237,31025.87,463112.778
2211,600519.SH,20100813,94.4866,96.124,94.1312,95.4449,94.512,0.9329000000000036,0.9871,15775.59,236758.807
2210,600519.SH,20100816,95.4576,97.2854,95.4576,97.0379,95.4449,1.5929999999999893,1.669,25910.45,395272.912
2209,600519.SH,20100817,96.9745,99.164,96.7841,98.4278,97.0379,1.3899000000000115,1.4323,35747.57,554777.11
2208,600519.SH,20100818,98.358,99.2719,96.6571,96.9998,98.4278,-1.4280000000000115,-1.4508,30173.78,464752.257
2207,600519.SH,20100819,97.0252,97.6726,95.5148,95.9971,96.9998,-1.0026999999999902,-1.0337,35437.14,536485.063
2206,600519.SH,20100820,95.9527,95.9527,94.2328,94.493,95.9971,-1.5041000000000082,-1.5668,20841.59,311220.147
2205,600519.SH,20100823,94.0868,95.7686,93.9281,95.6544,94.493,1.1614000000000004,1.2291,13214.93,197952.515
2204,600519.SH,20100824,95.4005,97.095,94.6262,96.0986,95.6544,0.44420000000000925,0.4644,10838.25,164253.365
2203,600519.SH,20100825,95.5148,96.416,94.9626,95.0642,96.0986,-1.034400000000005,-1.0764,16507.88,249067.209
2202,600519.SH,20100826,95.134,95.5465,94.2455,95.4323,95.0642,0.3680999999999983,0.3872,12232.54,183116.485
2201,600519.SH,20100827,95.1974,95.9781,94.6897,95.8702,95.4323,0.43789999999999907,0.4589,8799.39,132580.368
2200,600519.SH,20100830,96.2636,101.5439,96.2636,101.4297,95.8702,5.5595,5.799,53784.43,849497.659
2199,600519.SH,20100831,100.611,102.1722,100.1985,101.0552,101.4297,-0.3744999999999976,-0.3692,31399.97,501261.374
2198,600519.SH,20100901,100.7823,102.3055,98.9419,99.5638,101.0552,-1.4913999999999987,-1.4758,25589.28,406904.438
2197,600519.SH,20100902,100.2746,102.864,100.1921,101.5376,99.5638,1.9737999999999971,1.9824,24821.98,399335.601
2196,600519.SH,20100903,101.417,104.9583,101.417,103.2067,101.5376,1.6691000000000003,1.6438,27761.44,452832.217
2195,600519.SH,20100906,104.0825,107.0019,104.0825,105.8088,103.2067,2.602100000000007,2.5213,29008.44,485289.346
2194,600519.SH,20100907,106.0182,107.3192,104.5902,104.8885,105.8088,-0.9203000000000117,-0.8698,22373.67,372434.005
2193,600519.SH,20100908,104.7172,106.3038,104.7172,105.6565,104.8885,0.7680000000000007,0.7322,15010.8,250344.694
2192,600519.SH,20100909,105.9865,107.3192,105.3518,105.9167,105.6565,0.26020000000001176,0.2463,21503.84,360593.531
2191,600519.SH,20100910,106.3038,107.827,105.6691,107.5668,105.9167,1.6500999999999948,1.5579,19867.68,335023.684
2190,600519.SH,20100913,107.2558,110.08,106.5894,107.1161,107.5668,-0.45069999999999766,-0.419,28063.47,480493.819
2189,600519.SH,20100914,107.0971,108.03,105.098,106.1705,107.1161,-0.9455999999999989,-0.8828,26383.43,441034.013
2188,600519.SH,20100915,105.9865,106.1705,102.6228,103.0988,106.1705,-3.071700000000007,-2.8932,21032.08,347008.844
2187,600519.SH,20100916,102.8767,104.1143,99.5702,101.1251,103.0988,-1.9736999999999938,-1.9144,20497.73,327836.606
2186,600519.SH,20100917,101.0489,104.3618,99.9636,102.6926,101.1251,1.5674999999999955,1.5501,17975.26,290800.424
2185,600519.SH,20100920,103.359,105.3518,102.8132,104.495,102.6926,1.8024000000000058,1.7551,12576.07,206418.537
2184,600519.SH,20100921,105.6691,105.9103,104.0889,105.4026,104.495,0.9076000000000022,0.8686,14940.36,247684.425
2183,600519.SH,20100927,105.4153,107.2558,104.9076,107.1479,105.4026,1.7453000000000003,1.6558,18548.46,310077.012
2182,600519.SH,20100928,106.9956,108.6457,106.6211,108.3854,107.1479,1.2374999999999972,1.1549,22585.12,384574.256
2181,600519.SH,20100929,108.1443,108.8741,105.9928,106.088,108.3854,-2.2974000000000103,-2.1197,13272.0,225065.386
2180,600519.SH,20100930,105.7072,107.3827,105.3518,107.0844,106.088,0.9964000000000084,0.9392,14578.9,244719.876
2179,600519.SH,20101008,107.2558,111.381,107.2558,110.1307,107.0844,3.0463000000000022,2.8448,31608.89,549853.018
2178,600519.SH,20101011,110.429,111.9712,105.3518,106.4942,110.1307,-3.636499999999998,-3.302,43742.69,742024.422
2177,600519.SH,20101012,106.5005,107.8777,104.2666,105.7326,106.4942,-0.7616000000000014,-0.7152,28543.04,473412.98
2176,600519.SH,20101013,105.3518,105.6882,101.4487,102.1786,105.7326,-3.554000000000002,-3.3613,60287.75,972450.177
2175,600519.SH,20101014,102.1913,102.369,99.5194,100.5539,102.1786,-1.6247000000000043,-1.5901,53243.73,842374.776
2174,600519.SH,20101015,100.6046,103.4479,100.4714,101.5312,100.5539,0.9772999999999996,0.9719,72099.79,1152421.933
2173,600519.SH,20101018,101.5439,104.8187,98.2437,103.0798,101.5312,1.5486000000000075,1.5252,96564.42,1522116.994
2172,600519.SH,20101019,102.4451,104.6537,101.5439,103.6192,103.0798,0.5394000000000005,0.5233,53448.48,870135.034
2171,600519.SH,20101020,101.6074,107.1923,101.601,106.2467,103.6192,2.6274999999999977,2.5357,47372.89,788461.639
2170,600519.SH,20101021,106.3673,107.9222,105.2249,106.2848,106.2467,0.03810000000000002,0.0359,37621.94,632118.759
2169,600519.SH,20101022,106.2911,108.9059,105.7707,106.6909,106.2848,0.406099999999995,0.3821,41046.54,697025.656
2168,600519.SH,20101025,107.2558,110.3021,106.7036,109.7944,106.6909,3.103499999999997,2.9089,36195.2,622609.05
2167,600519.SH,20101026,109.6674,109.7182,106.6275,107.2621,109.7944,-2.5322999999999922,-2.3064,28590.63,484027.261
2166,600519.SH,20101027,107.0971,107.5096,105.6691,106.7163,107.2621,-0.5457999999999998,-0.5088,28912.62,484076.38
2165,600519.SH,20101028,106.5577,106.8115,105.8151,106.0119,106.7163,-0.7044000000000068,-0.6601,19440.68,325743.881
2164,600519.SH,20101029,104.5522,104.7616,101.8613,103.5431,106.0119,-2.4688000000000017,-2.3288,65465.57,1064852.159
2163,600519.SH,20101101,103.5748,104.6537,102.9402,103.9302,103.5431,0.3871000000000038,0.3739,49658.92,810910.408
2162,600519.SH,20101102,104.4125,104.4125,102.553,103.2384,103.9302,-0.6918000000000006,-0.6656,62292.17,1009953.812
2161,600519.SH,20101103,103.4479,105.1297,102.4959,103.67,103.2384,0.4316000000000031,0.4181,42253.17,693876.483
2160,600519.SH,20101104,104.0508,105.0599,103.3083,104.7489,103.67,1.0789000000000044,1.0407,44629.19,732196.946
2159,600519.SH,20101105,104.9076,105.3518,103.6383,104.0698,104.7489,-0.6791000000000054,-0.6483,34654.91,569207.561
2158,600519.SH,20101108,104.0762,104.0825,102.3372,103.7589,104.0698,-0.31090000000000373,-0.2987,56894.13,922801.037
2157,600519.SH,20101109,103.8287,105.7263,103.2702,105.263,103.7589,1.5041000000000082,1.4496,60737.9,1002019.514
2156,600519.SH,20101110,105.7326,115.7918,105.6691,114.0656,105.263,8.802599999999998,8.3625,150005.09,2670067.328
2155,600519.SH,20101111,115.4999,115.4999,110.4988,111.6475,114.0656,-2.4181000000000097,-2.1199,74217.2,1322968.333
2154,600519.SH,20101112,111.4127,119.3649,111.3937,112.6693,111.6475,1.0218000000000131,0.9152,126500.29,2298576.167
2153,600519.SH,20101115,115.4999,119.3141,115.4999,116.5788,112.6693,3.909499999999994,3.4699,79038.78,1458250.426
2152,600519.SH,20101116,118.0385,118.0448,110.7463,112.4536,116.5788,-4.125200000000007,-3.5386,72291.77,1294350.638
2151,600519.SH,20101117,111.6349,111.6349,103.9556,104.7172,112.4536,-7.736399999999989,-6.8796,80509.06,1362362.423
2150,600519.SH,20101118,105.7009,108.506,105.3518,107.5668,104.7172,2.8495999999999952,2.7212,40286.04,680881.283
2149,600519.SH,20101119,108.5885,111.6983,108.0237,111.1652,107.5668,3.598399999999998,3.3453,48954.75,848958.178
2148,600519.SH,20101122,110.9875,115.7474,110.3021,113.2913,111.1652,2.126100000000008,1.9126,47940.81,857696.481
2147,600519.SH,20101123,113.2088,120.0757,111.8252,119.9741,113.2913,6.6828,5.8988,108469.81,1995630.382
2146,600519.SH,20101124,121.8527,131.1186,121.8527,126.8791,119.9741,6.904999999999987,5.7554,110799.3,2220954.81
2145,600519.SH,20101125,127.2663,129.2273,125.026,128.8148,126.8791,1.935699999999997,1.5256,45579.74,916382.376
2144,600519.SH,20101126,128.8148,134.9709,127.317,131.5248,128.8148,2.710000000000008,2.1038,63799.42,1324934.628
2143,600519.SH,20101129,130.2618,140.8922,130.2618,137.3572,131.5248,5.832400000000007,4.4344,67499.39,1441023.288
2142,600519.SH,20101130,137.3191,137.3191,127.1393,129.9826,137.3572,-7.374600000000015,-5.3689,65665.39,1356812.148
2141,600519.SH,20101201,128.8339,132.0071,126.9426,128.4531,129.9826,-1.5294999999999845,-1.1767,38016.22,773495.042
2140,600519.SH,20101202,129.5954,130.7378,125.6035,125.7685,128.4531,-2.684600000000003,-2.0899,42940.09,864862.808
2139,600519.SH,20101203,125.6606,129.1448,125.4702,126.7966,125.7685,1.028099999999995,0.8175,43037.32,863905.87
2138,600519.SH,20101206,126.8347,128.1992,120.6532,122.5001,126.7966,-4.296499999999995,-3.3885,43281.58,839963.278
2137,600519.SH,20101207,121.7829,126.1683,120.4946,125.3814,122.5001,2.881299999999996,2.3521,31804.8,621615.004
2136,600519.SH,20101208,125.3433,128.0723,124.3977,124.5055,125.3814,-0.8759000000000015,-0.6986,28334.68,564539.229
