date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017/7/4,3646.83,3646.85,3619.98,3611.69,95071416,-30.87,-0.85,3650.526,3639.661,3595.365,89782531.2,100962529.6,93710973.2
2017/7/5,3611.9,3660.73,3659.68,3610.46,88232424,39.7,1.1,3653.228,3646.834,3601.656,87844843.2,100999789.6,92901596.4
2017/7/6,3654.56,3666.77,3660.1,3629.56,102379240,0.42,0.01,3651.482,3653.81,3606.612,91202792,97685016,93509313.2
2017/7/7,3647.64,3657.11,3655.93,3631.87,103735504,-4.17,-0.11,3649.308,3657.115,3610.6,95647888,97545652.8,93636674.8
2017/7/10,3647.94,3667.85,3653.69,3641.53,120591912,-2.24,-0.06,3649.876,3655.675,3614.565,102002099.2,96141044,95147212
2017/7/11,3646.88,3701.21,3670.81,3645.99,118760824,17.12,0.47,3660.042,3655.284,3618.992,106739980.8,98261256,97326396.4
2017/7/12,3672.63,3691.58,3658.82,3640.59,122287792,-11.99,-0.33,3659.87,3656.549,3625.168,113551054.4,100697948.8,99250246.8
2017/7/13,3656.35,3690.48,3686.92,3652.57,125669552,28.1,0.77,3665.234,3658.358,3633.074,118209116.8,104705954.4,101402097.6
2017/7/14,3682.62,3703.09,3703.09,3672.74,105514008,16.17,0.44,3674.666,3661.987,3642.291,118564817.6,107106352.8,102855162.8
2017/7/17,3700.62,3716.47,3663.56,3621.37,178821584,-39.53,-1.07,3676.64,3663.258,3647.785,130210752,116106425.6,107806384.8
2017/7/18,3648.49,3667.54,3667.18,3622.04,124622056,3.62,0.1,3675.914,3667.978,3653.82,131382998.4,119061489.6,110012009.6
2017/7/19,3660.87,3731.05,3729.75,3658.2,182477776,62.57,1.71,3690.1,3674.985,3660.91,143420995.2,128486024.8,114742907.2
2017/7/20,3725.14,3750.19,3747.88,3723.07,142410032,18.13,0.49,3702.292,3683.763,3668.787,146769091.2,132489104,115087060
2017/7/21,3738.18,3751.69,3728.6,3722.07,117941224,-19.28,-0.51,3707.394,3691.03,3674.073,149254534.4,133909676,115727664.4
2017/7/24,3724.38,3755.19,3743.47,3719.85,134868720,14.87,0.4,3723.376,3700.008,3677.842,140463961.6,135337356.8,115739200.4
2017/7/25,3742.64,3752.16,3719.56,3713.28,121672056,-23.91,-0.64,3733.852,3704.883,3680.084,139873961.6,135628480,116944868
2017/7/26,3722.88,3738.53,3705.39,3684.18,136325216,-14.17,-0.38,3728.98,3709.54,3683.045,130643449.6,137032222.4,118865085.6
2017/7/27,3700.86,3716.69,3712.19,3672.5,145002912,6.8,0.18,3721.842,3712.067,3685.213,131162025.6,138965558.4,121835756.4
2017/7/28,3703.49,3725.54,3721.89,3696.78,111411392,9.7,0.26,3720.5,3713.947,3687.967,129856059.2,139555296.8,123330824.8
2017/7/31,3722.43,3746.52,3737.87,3713.66,148429040,15.98,0.43,3719.38,3721.378,3692.318,132568123.2,136516042.4,126311234
2017/8/1,3738.74,3770.4,3770.38,3737.1,152546544,32.51,0.87,3729.544,3731.698,3699.838,138743020.8,139308491.2,129184990.4
2017/8/2,3768.19,3784.35,3760.85,3759.28,172293392,-9.53,-0.25,3740.636,3734.808,3704.897,145936656,138290052.8,133388038.8
2017/8/3,3755.11,3766.35,3727.83,3718.44,146153936,-33.02,-0.88,3743.764,3732.803,3708.283,146166860.8,138664443.2,135576773.6
2017/8/4,3724.72,3738.73,3707.58,3707,157470064,-20.25,-0.54,3740.902,3730.701,3710.866,155378595.2,142617327.2,138263501.6
2017/8/7,3701.22,3730.78,3726.79,3689.96,124231528,19.21,0.52,3738.686,3729.033,3714.521,150539092.8,141553608,138445482.4
2017/8/8,3724.33,3737.33,3732.21,3718.81,137241920,5.42,0.14,3731.052,3730.298,3717.591,147478168,143110594.4,139369537.2
2017/8/9,3728.03,3739,3731.04,3713.57,124679984,-1.17,-0.03,3725.09,3732.863,3721.202,137955486.4,141946071.2,139489146.8
2017/8/10,3724.96,3746.86,3715.92,3688.18,130085128,-15.12,-0.41,3722.708,3733.236,3722.652,134741724.8,140454292.8,139709925.6
2017/8/11,3687.93,3700.49,3647.35,3645.09,150387424,-68.57,-1.84,3710.662,3725.782,3719.865,133325196.8,144351896,141953596.4
2017/8/14,3651.38,3698.37,3694.68,3651.38,115308448,47.33,1.3,3704.24,3721.463,3721.421,131540580.8,141039836.8,138777939.6
2017/8/15,3695.78,3719.29,3706.06,3692.28,106444864,11.38,0.31,3699.01,3715.031,3723.365,125381169.6,136429668.8,137869080
2017/8/16,3701.13,3707.14,3701.42,3679.73,104134144,-4.64,-0.12,3693.086,3709.088,3721.948,121272001.6,129613744,133951898.4
2017/8/17,3707.07,3722.62,3721.28,3704.41,108656248,19.86,0.54,3694.158,3708.433,3720.618,116986225.6,125863975.2,132264209.2
2017/8/18,3707.19,3733.49,3724.67,3700.41,96561704,3.39,0.09,3709.622,3710.142,3720.422,106221081.6,119773139.2,131195233.2
2017/8/21,3731.84,3744.26,3740.99,3728.62,100313080,16.32,0.44,3718.884,3711.562,3720.298,103222008,117381294.4,129467451.2
2017/8/22,3745.75,3758.29,3752.3,3734.56,100292856,11.31,0.3,3728.132,3713.571,3721.935,101991606.4,113686388,128398491.2
2017/8/23,3747.61,3772.46,3756.09,3741.72,104961576,3.79,0.1,3739.066,3716.076,3724.47,102157092.8,111714547.2,126830309.2
2017/8/24,3755.89,3765.71,3734.65,3729.09,89947368,-21.44,-0.57,3741.74,3717.949,3725.593,98415316.8,107700771.2,124077532
2017/8/25,3736.29,3795.97,3795.75,3736.29,129940896,61.1,1.64,3755.956,3732.789,3729.286,105091155.2,105656118.4,125004007.2
2017/8/28,3805.66,3866.94,3842.71,3805.66,185576320,46.96,1.24,3776.3,3747.592,3734.528,122143803.2,112682905.6,126861371.2
2017/8/29,3839.18,3847.93,3834.54,3825.76,128227072,-8.17,-0.21,3792.748,3760.44,3737.736,127730646.4,114861126.4,125645397.6
2017/8/30,3834.27,3854.71,3834.3,3827.86,141352864,-0.24,-0.01,3808.39,3773.728,3741.408,135008904,118582998.4,124098371.2
2017/8/31,3835.84,3840.2,3822.09,3800.89,132944936,-12.21,-0.32,3825.878,3783.809,3746.121,143608417.6,121011867.2,123437921.2
2017/9/1,3825.34,3843.62,3830.54,3818.16,158645520,8.45,0.22,3832.836,3794.396,3752.269,149349342.4,127220248.8,123496694
2017/9/4,3828.54,3847.09,3845.62,3813.55,149566320,15.08,0.39,3833.418,3804.859,3758.211,142147342.4,132145572.8,124763433.6
2017/9/5,3845.55,3865.29,3857.05,3841.95,124964160,11.43,0.3,3837.92,3815.334,3764.453,141494760,134612703.2,124149545.6
2017/9/6,3846.75,3858.25,3849.45,3831.38,131398728,-7.6,-0.2,3840.95,3824.67,3770.373,139503932.8,137256418.4,124485482.8
2017/9/7,3851.69,3858.16,3829.87,3828.84,123884184,-19.58,-0.51,3842.506,3834.192,3776.071,137691782.4,140650100,124175435.6
2017/9/8,3830.07,3843.02,3825.99,3813.98,106036504,-3.88,-0.1,3841.596,3837.216,3785.003,127169979.2,138259660.8,121957889.6
2017/9/11,3828.34,3850.74,3825.65,3817.51,123884000,-0.34,-0.01,3837.602,3835.51,3791.551,122033515.2,132090428.8,122386667.2
2017/9/12,3832.24,3849.39,3837.93,3822,144190240,12.28,0.32,3833.778,3835.849,3798.145,125878731.2,133686745.6,124273936
2017/9/13,3835.55,3847.78,3842.61,3822.94,95410784,4.68,0.12,3832.41,3836.68,3805.204,118681142.4,129092537.6,123837768
2017/9/14,3843.57,3854.49,3829.96,3820.09,115358584,-12.65,-0.33,3832.428,3837.467,3810.638,116976022.4,127333902.4,124172884.8
2017/9/15,3826.14,3843.3,3831.3,3818.52,122427000,1.34,0.04,3833.49,3837.543,3815.97,120254121.6,123712050.4,125466149.6
2017/9/18,3832.96,3862.36,3843.14,3832.96,117934408,11.84,0.31,3836.988,3837.295,3821.077,119064203.2,120548859.2,126347216
2017/9/19,3849.88,3857.3,3832.12,3820.29,112432992,-11.02,-0.29,3835.826,3834.802,3825.068,112712753.6,119295742.4,126954222.8
2017/9/20,3830.15,3850.94,3842.44,3827.89,101129544,10.32,0.27,3835.792,3834.101,3829.386,113856505.6,116268824,126762621.2
2017/9/21,3843.26,3860.8,3837.82,3837.38,111098192,-4.62,-0.12,3837.364,3834.896,3834.544,113004427.2,114990224.8,127820162.4
2017/9/22,3826.46,3842.25,3837.73,3816.82,100619808,-0.09,0,3838.65,3836.07,3836.643,108642988.8,114448555.2,126354108
2017/9/25,3829.22,3835.39,3817.79,3811.12,103948976,-19.94,-0.52,3833.58,3835.284,3835.397,105845902.4,112455052.8,122272740.8
2017/9/26,3810.33,3821.69,3820.78,3808.38,81869408,2.99,0.08,3831.312,3833.569,3834.709,99733185.6,106222969.6,119954857.6
2017/9/27,3818.96,3832.57,3821.2,3818.81,85655816,0.42,0.01,3827.064,3831.428,3834.054,96638440,105247472.8,117170005.2
2017/9/28,3821.59,3827.33,3822.54,3813.75,93544072,1.34,0.04,3824.008,3830.686,3834.077,93127616,103066021.6,115199962
2017/9/29,3825.2,3852.22,3836.5,3825.2,93306032,13.96,0.36,3823.762,3831.206,3834.375,91664860.8,100153924.8,111932987.6
2017/10/9,3910.11,3918.84,3882.21,3876.03,135535856,45.71,1.19,3836.646,3835.113,3836.204,97982236.8,101914069.6,111231464.4
2017/10/10,3883,3900.74,3889.86,3855.47,112532584,7.65,0.2,3850.462,3840.887,3837.845,104114872,101924028.8,110609885.6
2017/10/11,3886.82,3913.07,3902.69,3885.5,104418152,12.83,0.33,3866.76,3846.912,3840.507,107867339.2,102252889.6,109260856.8
2017/10/12,3902.02,3917.44,3912.95,3897.55,94340928,10.26,0.26,3884.842,3854.425,3844.661,108026710.4,100577163.2,107783694
2017/10/13,3912.97,3927.17,3921,3908.89,90142064,8.05,0.21,3901.742,3862.752,3849.411,107393916.8,99529388.8,106988972
2017/10/16,3926.28,3947.42,3913.45,3913.32,121355032,-7.55,-0.19,3907.99,3872.318,3853.801,104557752,101269994.4,106862523.6
2017/10/17,3910.79,3924.61,3913.07,3900.48,82241232,-0.38,-0.01,3912.632,3881.547,3857.558,98499481.6,101307176.8,103765073.2
2017/10/18,3914.82,3944.41,3944.16,3914.82,100969840,31.09,0.8,3920.926,3893.843,3862.636,97809819.2,102838579.2,104043026
2017/10/19,3940.58,3944.03,3931.25,3923.65,106527256,-12.91,-0.33,3924.586,3904.714,3867.7,100247084.8,104136897.6,103601459.6
2017/10/20,3918.53,3928.96,3926.85,3910.2,72980176,-4.4,-0.11,3925.756,3913.749,3872.478,96814707.2,102104312,101129118.4
2017/10/23,3930.89,3936.27,3930.8,3920.66,81484976,3.95,0.1,3929.226,3918.608,3876.861,88840696,96699224,99306646.8
2017/10/24,3926.23,3959.5,3959.4,3922.03,93058152,28.6,0.73,3938.492,3925.562,3883.225,91004080,94751780.8,98337904.8
2017/10/25,3958.17,3978.09,3976.95,3954,88205456,17.55,0.44,3945.05,3932.988,3889.95,88451203.2,93130511.2,97691700.4
2017/10/26,3980.05,4013.6,3993.58,3973.55,129895464,16.63,0.42,3957.516,3941.051,3897.738,93124844.8,96685964.8,98631564
2017/10/27,3992.55,4024.46,4021.97,3991.35,126672848,28.39,0.71,3976.54,3951.148,3906.95,103863379.2,100339043.2,99934216
2017/10/30,4022.16,4033.34,4009.72,3960.27,157387600,-12.25,-0.3,3992.324,3960.775,3916.547,119043904,103942300,102606147.2
2017/10/31,3995.39,4009.28,4006.72,3983.26,109178776,-3,-0.07,4001.788,3970.14,3925.844,122268028.8,106636054.4,103971615.6
2017/11/1,4007.91,4032.46,3996.62,3991.32,130417376,-10.1,-0.25,4005.722,3975.386,3934.615,130710412.8,109580808,106209693.6
2017/11/2,3994.09,3999.23,3997.13,3971.38,126100584,0.51,0.01,4006.432,3981.974,3943.344,129951436.8,111538140.8,107837519.2
2017/11/3,3992.35,3999.34,3992.7,3963.03,129404440,-4.43,-0.11,4000.578,3988.559,3951.154,130497755.2,117180567.2,109642439.6
2017/11/6,3989.18,4021.64,4020.89,3975.41,122081160,28.19,0.71,4002.812,3997.568,3958.088,123436467.2,121240185.6,108969704.8
2017/11/7,4022.4,4064.22,4054.25,4021.36,152116672,33.36,0.83,4012.318,4007.053,3966.308,132024046.4,127146037.6,110948909.2
2017/11/8,4051.49,4089.15,4048.01,4040.58,150827712,-6.24,-0.15,4022.596,4014.159,3973.574,136106113.6,133408263.2,113269387.2
2017/11/9,4043.07,4076.61,4075.9,4038.4,121056336,27.89,0.69,4038.35,4022.391,3981.721,135097264,132524350.4,114605157.6
2017/11/10,4070.28,4116.71,4111.91,4067.66,141817168,36.01,0.88,4062.192,4031.385,3991.267,137579809.6,134038782.4,117188912.8
2017/11/13,4115.55,4137.65,4128.07,4115.55,151446320,16.16,0.39,4083.628,4043.22,4001.998,143452841.6,133444654.4,118693477.2
2017/11/14,4129.27,4133.55,4099.35,4086.89,143236928,-28.72,-0.7,4092.648,4052.483,4011.312,141676892.8,136850469.6,121743262
2017/11/15,4084.21,4102.81,4073.67,4055.72,120635696,-25.68,-0.63,4097.78,4060.188,4017.787,135638489.6,135872301.6,122726554.8
2017/11/16,4063.49,4107.62,4105.01,4062.27,121384416,31.34,0.77,4103.602,4070.976,4026.475,135704105.6,135400684.8,123469412.8
2017/11/17,4094.08,4122.38,4120.85,4081.37,191784128,15.84,0.39,4105.39,4083.791,4036.175,145697497.6,141638653.6,129409610.4
2017/11/20,4093.73,4144.51,4143.83,4060.96,137447264,22.98,0.56,4108.542,4096.085,4046.827,142897686.4,143175264,132207724.8
2017/11/21,4131.85,4220.26,4217.7,4129.98,180350816,73.87,1.78,4132.212,4112.43,4059.742,150320464,145998678.4,136572358
2017/11/22,4228.37,4260.64,4227.57,4191.15,186476992,9.87,0.23,4162.992,4130.386,4072.273,163488723.2,149563606.4,141485934.8
2017/11/23,4213.38,4214.19,4102.4,4086.9,178147232,-125.17,-2.96,4162.47,4133.036,4077.714,174841286.4,155272696,143898523.2
2017/11/24,4089.47,4116.59,4104.2,4057.49,130858032,1.8,0.04,4159.14,4132.265,4081.825,162656067.2,154176782.4,144107782.4
2017/11/27,4088.93,4088.93,4049.95,4037.15,143455280,-54.25,-1.32,4140.364,4124.453,4083.837,163857670.4,153377678.4,143411166.4
2017/11/28,4034.21,4056.48,4055.82,4010.3,102058096,5.87,0.14,4107.988,4120.1,4086.292,148199126.4,149259795.2,143055132.4
2017/11/29,4061.35,4069.24,4053.75,4004.69,124553648,-2.07,-0.05,4073.224,4118.108,4089.148,135814457.6,149651590.4,142761946
2017/11/30,4034.01,4052.8,4006.1,3988,107983352,-47.65,-1.18,4053.964,4108.217,4089.597,121781681.6,148311484,141856084.4
2017/12/1,4003.56,4027.11,3998.14,3984.38,97386912,-7.96,-0.2,4032.752,4095.946,4089.869,115087457.6,138871762.4,140255208
2017/12/4,3989.05,4032.99,4018.86,3982.32,102647216,20.72,0.52,4026.534,4083.449,4089.767,106925844.8,135391757.6,139283510.8
2017/12/5,4007.94,4045.93,4040.17,4006.54,154087072,21.31,0.53,4023.404,4065.696,4089.063,117331640,132765383.2,139382030.8
2017/12/6,4027.12,4031.75,4015.82,3964.81,109286208,-24.35,-0.6,4015.818,4044.521,4087.454,114278152,125046304.8,137304955.6
2017/12/7,4003.58,4017.95,3971.06,3955.99,90254048,-44.76,-1.11,4008.81,4031.387,4082.212,110732291.2,116256986.4,135764841.2
2017/12/8,3962.83,4014.14,4003.38,3955.44,89282856,32.32,0.81,4009.858,4021.305,4076.785,109111480,112099468.8,133138125.6
2017/12/11,4006.88,4069.5,4069.5,4005.27,97148952,66.12,1.65,4019.986,4023.26,4073.857,108011827.2,107468836,130423257.2
2017/12/12,4068.51,4070.15,4016.02,4015.45,84338720,-53.48,-1.31,4015.156,4019.28,4069.69,94062156.8,105696898.4,127478346.8
2017/12/13,4013.83,4052.69,4050.09,4004.74,77546136,34.07,0.85,4022.01,4018.914,4068.511,87714142.4,100996147.2,125323868.8
2017/12/14,4050.9,4057.62,4026.15,4013.85,80768864,-23.94,-0.59,4033.028,4020.919,4064.568,85817105.6,98274698.4,123293091.2
2017/12/15,4018.73,4020.27,3980.86,3974.93,89044384,-45.29,-1.12,4028.524,4019.191,4057.569,85769411.2,97440445.6,118156104
2017/12/18,3983.3,4008.07,3985.29,3967.93,77853376,4.43,0.11,4011.682,4015.834,4049.642,81910296,94961061.6,115176409.6
2017/12/19,3985.82,4035.63,4035.33,3985.82,77528984,50.04,1.26,4015.544,4015.35,4040.523,80548348.8,87305252.8,110035318
2017/12/20,4036.02,4044.85,4030.49,4015.63,90604504,-4.84,-0.12,4011.624,4016.817,4030.669,83160022.4,85437082.4,105241693.6
2017/12/21,4023.08,4080.78,4067.85,4014.65,96836088,37.36,0.93,4019.964,4026.496,4028.942,86373467.2,86095286.4,101176136.4
2017/12/22,4064.91,4076.8,4054.6,4048.49,73473688,-13.25,-0.33,4034.712,4031.618,4026.462,83259328,84514369.6,98306919.2
2017/12/25,4057.42,4086.93,4041.54,4026.45,91926960,-13.06,-0.32,4045.962,4028.822,4026.041,86074044.8,83992170.4,95730503.2
2017/12/26,4040.62,4056.86,4053.62,4015.3,91118784,12.08,0.3,4049.62,4032.582,4025.931,88792004.8,84670176.8,95183537.6
2017/12/27,4045.28,4047.74,3991.21,3986.74,105153576,-62.41,-1.54,4041.764,4026.694,4022.804,91701819.2,87430920.8,94213534
2017/12/28,3993,4036.7,4018.9,3980.24,118542888,27.69,0.69,4031.974,4025.969,4023.444,96043179.2,91208323.2,94741510.8
2017/12/29,4022.88,4043.14,4030.85,4012.87,90486680,11.95,0.3,4027.224,4030.968,4025.08,99445777.6,91352552.8,94396499.2
2018/1/2,4045.21,4087.78,4087.4,4045.21,146935440,56.55,1.4,4036.396,4041.179,4028.507,110447473.6,98260759.2,96610910.4
2018/1/3,4091.46,4140.05,4111.39,4088.73,151852224,23.99,0.59,4047.95,4048.785,4032.068,122594161.6,105693083.2,96499168
2018/1/4,4114.12,4137.64,4128.81,4105.89,134543792,17.42,0.42,4075.47,4058.617,4037.717,128472204.8,110087012,97762047.2
2018/1/5,4133.34,4151.28,4138.75,4123.28,149009872,9.94,0.24,4099.44,4065.707,4046.102,134565601.6,115304390.4,100699838.4
2018/1/8,4140.85,4166.32,4160.16,4127.31,173877664,21.41,0.52,4125.302,4076.263,4053.941,151243798.4,125344788,104929578.8
