,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
1970,399001.SZ,20110819,11301.532,11218.657,11337.566,11191.546,11414.159,-112.627,-0.9867,46112386.19,67298253.7757
1969,399001.SZ,20110822,11112.638,11315.301,11377.448,11083.396,11301.532,-188.894,-1.6714,40413013.26,60692047.2984
1968,399001.SZ,20110823,11243.419,11146.64,11243.419,11120.594,11112.638,130.781,1.1769,42519797.92,64200173.5592
1967,399001.SZ,20110824,11238.952,11313.981,11369.98,11225.523,11243.419,-4.467,-0.0397,48270886.09,75294986.2859
1966,399001.SZ,20110825,11598.929,11268.798,11605.069,11229.399,11238.952,359.977,3.2029,59070675.1,83586323.2281
1965,399001.SZ,20110826,11568.169,11547.554,11599.877,11472.279,11598.929,-30.76,-0.2652,51599343.37,77668661.8162
1964,399001.SZ,20110829,11372.381,11464.883,11484.455,11356.574,11568.169,-195.788,-1.6925,50903732.63,75922227.4183
1963,399001.SZ,20110830,11344.452,11457.931,11573.276,11328.988,11372.381,-27.929,-0.2456,51049385.31,75754256.1564
1962,399001.SZ,20110831,11397.481,11371.249,11436.121,11306.283,11344.452,53.029,0.4674,40809965.09,61340355.3087
1961,399001.SZ,20110901,11352.864,11425.106,11491.352,11308.947,11397.481,-44.617,-0.3915,37640833.67,53579606.2063
1960,399001.SZ,20110902,11228.295,11324.011,11353.965,11176.039,11352.864,-124.569,-1.0972,34310591.03,48291121.6355
1959,399001.SZ,20110905,10954.899,11129.366,11131.778,10954.899,11228.295,-273.396,-2.4349,33941125.69,48417506.3791
1958,399001.SZ,20110906,10778.434,10887.588,10966.733,10736.334,10954.899,-176.465,-1.6108,30350314.8,44562731.1163
1957,399001.SZ,20110907,11011.18,10852.085,11011.18,10810.913,10778.434,232.746,2.1594,38998671.77,53833494.7646
1956,399001.SZ,20110908,10933.314,11063.013,11069.41,10933.314,11011.18,-77.866,-0.7072,36560640.11,51626281.9677
1955,399001.SZ,20110909,10892.393,10990.505,11101.712,10850.501,10933.314,-40.921,-0.3743,31323117.79,44283137.7398
1954,399001.SZ,20110913,10775.299,10738.604,10806.368,10669.469,10892.393,-117.094,-1.075,30554054.08,41720399.7474
1953,399001.SZ,20110914,10822.403,10807.619,10847.185,10604.644,10775.299,47.104,0.4371,32971273.12,44597952.0966
1952,399001.SZ,20110915,10848.02,10839.577,10938.822,10813.198,10822.403,25.617,0.2367,35563051.97,48282221.0968
1951,399001.SZ,20110916,10878.228,10905.595,10955.625,10860.053,10848.02,30.208,0.2785,33531936.81,45082941.5103
1950,399001.SZ,20110919,10657.625,10815.796,10815.796,10646.494,10878.228,-220.603,-2.0279,33341297.91,41924849.9056
1949,399001.SZ,20110920,10679.299,10635.471,10740.944,10569.194,10657.625,21.674,0.2034,31945713.99,40918924.313
1948,399001.SZ,20110921,10991.849,10683.287,11035.238,10639.416,10679.299,312.55,2.9267,53587787.75,69585601.4042
1947,399001.SZ,20110922,10660.465,10896.613,10941.799,10660.465,10991.849,-331.384,-3.0148,48700572.35,61934859.4558
1946,399001.SZ,20110923,10538.397,10466.035,10618.118,10392.914,10660.465,-122.068,-1.1451,42233168.3,53652469.6077
1945,399001.SZ,20110926,10328.473,10433.109,10602.086,10299.354,10538.397,-209.924,-1.992,38131320.36,45615058.6522
1944,399001.SZ,20110927,10448.661,10416.897,10513.94,10314.53,10328.473,120.188,1.1637,36877866.23,47609809.2718
1943,399001.SZ,20110928,10369.932,10522.355,10549.903,10327.53,10448.661,-78.729,-0.7535,36553396.32,46835535.7251
1942,399001.SZ,20110929,10287.902,10296.694,10411.702,10224.725,10369.932,-82.03,-0.791,39067061.4,46935254.5483
1941,399001.SZ,20110930,10292.334,10340.038,10383.516,10249.777,10287.902,4.432,0.0431,29436127.49,35342738.2756
1940,399001.SZ,20111010,10170.746,10315.964,10343.661,10158.411,10292.334,-121.588,-1.1813,25768664.13,30698071.1093
1939,399001.SZ,20111011,10065.472,10416.608,10452.334,9953.125,10170.746,-105.274,-1.0351,38573339.43,48164989.1574
1938,399001.SZ,20111012,10425.931,9997.561,10444.02,9949.137,10065.472,360.459,3.5811,53194657.01,63617897.8244
1937,399001.SZ,20111013,10481.84,10399.393,10564.55,10362.35,10425.931,55.909,0.5362,56243391.19,68502580.4069
1936,399001.SZ,20111014,10438.261,10457.753,10500.114,10352.256,10481.84,-43.579,-0.4158,40568259.76,50991812.6679
1935,399001.SZ,20111017,10513.489,10455.512,10588.132,10450.513,10438.261,75.228,0.7207,40486492.67,55599100.7625
1934,399001.SZ,20111018,10226.927,10442.566,10469.175,10215.938,10513.489,-286.562,-2.7257,43738272.88,58220339.3511
1933,399001.SZ,20111019,10105.74,10255.599,10304.316,10094.331,10226.927,-121.187,-1.185,36179522.88,46993159.2957
1932,399001.SZ,20111020,9796.234,10049.367,10049.367,9721.114,10105.74,-309.506,-3.0627,40858215.32,51151683.108
1931,399001.SZ,20111021,9697.212,9799.955,9857.972,9691.599,9796.234,-99.022,-1.0108,31211446.08,38374350.0113
1930,399001.SZ,20111024,9957.622,9735.344,9977.599,9653.512,9697.212,260.41,2.6854,41838146.3,50092060.8226
1929,399001.SZ,20111025,10203.4,9954.226,10241.097,9916.347,9957.622,245.778,2.4682,57455880.39,70374802.3333
1928,399001.SZ,20111026,10315.748,10146.748,10418.347,10144.428,10203.4,112.348,1.1011,66661975.2,82517413.5031
1927,399001.SZ,20111027,10323.288,10341.413,10400.467,10293.203,10315.748,7.54,0.0731,52222320.62,65520644.9916
1926,399001.SZ,20111028,10561.993,10476.643,10637.102,10474.547,10323.288,238.705,2.3123,68323948.6,85834467.899
1925,399001.SZ,20111031,10480.912,10546.413,10546.413,10415.553,10561.993,-81.081,-0.7677,59913441.92,79871495.7522
1924,399001.SZ,20111101,10441.702,10389.016,10563.472,10364.708,10480.912,-39.21,-0.3741,60124993.91,80225577.2789
1923,399001.SZ,20111102,10581.751,10291.617,10581.751,10233.633,10441.702,140.049,1.3412,72115908.17,97039761.077
1922,399001.SZ,20111103,10624.117,10618.459,10777.766,10618.459,10581.751,42.366,0.4004,97753490.65,133355618.8008
1921,399001.SZ,20111104,10699.488,10721.484,10791.393,10642.505,10624.117,75.371,0.7094,69749076.46,92276960.6504
1920,399001.SZ,20111107,10591.66,10660.148,10717.212,10579.421,10699.488,-107.828,-1.0078,53934484.12,70859759.3856
1919,399001.SZ,20111108,10541.102,10619.409,10663.658,10519.257,10591.66,-50.558,-0.4773,53187905.01,68481605.8345
1918,399001.SZ,20111109,10625.881,10575.183,10636.504,10455.687,10541.102,84.779,0.8043,56769302.01,77124814.8916
1917,399001.SZ,20111110,10477.553,10508.722,10567.483,10464.365,10625.881,-148.328,-1.3959,63918582.7,88526485.1807
1916,399001.SZ,20111111,10418.934,10500.573,10531.137,10375.381,10477.553,-58.619,-0.5595,52870772.16,71472424.957
1915,399001.SZ,20111114,10645.684,10501.73,10645.684,10495.698,10418.934,226.75,2.1763,64101287.8,88620695.7293
1914,399001.SZ,20111115,10582.998,10631.046,10640.323,10545.008,10645.684,-62.686,-0.5888,60849838.6,84056561.2156
1913,399001.SZ,20111116,10313.332,10593.55,10595.88,10282.255,10582.998,-269.666,-2.5481,68985084.57,88628004.7098
1912,399001.SZ,20111117,10303.16,10317.322,10408.605,10296.516,10313.332,-10.172,-0.0986,49856692.89,69372171.5691
1911,399001.SZ,20111118,10025.168,10236.985,10242.066,10002.773,10303.16,-277.992,-2.6981,53665022.14,70407507.7372
1910,399001.SZ,20111121,10033.793,10032.465,10063.847,9953.573,10025.168,8.625,0.086,37623281.96,50944269.0396
1909,399001.SZ,20111122,10028.204,9971.683,10052.443,9922.298,10033.793,-5.589,-0.0557,37657499.05,50591206.6152
1908,399001.SZ,20111123,9957.318,10043.017,10076.678,9933.213,10028.204,-70.886,-0.7069,36098015.76,50096727.3766
1907,399001.SZ,20111124,9966.743,9889.551,10023.067,9837.852,9957.318,9.425,0.0947,39875251.46,52271813.0585
1906,399001.SZ,20111125,9886.245,9943.66,9999.552,9866.275,9966.743,-80.498,-0.8077,36606057.95,50812400.8118
1905,399001.SZ,20111128,9884.696,9908.124,9961.657,9833.444,9886.245,-1.549,-0.0157,34879666.16,48867847.5871
1904,399001.SZ,20111129,10012.937,9970.921,10012.937,9903.178,9884.696,128.241,1.2974,41972598.47,58275865.839
1903,399001.SZ,20111130,9693.385,9991.948,9991.948,9626.759,10012.937,-319.552,-3.1914,53997085.43,69589545.0579
1902,399001.SZ,20111201,9917.863,9976.523,10102.354,9902.82,9693.385,224.478,2.3158,61505154.47,80758641.8382
1901,399001.SZ,20111202,9808.231,9868.405,9898.094,9757.949,9917.863,-109.632,-1.1054,41001999.17,52888011.0155
1900,399001.SZ,20111205,9586.084,9805.451,9807.694,9572.017,9808.231,-222.147,-2.2649,36411679.92,46824828.4909
1899,399001.SZ,20111206,9586.944,9568.872,9618.411,9505.225,9586.084,0.86,0.009,31167834.24,39919946.9907
1898,399001.SZ,20111207,9606.247,9582.383,9656.233,9551.211,9586.944,19.303,0.2013,27362891.11,35829094.5551
1897,399001.SZ,20111208,9580.517,9603.145,9712.137,9477.13,9606.247,-25.73,-0.2678,36256679.86,47005425.7251
1896,399001.SZ,20111209,9480.266,9516.245,9583.154,9439.835,9580.517,-100.251,-1.0464,29349321.86,38083245.1424
1895,399001.SZ,20111212,9376.279,9457.831,9467.044,9365.378,9480.266,-103.987,-1.0969,26673309.9,33012999.3845
1894,399001.SZ,20111213,9190.875,9343.235,9367.755,9175.175,9376.279,-185.404,-1.9774,38280800.89,44381492.4297
1893,399001.SZ,20111214,9093.025,9164.214,9234.683,9064.633,9190.875,-97.85,-1.0646,29945800.14,36215751.1645
1892,399001.SZ,20111215,8871.088,9041.063,9041.063,8850.468,9093.025,-221.937,-2.4407,38918814.33,43408428.9879
1891,399001.SZ,20111216,9081.94,8864.945,9081.94,8849.796,8871.088,210.852,2.3768,39455841.71,45564371.6179
1890,399001.SZ,20111219,9054.08,9002.683,9089.874,8808.66,9081.94,-27.86,-0.3068,40816075.85,48698584.0774
1889,399001.SZ,20111220,9031.669,9020.969,9166.658,9013.348,9054.08,-22.411,-0.2475,39831596.3,47333886.4845
1888,399001.SZ,20111221,8884.253,9111.32,9147.217,8884.253,9031.669,-147.416,-1.6322,35980722.22,43525490.6629
1887,399001.SZ,20111222,8909.348,8828.619,8992.022,8710.57,8884.253,25.095,0.2825,43913695.21,49895276.3436
1886,399001.SZ,20111223,8976.521,8899.222,9100.293,8866.637,8909.348,67.173,0.754,37984035.67,43573328.4172
1885,399001.SZ,20111226,8876.194,8931.581,9038.136,8875.103,8976.521,-100.327,-1.1177,30431413.86,34730389.2036
1884,399001.SZ,20111227,8711.552,8876.623,8904.951,8692.376,8876.194,-164.642,-1.8549,34314988.09,39177670.0291
1883,399001.SZ,20111228,8739.728,8667.333,8746.535,8555.116,8711.552,28.176,0.3234,36534122.09,39619064.7745
1882,399001.SZ,20111229,8781.319,8693.141,8831.804,8682.608,8739.728,41.591,0.4759,32089185.07,34745956.0037
1881,399001.SZ,20111230,8918.816,8805.407,8942.856,8805.407,8781.319,137.497,1.5658,35061640.65,39886900.0713
1880,399001.SZ,20120104,8695.987,8980.756,9025.66,8695.199,8918.816,-222.829,-2.4984,34163502.54,39105204.5129
1879,399001.SZ,20120105,8600.259,8653.102,8744.221,8566.064,8695.987,-95.728,-1.1008,38634595.25,41515642.9193
1878,399001.SZ,20120106,8634.418,8597.373,8643.286,8486.576,8600.259,34.159,0.3972,33966195.13,36185032.3783
1877,399001.SZ,20120109,8946.085,8638.525,8946.879,8532.665,8634.418,311.667,3.6096,47651475.37,51508416.2924
1876,399001.SZ,20120110,9281.245,8930.56,9291.312,8909.25,8946.085,335.16,3.7464,73676108.06,76007691.5587
1875,399001.SZ,20120111,9239.213,9278.053,9312.056,9186.155,9281.245,-42.032,-0.4529,62727019.29,65258053.261
1874,399001.SZ,20120112,9200.926,9191.544,9344.736,9177.594,9239.213,-38.287,-0.4144,51457391.02,55493693.1558
1873,399001.SZ,20120113,9030.588,9216.96,9258.307,8951.717,9200.926,-170.338,-1.8513,50289446.09,55547562.9359
1872,399001.SZ,20120116,8827.474,8951.177,9024.417,8823.797,9030.588,-203.114,-2.2492,33549450.49,36871428.692
1871,399001.SZ,20120117,9264.09,8835.878,9305.422,8762.571,8827.474,436.616,4.9461,53731194.14,57933360.9553
1870,399001.SZ,20120118,9115.269,9326.435,9399.016,9085.037,9264.09,-148.821,-1.6064,55102651.21,62286874.3339
1869,399001.SZ,20120119,9300.217,9119.88,9363.051,9078.984,9115.269,184.948,2.029,44392400.54,49815904.4219
1868,399001.SZ,20120120,9466.144,9348.448,9503.372,9259.018,9300.217,165.927,1.7841,43202923.51,49505654.5494
1867,399001.SZ,20120130,9274.852,9482.208,9482.208,9274.852,9466.144,-191.292,-2.0208,36081844.17,41515837.8964
1866,399001.SZ,20120131,9303.649,9278.088,9324.805,9213.139,9274.852,28.797,0.3105,31650934.18,34390637.8738
1865,399001.SZ,20120201,9193.388,9277.792,9403.366,9173.069,9303.649,-110.261,-1.1851,35154287.26,39973896.0723
1864,399001.SZ,20120202,9382.127,9222.241,9382.127,9174.719,9193.388,188.739,2.053,39554032.23,44681133.517
1863,399001.SZ,20120203,9436.992,9349.284,9472.023,9292.781,9382.127,54.865,0.5848,53844198.24,58931518.6414
1862,399001.SZ,20120206,9448.642,9451.174,9526.786,9404.486,9436.992,11.65,0.1235,53617472.93,59877493.0931
1861,399001.SZ,20120207,9266.714,9393.757,9393.757,9206.857,9448.642,-181.928,-1.9254,46397454.48,50497518.9047
1860,399001.SZ,20120208,9557.575,9259.636,9605.203,9236.155,9266.714,290.861,3.1388,56814772.25,64155255.1338
1859,399001.SZ,20120209,9560.727,9548.22,9630.347,9493.929,9557.575,3.152,0.033,71655632.91,77614844.6192
1858,399001.SZ,20120210,9590.954,9539.704,9699.3,9539.704,9560.727,30.227,0.3162,63951923.81,69374831.1083
1857,399001.SZ,20120213,9585.076,9463.947,9670.777,9420.397,9590.954,-5.878,-0.0613,65322897.22,73480381.5263
1856,399001.SZ,20120214,9543.775,9574.874,9597.078,9478.593,9585.076,-41.301,-0.4309,57268530.21,62315202.6143
1855,399001.SZ,20120215,9673.439,9523.649,9725.222,9515.79,9543.775,129.664,1.3586,73929371.15,79433240.9544
1854,399001.SZ,20120216,9622.83,9647.15,9727.029,9557.941,9673.439,-50.609,-0.5232,74062103.15,79823139.7772
1853,399001.SZ,20120217,9615.339,9681.447,9719.53,9553.587,9622.83,-7.491,-0.0778,56136972.73,62164350.4696
1852,399001.SZ,20120220,9616.649,9741.153,9755.757,9616.649,9615.339,1.31,0.0136,69808096.01,76117165.9065
1851,399001.SZ,20120221,9695.87,9632.441,9695.87,9539.826,9616.649,79.221,0.8238,65340214.61,73758035.5178
1850,399001.SZ,20120222,9862.535,9709.933,9865.768,9701.562,9695.87,166.665,1.7189,92074202.12,105568954.3227
1849,399001.SZ,20120223,9918.942,9859.43,9958.748,9840.054,9862.535,56.407,0.5719,84915555.04,99231380.7255
1848,399001.SZ,20120224,10124.154,9922.164,10131.133,9907.026,9918.942,205.212,2.0689,90353415.85,101805349.9642
1847,399001.SZ,20120227,10177.332,10157.181,10333.918,10157.181,10124.154,53.178,0.5253,107766371.45,124526244.2843
1846,399001.SZ,20120228,10161.86,10155.038,10233.069,10087.056,10177.332,-15.472,-0.152,87559764.99,101999263.2018
1845,399001.SZ,20120229,10054.845,10126.684,10214.631,10048.794,10161.86,-107.015,-1.0531,66990424.67,80215111.8335
1844,399001.SZ,20120301,10060.957,10011.119,10125.671,10011.119,10054.845,6.112,0.0608,55626022.11,67976634.1241
1843,399001.SZ,20120302,10299.935,10078.82,10301.642,10078.82,10060.957,238.978,2.3753,73227400.17,84528146.3299
1842,399001.SZ,20120305,10226.438,10338.001,10379.459,10217.526,10299.935,-73.497,-0.7136,81006401.68,97352348.8802
1841,399001.SZ,20120306,10093.814,10193.234,10225.052,10070.492,10226.438,-132.624,-1.2969,75558222.5,89796144.1124
1840,399001.SZ,20120307,10054.865,9997.888,10173.659,9991.327,10093.814,-38.949,-0.3859,70497997.01,83655127.0744
1839,399001.SZ,20120308,10171.128,10092.132,10228.235,10084.523,10054.865,116.263,1.1563,67964180.75,81022872.1898
1838,399001.SZ,20120309,10334.384,10202.945,10334.384,10161.721,10171.128,163.256,1.6051,73265502.19,92032326.7882
1837,399001.SZ,20120312,10300.503,10322.949,10373.922,10228.386,10334.384,-33.881,-0.3278,75021532.63,97172772.401
1836,399001.SZ,20120313,10427.243,10308.642,10427.243,10292.046,10300.503,126.74,1.2304,76339377.95,97512534.2477
1835,399001.SZ,20120314,10094.891,10487.295,10528.997,10063.785,10427.243,-332.352,-3.1873,123093326.42,154094995.0225
1834,399001.SZ,20120315,10086.556,10101.275,10173.383,10013.432,10094.891,-8.335,-0.0826,82997248.57,101168524.9573
1833,399001.SZ,20120316,10279.302,10115.31,10284.253,10071.583,10086.556,192.746,1.9109,71500176.2,92036461.6054
1832,399001.SZ,20120319,10296.165,10256.511,10306.464,10186.075,10279.302,16.863,0.164,69929508.83,91677041.7097
1831,399001.SZ,20120320,10116.391,10255.255,10255.255,10110.377,10296.165,-179.774,-1.746,67661298.81,84549942.1981
1830,399001.SZ,20120321,10090.436,10152.301,10225.54,10006.917,10116.391,-25.955,-0.2566,64361747.96,83975901.2173
1829,399001.SZ,20120322,10038.954,10082.249,10116.952,10008.879,10090.436,-51.482,-0.5102,53629841.84,66797330.6347
1828,399001.SZ,20120323,9885.25,10002.896,10029.442,9858.373,10038.954,-153.704,-1.5311,52203875.31,64765009.9811
1827,399001.SZ,20120326,9946.136,9871.889,9956.355,9871.889,9885.25,60.886,0.6159,42039641.95,52460270.0221
1826,399001.SZ,20120327,9841.383,9959.444,10008.683,9830.513,9946.136,-104.753,-1.0532,45541596.94,58744021.3536
1825,399001.SZ,20120328,9531.149,9800.29,9824.619,9515.98,9841.383,-310.234,-3.1523,60785828.49,72089777.0543
1824,399001.SZ,20120329,9418.225,9478.122,9565.007,9352.168,9531.149,-112.924,-1.1848,53092682.82,59851186.8777
1823,399001.SZ,20120330,9410.262,9426.636,9505.142,9365.526,9418.225,-7.963,-0.0845,43297261.03,49694587.0505
1822,399001.SZ,20120405,9709.026,9410.973,9737.898,9388.781,9410.262,298.764,3.1749,51077593.53,59824006.6766
1821,399001.SZ,20120406,9786.186,9704.875,9811.683,9684.373,9709.026,77.16,0.7947,49884392.93,59157943.4316
1820,399001.SZ,20120409,9710.909,9739.071,9802.234,9650.574,9786.186,-75.277,-0.7692,44525835.51,51152619.8826
1819,399001.SZ,20120410,9795.968,9682.83,9795.968,9516.892,9710.909,85.059,0.8759,53412608.18,58533051.0486
1818,399001.SZ,20120411,9802.321,9683.11,9920.342,9666.535,9795.968,6.353,0.0649,55527475.17,58576765.47
1817,399001.SZ,20120412,10007.652,9817.783,10013.204,9779.68,9802.321,205.331,2.0947,71376088.57,76348506.7197
1816,399001.SZ,20120413,10043.715,10043.259,10116.124,10008.67,10007.652,36.063,0.3604,77214209.04,84608514.8768
1815,399001.SZ,20120416,10000.309,9975.625,10063.675,9954.887,10043.715,-43.406,-0.4322,66405270.61,68143520.5189
1814,399001.SZ,20120417,9839.915,9999.199,10022.545,9837.779,10000.309,-160.394,-1.6039,65303045.08,66688896.7854
1813,399001.SZ,20120418,10069.533,9888.054,10082.819,9842.072,9839.915,229.618,2.3335,73087613.24,80710237.8009
1812,399001.SZ,20120419,10015.406,10049.769,10080.0,9971.616,10069.533,-54.127,-0.5375,63318754.12,72747617.6899
1811,399001.SZ,20120420,10131.035,10004.279,10144.537,9996.724,10015.406,115.629,1.1545,69968966.98,77809514.4638
1810,399001.SZ,20120423,10076.051,10142.003,10154.507,10034.253,10131.035,-54.984,-0.5427,78395440.85,86824387.9571
1809,399001.SZ,20120424,10041.887,10010.347,10180.079,9841.437,10076.051,-34.164,-0.3391,82020097.8,85872282.0832
1808,399001.SZ,20120425,10162.006,10012.849,10182.09,9993.688,10041.887,120.119,1.1962,81250742.82,80662194.6698
1807,399001.SZ,20120426,10201.654,10182.462,10258.572,10152.048,10162.006,39.648,0.3902,74983133.53,77938416.1465
1806,399001.SZ,20120427,10180.393,10191.091,10244.975,10172.519,10201.654,-21.261,-0.2084,57887131.07,61802559.5032
1805,399001.SZ,20120502,10424.942,10319.484,10500.149,10253.044,10180.393,244.549,2.4022,72169771.74,81817745.1444
1804,399001.SZ,20120503,10468.375,10415.29,10479.604,10400.324,10424.942,43.433,0.4166,65529251.7,76834405.0526
1803,399001.SZ,20120504,10573.597,10464.59,10576.208,10410.942,10468.375,105.222,1.0051,70045194.15,81091860.4285
1802,399001.SZ,20120507,10612.893,10512.693,10616.278,10509.756,10573.597,39.296,0.3716,69800574.56,86051832.1451
1801,399001.SZ,20120508,10524.68,10604.956,10605.352,10413.449,10612.893,-88.213,-0.8312,67619919.52,82966710.9759
1800,399001.SZ,20120509,10294.577,10410.84,10410.84,10282.815,10524.68,-230.103,-2.1863,65822186.58,77517984.8661
1799,399001.SZ,20120510,10277.617,10287.757,10342.339,10255.246,10294.577,-16.96,-0.1647,53477396.09,65601795.2308
1798,399001.SZ,20120511,10211.406,10261.549,10342.802,10210.734,10277.617,-66.211,-0.6442,56424089.76,68819410.5589
1797,399001.SZ,20120514,10093.377,10278.945,10284.9,10091.004,10211.406,-118.029,-1.1559,61990677.9,73368639.5262
1796,399001.SZ,20120515,10131.81,10027.401,10139.249,10009.518,10093.377,38.433,0.3808,57912364.43,64545532.4661
1795,399001.SZ,20120516,9916.466,10099.811,10099.811,9916.466,10131.81,-215.344,-2.1254,52285923.97,59090535.3244
1794,399001.SZ,20120517,10079.478,9942.179,10105.947,9915.806,9916.466,163.012,1.6439,55691789.21,62454291.5156
1793,399001.SZ,20120518,9903.094,9995.905,10049.919,9880.043,10079.478,-176.384,-1.7499,56282769.77,63719623.0753
1792,399001.SZ,20120521,9977.563,9893.772,10060.077,9870.354,9903.094,74.469,0.752,49439846.19,57379851.4449
1791,399001.SZ,20120522,10180.268,10030.542,10180.268,10022.734,9977.563,202.705,2.0316,51043121.91,58813405.4998
1790,399001.SZ,20120523,10143.201,10142.91,10218.331,10055.928,10180.268,-37.067,-0.3641,58279843.88,67737789.4288
1789,399001.SZ,20120524,9984.58,10122.572,10187.137,9951.268,10143.201,-158.621,-1.5638,56505041.86,66424561.4607
1788,399001.SZ,20120525,9884.959,9980.177,10003.832,9848.915,9984.58,-99.621,-0.9977,53997016.22,59182412.5663
1787,399001.SZ,20120528,10104.101,9816.78,10108.368,9755.59,9884.959,219.142,2.2169,65136666.56,68392951.7264
1786,399001.SZ,20120529,10214.736,10101.401,10271.365,10087.477,10104.101,110.635,1.095,76199847.82,87360204.8055
1785,399001.SZ,20120530,10162.34,10196.53,10241.311,10135.378,10214.736,-52.396,-0.5129,64700329.56,74674791.1714
1784,399001.SZ,20120531,10141.41,10089.952,10194.584,10050.075,10162.34,-20.93,-0.206,63648041.86,74433594.4736
1783,399001.SZ,20120601,10145.804,10142.122,10262.05,10095.334,10141.41,4.394,0.0433,57386376.27,68269938.1232
1782,399001.SZ,20120604,9874.518,9988.528,10085.399,9871.039,10145.804,-271.286,-2.6739,61125401.05,70697474.7077
1781,399001.SZ,20120605,9847.119,9899.653,9941.537,9816.761,9874.518,-27.399,-0.2775,46367917.36,53915909.1985
1780,399001.SZ,20120606,9812.976,9863.703,9897.744,9772.468,9847.119,-34.143,-0.3467,42182697.18,48328094.466
1779,399001.SZ,20120607,9755.641,9921.31,9937.114,9730.58,9812.976,-57.335,-0.5843,47060485.06,52429139.0353
1778,399001.SZ,20120608,9707.183,9839.683,9843.902,9685.337,9755.641,-48.458,-0.4967,49641594.93,55307396.8652
1777,399001.SZ,20120611,9849.77,9731.798,9895.59,9704.439,9707.183,142.587,1.4689,51381161.22,59188999.7134
1776,399001.SZ,20120612,9790.197,9800.872,9875.249,9773.66,9849.77,-59.573,-0.6048,49774192.05,55447636.1309
1775,399001.SZ,20120613,9950.046,9835.405,9950.046,9795.056,9790.197,159.849,1.6327,57524236.29,66939841.1586
1774,399001.SZ,20120614,9885.293,9937.35,10002.504,9881.154,9950.046,-64.753,-0.6508,55597557.89,66426698.8284
1773,399001.SZ,20120615,9885.645,9906.584,9951.369,9760.049,9885.293,0.352,0.0036,54060782.54,63181333.4359
1772,399001.SZ,20120618,9979.057,9921.232,10020.069,9916.297,9885.645,93.412,0.9449,53301629.62,63838180.2847
1771,399001.SZ,20120619,9848.159,9954.001,9954.001,9829.658,9979.057,-130.898,-1.3117,54559022.43,64643250.5552
1770,399001.SZ,20120620,9821.788,9877.191,9906.108,9800.57,9848.159,-26.371,-0.2678,48716515.05,58045193.9587
1769,399001.SZ,20120621,9682.686,9787.575,9787.575,9621.766,9821.788,-139.102,-1.4163,49869287.39,58037657.5048
1768,399001.SZ,20120625,9414.214,9635.703,9635.703,9402.229,9682.686,-268.472,-2.7727,50374132.0,56424263.3182
1767,399001.SZ,20120626,9446.59,9373.141,9489.264,9351.801,9414.214,32.376,0.3439,46714255.03,51553958.0486
1766,399001.SZ,20120627,9416.499,9444.272,9540.889,9406.387,9446.59,-30.091,-0.3185,46458872.93,54828469.318
1765,399001.SZ,20120628,9383.267,9449.712,9495.62,9383.267,9416.499,-33.232,-0.3529,47595459.1,54997363.649
1764,399001.SZ,20120629,9500.317,9374.36,9512.056,9363.974,9383.267,117.05,1.2474,48715660.96,55936536.1455
1763,399001.SZ,20120702,9566.45,9575.087,9624.271,9510.684,9500.317,66.133,0.6961,51516036.18,65125544.2123
1762,399001.SZ,20120703,9607.326,9566.574,9698.467,9533.292,9566.45,40.876,0.4273,56500657.31,70309947.535
1761,399001.SZ,20120704,9569.159,9637.112,9665.025,9543.282,9607.326,-38.167,-0.3973,50394103.28,61646504.0042
1760,399001.SZ,20120705,9412.644,9511.001,9511.001,9366.886,9569.159,-156.515,-1.6356,48823235.7,57711273.9874
1759,399001.SZ,20120706,9690.16,9463.065,9716.545,9431.132,9412.644,277.516,2.9483,59035077.29,73693676.9748
1758,399001.SZ,20120709,9496.678,9636.224,9727.519,9491.449,9690.16,-193.482,-1.9967,57539872.49,72680546.4302
1757,399001.SZ,20120710,9476.722,9467.751,9557.438,9445.953,9496.678,-19.956,-0.2101,45763982.07,56224205.9368
1756,399001.SZ,20120711,9588.293,9455.464,9614.203,9453.631,9476.722,111.571,1.1773,42612901.64,53255660.037
1755,399001.SZ,20120712,9753.487,9575.529,9800.349,9541.09,9588.293,165.194,1.7229,59171745.14,75444088.3033
1754,399001.SZ,20120713,9792.488,9720.455,9853.728,9708.621,9753.487,39.001,0.3999,50949910.41,63050818.4187
1753,399001.SZ,20120716,9540.886,9768.595,9771.038,9540.886,9792.488,-251.602,-2.5693,59739441.17,69262763.4538
1752,399001.SZ,20120717,9560.029,9503.447,9602.988,9476.903,9540.886,19.143,0.2006,44507050.93,52111977.8215
1751,399001.SZ,20120718,9514.165,9545.365,9588.04,9328.897,9560.029,-45.864,-0.4797,51413576.37,57824520.1267
1750,399001.SZ,20120719,9509.488,9488.892,9609.445,9432.964,9514.165,-4.677,-0.0492,59527636.61,64430960.2507
1749,399001.SZ,20120720,9333.213,9471.956,9509.405,9325.256,9509.488,-176.275,-1.8537,49800964.64,53432009.7167
1748,399001.SZ,20120723,9186.024,9255.937,9255.937,9152.982,9333.213,-147.189,-1.577,44186817.5,48352765.6727
1747,399001.SZ,20120724,9262.773,9133.923,9340.517,9130.176,9186.024,76.749,0.8355,41396763.61,46159811.9649
1746,399001.SZ,20120725,9155.343,9225.555,9248.443,9146.135,9262.773,-107.43,-1.1598,43850162.94,48383377.2654
