,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
1317,600036.SH,20140429,82181,8269.92,74855,7540.9,188016,18928.12,165259,16651.23,180021,18121.3,174320,17546.11,109056,10968.15,144840,14549.24,21229,2175.85
1316,600036.SH,20140430,69602,6992.11,55149,5538.56,110373,11093.28,107045,10759.19,120997,12162.37,146371,14714.75,81516,8189.44,73922,7424.71,-19977,-1997.59
1315,600036.SH,20140505,92912,9196.92,66976,6637.84,164035,16236.94,145137,14375.67,150815,14937.53,169825,16814.48,152308,15079.8,178132,17623.19,-52266,-5127.55
1314,600036.SH,20140506,64620,6406.74,38895,3857.93,98394,9755.94,85099,8444.3,73825,7319.3,70583,6998.25,13073,1295.1,55335,5476.6,-34141,-3377.4
1313,600036.SH,20140507,43788,4322.53,41045,4053.88,106611,10528.88,99398,9815.36,117137,11568.03,107032,10569.46,64246,6344.56,84307,8325.3,43376,4298.4
1312,600036.SH,20140508,58784,5832.19,59442,5903.56,114624,11369.92,129019,12805.41,114295,11349.31,107794,10700.47,59722,5932.61,51170,5074.58,12298,1235.29
1311,600036.SH,20140509,40384,4008.48,67384,6690.32,98511,9780.43,97394,9673.39,112202,11142.09,87254,8664.56,38517,3827.39,37581,3730.11,49170,4893.18
1310,600036.SH,20140512,70151,7026.74,65581,6570.67,147661,14791.27,178779,17912.67,136245,13651.46,134944,13524.78,111794,11212.28,86546,8673.62,8160,831.23
1309,600036.SH,20140513,43207,4316.57,31466,3143.61,71239,7116.16,75925,7586.42,79371,7928.94,68206,6816.47,45587,4556.81,63807,6371.99,-21349,-2129.32
1308,600036.SH,20140514,40969,4099.51,38214,3825.55,81556,8163.21,71628,7170.62,100474,10055.36,91147,9123.25,61906,6200.12,83915,8398.78,13013,1313.8
1307,600036.SH,20140515,39716,3972.29,38039,3804.75,93586,9361.95,87556,8758.51,92387,9240.45,80849,8088.06,37514,3751.3,56759,5674.67,45755,4581.07
1306,600036.SH,20140516,52757,5294.29,53387,5359.85,138540,13904.54,108033,10844.97,129395,12987.13,135191,13566.61,59509,5977.59,83590,8392.12,85043,8553.36
1305,600036.SH,20140519,106862,10552.98,41087,4067.51,155323,15347.94,109198,10818.23,176101,17419.77,161472,15972.83,71459,7049.93,197987,19512.04,-89041,-8762.69
1304,600036.SH,20140520,37134,3667.79,31846,3148.16,73016,7210.81,56307,5564.49,116157,11475.57,85056,8406.99,28623,2829.76,81720,8064.3,24432,2420.23
1303,600036.SH,20140521,31371,3108.51,27393,2715.39,72286,7163.86,72002,7133.2,80504,7977.31,78300,7758.79,22764,2253.81,29229,2896.1,21413,2134.48
1302,600036.SH,20140522,77435,7754.91,70667,7080.79,125280,12547.93,121009,12121.75,115844,11617.13,109138,10941.8,27431,2750.0,45177,4525.65,30643,3097.53
1301,600036.SH,20140523,31956,3206.36,38238,3837.26,83913,8414.15,79189,7942.6,73797,7398.07,93289,9357.8,63989,6431.49,42938,4312.42,77861,7831.89
1300,600036.SH,20140526,42435,4284.94,43284,4379.0,75545,7633.55,95373,9642.13,98072,9911.96,124999,12635.54,144757,14638.43,97153,9812.21,-24211,-2433.04
1299,600036.SH,20140527,26130,2644.85,57802,5854.22,97328,9853.41,99787,10104.98,82451,8347.47,154371,15631.97,202557,20517.52,96505,9772.07,51317,5204.57
1298,600036.SH,20140528,39566,4024.26,66434,6758.57,84381,8576.57,127022,12914.12,128230,13026.29,140726,14300.68,199054,20240.61,117048,11894.36,92761,9444.93
1297,600036.SH,20140529,30490,3110.1,48521,4950.61,88167,8995.65,83094,8480.23,184814,18859.96,134219,13697.84,92139,9390.25,129775,13227.28,51843,5316.73
1296,600036.SH,20140530,24709,2515.52,35721,3638.46,81554,8302.09,72077,7341.59,91934,9364.54,83811,8535.7,22518,2294.3,29106,2960.7,40192,4106.84
1295,600036.SH,20140603,78545,8013.29,46571,4753.77,90226,9195.74,92269,9416.71,94420,9613.91,106823,10896.36,99804,10164.66,117333,11920.75,-2501,-208.74
1294,600036.SH,20140604,55776,5637.71,33421,3378.41,85941,8686.17,86318,8722.52,113200,11432.18,99651,10067.27,19710,1988.73,55237,5576.58,-5509,-548.07
1293,600036.SH,20140605,66571,6712.11,105614,10655.88,121910,12297.8,154925,15626.38,169967,17156.88,91225,9208.39,40997,4134.75,47680,4810.9,4285,462.73
1292,600036.SH,20140606,97265,9748.13,58696,5895.96,186400,18676.41,221536,22242.2,216141,21659.72,150005,15023.67,75616,7588.45,145185,14510.88,-199654,-20014.98
1291,600036.SH,20140609,73113,7333.28,92992,9334.48,112392,11277.02,147154,14769.8,137605,13815.85,119437,11992.51,101483,10195.66,65010,6525.01,24346,2471.57
1290,600036.SH,20140610,64556,6496.09,96881,9763.51,156450,15743.67,221297,22278.11,176650,17784.06,172851,17438.66,296370,29879.25,202997,20422.79,99273,10097.42
1289,600036.SH,20140611,38947,3937.1,35412,3582.51,93261,9427.52,153617,15533.69,129540,13099.46,101856,10304.05,110373,11175.86,81234,8219.69,-51364,-5178.72
1288,600036.SH,20140612,44936,4527.95,55798,5622.51,85594,8624.86,129590,13058.04,112501,11332.36,83722,8441.11,95822,9660.59,69744,7024.09,-70484,-7080.04
1287,600036.SH,20140613,75768,7719.7,102388,10439.7,176130,17942.4,225187,22937.04,235283,23946.49,204280,20810.23,224941,22929.4,180267,18351.02,33849,3480.66
1286,600036.SH,20140616,167741,17334.83,176067,18219.58,255336,26379.0,334924,34596.55,283999,29312.59,251205,25975.93,200326,20755.92,145207,14990.28,133901,13908.4
1285,600036.SH,20140617,82723,8525.9,79951,8242.33,180694,18628.11,205392,21171.78,171477,17681.21,118067,12175.62,67710,6977.7,99194,10223.19,-28046,-2878.24
1284,600036.SH,20140618,51140,5273.91,55632,5740.96,145912,15048.01,196717,20293.24,180955,18671.38,118638,12243.36,49675,5120.59,56695,5836.35,-14138,-1425.04
1283,600036.SH,20140619,52302,5346.52,48417,4951.67,151508,15492.32,188508,19279.93,172457,17631.14,115516,11809.08,72117,7381.5,95942,9810.8,-14442,-1454.86
1282,600036.SH,20140620,76474,7793.78,61710,6290.26,159746,16285.61,185864,18950.46,143337,14612.97,145042,14782.67,72845,7428.05,59786,6097.02,-23137,-2336.8
1281,600036.SH,20140623,75760,7695.62,61873,6288.62,126812,12886.15,182854,18583.73,149164,15149.89,97483,9901.06,61685,6265.29,71212,7223.54,-112913,-11456.2
1280,600036.SH,20140624,37863,3845.0,31555,3204.56,83694,8500.68,152908,15530.93,104437,10607.48,69856,7095.01,92121,9353.44,63797,6476.11,23328,2382.3
1279,600036.SH,20140625,39995,4054.71,22891,2321.48,91524,9278.09,141252,14316.61,123461,12514.98,85370,8657.77,51764,5248.25,57231,5800.17,-25926,-2614.04
1278,600036.SH,20140626,42563,4345.59,52182,5329.62,88271,9014.15,121729,12433.72,129374,13211.66,119190,12176.21,110882,11335.55,77989,7967.39,43790,4494.72
1277,600036.SH,20140627,52572,5358.51,62152,6336.47,92261,9404.69,92684,9452.09,155249,15831.23,134313,13701.36,107331,10956.4,118262,12060.9,-88763,-9035.54
1276,600036.SH,20140630,55059,5624.5,54455,5562.4,95453,9754.03,112607,11506.67,152509,15578.11,102293,10450.09,87647,8953.78,121312,12391.27,26194,2680.57
1275,600036.SH,20140701,42408,4340.63,41626,4261.28,80613,8252.53,125444,12837.73,155955,15965.76,115775,11854.7,59621,6100.33,55752,5705.54,-71468,-7291.16
1274,600036.SH,20140702,62340,6394.73,52040,5337.18,93044,9542.67,110072,11287.76,135950,13940.46,118668,12169.99,91351,9370.6,101905,10453.54,43238,4443.84
1273,600036.SH,20140703,71184,7342.05,52230,5389.62,104489,10776.66,134664,13894.43,184402,19009.82,174607,18003.23,191820,19798.05,190393,19639.31,74144,7668.09
1272,600036.SH,20140704,54604,5645.75,54885,5673.32,103564,10708.3,114884,11876.76,120562,12461.37,120311,12437.54,50626,5232.29,39275,4060.1,-15823,-1625.4
1271,600036.SH,20140707,43234,4463.62,29791,3075.99,83976,8669.86,98802,10198.64,133510,13778.73,81381,8402.28,61111,6308.32,111856,11543.6,-47292,-4865.19
1270,600036.SH,20140708,43490,4500.0,49100,5083.94,72029,7456.56,140388,14535.47,170729,17681.43,104440,10809.98,80543,8331.81,72864,7540.41,-22157,-2270.53
1269,600036.SH,20140709,59466,6114.66,33364,3431.27,101223,10410.13,125106,12865.56,207991,21402.34,200620,20634.25,135782,13980.75,145371,14976.79,-104376,-10723.43
1268,600036.SH,20140710,59614,6123.87,46801,4807.37,111156,11418.97,144676,14859.16,187209,19231.29,132739,13640.15,67233,6908.85,100998,10376.31,-48541,-4971.92
1267,600036.SH,20140711,86746,8403.59,70903,6871.53,123173,11933.71,171699,16642.4,166363,16123.22,146064,14155.66,112456,10901.43,100071,9692.36,-41492,-4015.4
1266,600036.SH,20140714,65806,6376.3,57791,5604.76,115956,11244.93,121781,11811.57,84209,8161.44,123270,11950.45,198462,19232.76,161591,15648.65,56745,5528.12
1265,600036.SH,20140715,57581,5612.2,57326,5589.27,109327,10656.04,129776,12651.87,96451,9400.31,179649,17513.44,185673,18108.46,82281,8022.42,6367,641.57
1264,600036.SH,20140716,67975,6649.13,81824,8007.13,104055,10175.34,123352,12067.84,92595,9058.55,132584,12964.59,192306,18835.95,119170,11679.42,-7120,-678.06
1263,600036.SH,20140717,29453,2871.63,33186,3237.86,64358,6277.1,71978,7022.42,112387,10960.36,94976,9263.97,93015,9073.0,99073,9657.83,-23764,-2303.64
1262,600036.SH,20140718,77455,7587.48,62397,6113.18,100088,9803.28,130675,12798.49,158815,15553.92,182538,17876.49,122372,11984.33,83120,8140.85,-60169,-5876.74
1261,600036.SH,20140721,54399,5321.75,46606,4559.48,88797,8688.08,119117,11652.71,91422,8943.46,98745,9660.79,72050,7048.4,42199,4128.7,15015,1485.71
1260,600036.SH,20140722,122193,12174.53,153228,15265.93,301837,30100.02,305057,30382.79,231717,23085.31,233898,23275.27,253429,25204.39,216992,21640.25,183426,18303.77
1259,600036.SH,20140723,90183,9091.85,103376,10423.2,164428,16565.36,221819,22358.08,250372,25233.47,272620,27475.91,282772,28516.5,189939,19149.98,93902,9484.0
1258,600036.SH,20140724,161468,16651.76,229108,23634.24,309296,31882.39,401379,41385.94,407009,41980.23,415609,42865.36,538355,55582.48,370032,38211.33,137774,14249.36
1257,600036.SH,20140725,126878,13246.92,148154,15475.4,176085,18387.47,231456,24169.78,277282,28949.13,230017,24013.6,191818,20038.87,162437,16963.61,109319,11445.62
1256,600036.SH,20140728,245695,26757.12,333511,36347.86,495481,53975.67,537944,58606.56,633953,69083.25,491654,53533.47,405442,44144.53,417463,45472.68,320848,34991.77
1255,600036.SH,20140729,174675,19237.49,205852,22677.18,275621,30354.67,320078,35258.01,409658,45129.42,326041,35913.61,201217,22167.23,209201,23040.01,112913,12482.26
1254,600036.SH,20140730,93526,10305.67,133115,14672.16,237274,26150.36,240097,26476.92,367029,40455.87,304221,33582.98,190284,21066.74,210683,23246.57,-38651,-4213.65
1253,600036.SH,20140731,103516,11361.7,112448,12346.93,183227,20118.34,177995,19548.31,267483,29350.64,210694,23127.48,144723,15883.93,197814,21691.89,15180,1710.02
1252,600036.SH,20140801,92071,10243.32,112890,12565.47,222927,24804.07,210706,23439.21,434026,48255.92,271847,30238.5,219168,24384.2,372750,41444.33,71538,8051.6
1251,600036.SH,20140804,109334,12171.55,127712,14243.87,220633,24575.63,242624,27042.45,273448,30449.68,236844,26378.83,208461,23243.4,204695,22775.11,132081,14801.33
1250,600036.SH,20140805,68044,7594.97,65046,7262.52,141270,15769.27,194166,21673.61,309695,34563.95,205211,22900.71,113368,12655.16,167953,18746.51,-69409,-7718.16
1249,600036.SH,20140806,116818,12823.46,96992,10653.57,193373,21237.49,252207,27705.4,306343,33638.51,276562,30370.78,237720,26101.91,228493,25071.62,-137665,-15077.97
1248,600036.SH,20140807,145282,15771.3,105564,11472.13,207719,22565.95,214145,23278.25,292441,31777.91,264703,28763.35,111175,12080.36,172206,18681.79,-228185,-24764.48
1247,600036.SH,20140808,70896,7631.13,52251,5630.6,145782,15692.83,141809,15276.46,275244,29643.3,215472,23219.25,96779,10432.15,179169,19273.1,14467,1593.01
1246,600036.SH,20140811,78289,8610.1,108947,11991.11,149148,16392.9,188200,20696.81,202555,22263.81,179797,19781.32,184901,20370.8,137949,15168.36,78623,8655.43
1245,600036.SH,20140812,112865,12323.29,99413,10851.35,172122,18801.66,175364,19158.15,228658,24961.06,183338,20020.77,46426,5072.62,101955,11128.36,-83086,-9053.92
1244,600036.SH,20140813,79964,8685.9,54372,5912.87,164581,17889.18,129341,14076.86,233573,25386.27,217001,23598.11,150902,16389.29,228305,24762.8,-55416,-6012.36
1243,600036.SH,20140814,176415,18939.17,117712,12647.71,259755,27903.65,239371,25740.96,340014,36523.08,321253,34518.0,129177,13908.19,227025,24367.41,-171595,-18378.82
1242,600036.SH,20140815,82882,8923.19,98048,10566.57,173337,18685.33,159647,17208.63,211277,22763.87,205500,22119.45,107480,11562.4,111781,12040.14,15371,1693.98
1241,600036.SH,20140818,65905,7121.78,43895,4745.76,112951,12207.5,128658,13906.2,203850,22025.13,178545,19292.36,100126,10820.08,131734,14230.17,-71513,-7703.71
1240,600036.SH,20140819,70985,7627.9,60118,6461.71,144964,15582.27,136970,14725.34,132395,14228.0,157216,16894.98,72513,7794.32,66552,7150.46,-81859,-8773.93
1239,600036.SH,20140820,68141,7298.37,54906,5881.76,101286,10852.17,107158,11484.27,102595,10993.38,102491,10984.93,78747,8439.53,86214,9232.49,-80217,-8583.93
1238,600036.SH,20140821,117188,12402.58,67045,7094.16,166619,17630.64,134632,14249.63,197243,20869.81,205812,21781.89,68374,7239.54,141935,15016.89,-52744,-5579.82
1237,600036.SH,20140822,73064,7798.61,66196,7069.2,136436,14568.09,132008,14090.63,123239,13152.92,129898,13869.17,69316,7402.43,73954,7893.05,88535,9464.6
1236,600036.SH,20140825,114329,12108.27,70168,7431.15,104402,11055.1,137576,14567.3,81284,8606.34,93696,9924.5,61234,6482.59,59809,6329.34,-19765,-2079.07
1235,600036.SH,20140826,47970,5078.5,58819,6228.06,131658,13941.49,120060,12714.08,129356,13694.89,122663,12989.64,67561,7153.63,75004,7936.73,26544,2830.05
1234,600036.SH,20140827,59659,6297.48,54550,5760.57,99046,10461.37,87440,9235.11,120639,12745.23,115382,12184.77,92713,9782.98,114684,12106.61,-6317,-644.27
1233,600036.SH,20140828,81104,8501.51,80890,8481.22,136948,14360.08,165848,17392.89,154877,16242.83,169975,17821.57,158517,16618.53,114731,12027.28,-108762,-11388.01
1232,600036.SH,20140829,74455,7822.07,61335,6445.55,95098,9988.81,102486,10769.28,110158,11573.55,85261,8959.01,31804,3341.02,62434,6551.61,16036,1704.28
1231,600036.SH,20140901,93942,9911.51,51146,5398.31,136197,14366.62,154792,16333.94,145392,15344.15,169583,17893.81,71116,7511.75,71125,7507.98,-54495,-5726.46
1230,600036.SH,20140902,158732,16774.37,135953,14401.94,260574,27531.95,286206,30247.34,245219,25921.63,262319,27748.83,186059,19725.98,166105,17555.81,-27592,-2796.69
1229,600036.SH,20140903,126251,13605.82,132380,14270.17,282982,30490.21,249878,26932.22,248724,26803.44,238831,25732.93,163830,17639.22,200698,21603.36,136924,14772.79
1228,600036.SH,20140904,96997,10464.21,108231,11678.36,201048,21694.48,157550,17005.87,179976,19427.77,154977,16726.35,103798,11190.98,161061,17366.86,43034,4683.71
1227,600036.SH,20140905,91471,9970.46,139477,15206.48,209066,22795.22,215920,23545.05,291297,31765.5,235194,25644.46,119263,13002.15,120507,13137.34,98056,10719.2
1226,600036.SH,20140909,90759,9837.28,67617,7335.74,150300,16294.21,212333,23019.4,188999,20495.17,140397,15230.54,96698,10498.48,106409,11539.46,-98067,-10597.12
1225,600036.SH,20140910,95991,10284.32,63652,6821.91,147942,15853.93,149641,16043.73,139036,14901.03,124496,13343.37,87483,9382.78,132663,14213.05,-41720,-4449.81
1224,600036.SH,20140911,152880,16336.57,128358,13725.01,246169,26321.02,230482,24653.51,225833,24168.07,212803,22756.91,146047,15638.06,199285,21328.29,17387,1905.06
1223,600036.SH,20140912,64160,6814.34,51927,5524.49,123485,13132.1,104644,11127.41,111160,11812.63,120368,12793.47,74084,7880.74,95949,10194.44,-10256,-1063.38
1222,600036.SH,20140915,117420,12446.78,95516,10127.18,195113,20683.88,208204,22074.81,151051,16012.17,179498,19028.62,118560,12575.59,98927,10487.8,-120616,-12766.47
1221,600036.SH,20140916,106663,11331.11,103185,10980.51,209697,22279.74,268493,28561.21,235215,25010.45,309646,32945.57,279437,29800.65,149687,15934.66,-79834,-8394.03
1220,600036.SH,20140917,89302,9441.99,74531,7886.18,214304,22676.22,175368,18560.65,241196,25525.8,192642,20380.95,71118,7521.4,173379,18337.64,-1836,-157.74
1219,600036.SH,20140918,142000,14989.72,119535,12622.62,281336,29728.36,248497,26259.52,181873,19229.51,223192,23593.58,167635,17722.92,181619,19194.78,-87128,-9164.39
1218,600036.SH,20140919,77095,8161.69,87913,9310.74,181587,19231.03,188887,20006.29,170850,18094.26,178176,18867.58,166784,17659.63,141340,14962.0,28762,3073.15
1217,600036.SH,20140922,193059,20115.61,127635,13292.71,290735,30295.14,249002,25933.83,199270,20783.23,248316,25898.48,103647,10839.52,161758,16908.48,-117040,-12194.51
1216,600036.SH,20140923,85738,8890.08,60142,6240.31,153295,15900.57,124603,12935.23,175701,18228.43,165188,17143.74,103236,10702.42,168036,17402.2,18196,1917.96
1215,600036.SH,20140924,120613,12634.56,138991,14585.9,285168,29902.98,317464,33315.62,363131,38139.25,289464,30371.99,90619,9482.87,113611,11886.14,127797,13503.7
1214,600036.SH,20140925,128962,13614.22,125497,13257.64,231041,24410.52,235081,24848.85,262751,27789.68,223092,23582.37,113431,11975.31,152514,16100.86,40577,4364.38
1213,600036.SH,20140926,74067,7727.43,48376,5049.79,145690,15204.6,135180,14108.07,126464,13199.84,163880,17102.67,79941,8347.99,78727,8219.33,-55301,-5743.32
1212,600036.SH,20140929,150219,15633.87,89781,9342.77,247342,25755.33,201485,20979.84,230723,24024.21,240388,25033.23,119806,12479.43,216435,22537.01,-144289,-14985.86
1211,600036.SH,20140930,104675,10872.29,78731,8177.11,161161,16740.35,157131,16321.29,173838,18060.05,210988,21918.14,99702,10358.49,92525,9614.66,-102651,-10644.38
1210,600036.SH,20141008,125725,13081.51,95554,9949.64,232810,24226.19,288546,30031.34,269241,28026.19,262041,27269.8,180991,18845.67,162625,16928.78,-109828,-11381.34
1209,600036.SH,20141009,126053,13183.07,109432,11447.49,252602,26418.0,266179,27844.15,250464,26201.62,268260,28070.83,182947,19146.66,168196,17586.88,-22682,-2340.4
1208,600036.SH,20141010,103580,10794.39,90612,9450.87,181001,18865.78,211693,22075.82,241142,25138.46,276948,28874.04,204730,21365.12,151199,15763.02,-71939,-7452.72
1207,600036.SH,20141013,83455,8661.58,75641,7853.05,139929,14522.66,158393,16442.19,166804,17313.79,272546,28288.63,261191,27118.0,144798,15032.16,-167636,-17366.66
1206,600036.SH,20141014,104628,10863.28,76306,7926.57,151187,15704.12,157088,16325.24,155601,16164.62,167918,17448.41,131304,13636.6,141409,14668.39,-74442,-7708.09
1205,600036.SH,20141015,102866,10660.96,88692,9197.21,145111,15044.19,151181,15680.32,140037,14521.54,148514,15398.08,136501,14165.87,136128,14116.95,29782,3112.15
1204,600036.SH,20141016,141119,14735.24,134954,14098.56,269735,28168.37,286331,29907.5,290053,30285.19,284335,29678.89,159701,16685.04,154988,16188.89,-3472,-316.6
1203,600036.SH,20141017,109867,11394.36,108771,11281.93,233711,24246.25,209355,21719.8,176698,18334.63,179431,18620.84,59342,6157.81,82061,8510.48,-12136,-1236.21
1202,600036.SH,20141020,73594,7638.47,56924,5909.54,132907,13794.62,129518,13444.66,153965,15981.74,149259,15491.82,90771,9423.98,115537,11992.78,-16007,-1640.46
1201,600036.SH,20141021,81007,8414.16,69390,7205.75,126893,13179.26,147779,15347.4,192794,20022.92,127972,13292.32,117073,12162.43,172626,17933.3,-23721,-2446.13
1200,600036.SH,20141022,65349,6786.95,61607,6403.46,161815,16811.4,121165,12593.15,357135,37106.8,206175,21421.97,106578,11076.03,301931,31362.62,14558,1564.98
1199,600036.SH,20141023,74584,7758.6,118496,12326.52,162794,16937.45,196221,20415.05,346078,36006.56,252961,26317.52,151302,15742.18,167081,17385.7,77636,8116.1
