,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
1416,600036.SH,20131202,8.6529,8.9308,8.6371,8.8435,8.6609,0.1826,2.1083,1307317.73,1448882.902,155302,17205.41,201935,22394.9,305281,33802.42,360420,39937.5,455464,50451.47,450478,49919.68,391271,43428.7,294485,32635.92,181519,20183.57
1415,600036.SH,20131203,8.8117,8.8514,8.7403,8.8117,8.8435,-0.0318,-0.3596,588632.95,652339.426,80927,8965.81,82709,9164.87,148623,16463.32,162500,18004.43,242524,26879.08,237990,26378.78,116559,12925.55,105434,11685.69,16197,1832.02
1414,600036.SH,20131204,8.7879,8.9308,8.7561,8.8355,8.8117,0.0238,0.2701,832132.32,928299.364,117812,13142.21,129171,14416.05,221325,24686.73,225983,25217.94,351925,39240.04,361607,40327.99,141071,15760.61,115372,12867.61,20215,2301.35
1413,600036.SH,20131205,8.8355,8.8514,8.7244,8.7641,8.8355,-0.0714,-0.8081,626447.71,691618.299,114525,12639.51,74739,8254.14,199224,21989.12,223913,24715.56,199270,21995.73,155713,17193.08,113418,12536.18,172072,18997.76,-69664,-7675.31
1412,600036.SH,20131206,8.7323,8.7403,8.6291,8.7165,8.7641,-0.0476,-0.5431,613695.49,670861.166,97561,10658.5,75422,8241.46,172410,18844.66,142413,15566.74,220510,24104.64,188642,20628.56,123214,13478.12,207217,22649.16,-48224,-5240.43
1411,600036.SH,20131209,8.7165,8.7403,8.6371,8.6529,8.7165,-0.0636,-0.7297,509282.52,556052.389,79688,8696.09,74637,8147.02,145532,15888.41,128632,14046.94,161848,17679.36,163387,17842.03,122215,13341.16,142627,15569.02,-36511,-3963.38
1410,600036.SH,20131210,8.8117,8.8752,8.7244,8.8038,8.6529,0.1509,1.7439,1016025.74,1124642.455,144014,15938.43,149243,16516.19,271751,30071.88,275795,30515.61,331173,36649.98,340901,37745.16,269077,29802.54,250077,27685.86,50131,5605.36
1409,600036.SH,20131211,8.8197,8.8752,8.7323,8.7482,8.8038,-0.0556,-0.6315,1105487.83,1225071.502,134060,14853.01,138507,15352.47,205123,22725.37,223352,24757.35,280837,31112.27,351035,38913.22,485468,53816.25,392593,43483.86,-51143,-5606.55
1408,600036.SH,20131212,8.7323,8.8593,8.6688,8.6688,8.7482,-0.0794,-0.9076,799245.52,883957.363,114557,12646.92,95632,10578.67,183251,20249.58,167513,18535.67,224118,24776.22,250680,27733.68,277320,30722.84,285420,31547.55,-73543,-8079.04
1407,600036.SH,20131213,8.5418,8.6053,8.4545,8.4942,8.6688,-0.1746,-2.0141,974082.82,1045591.558,215817,23162.34,135092,14507.24,276305,29664.39,201708,21668.08,312776,33579.52,290524,31208.39,169185,18152.7,346759,37175.25,-111047,-11884.68
1406,600036.SH,20131216,8.5021,8.5894,8.4227,8.4307,8.4942,-0.0635,-0.7476,870157.42,932522.227,147288,15772.72,87886,9421.79,261079,27982.16,174617,18723.98,235045,25198.42,256191,27466.17,226746,24298.72,351464,37640.08,-134277,-14328.93
1405,600036.SH,20131217,8.4545,8.5259,8.4227,8.4386,8.4307,0.0079,0.0937,578849.14,617628.972,74730,7969.68,87146,9300.33,218596,23333.82,143680,15331.89,167464,17865.66,185097,19754.24,118059,12593.44,162926,17376.14,-50390,-5337.92
1404,600036.SH,20131218,8.4386,8.6212,8.4307,8.5656,8.4386,0.127,1.505,747025.59,803345.568,86073,9256.11,103033,11096.96,260565,28017.84,172100,18519.16,224979,24198.15,272492,29292.85,175356,18856.72,199350,21419.85,105582,11374.37
1403,600036.SH,20131219,8.6053,8.6371,8.4783,8.4942,8.5656,-0.0714,-0.8336,657038.14,707572.715,79878,8598.63,77603,8357.65,250355,26960.74,191685,20645.7,199052,21433.99,236756,25501.93,127753,13763.68,150993,16251.76,-21782,-2325.43
1402,600036.SH,20131220,8.518,8.5339,8.1766,8.2005,8.4942,-0.2937,-3.4577,1033165.28,1084806.732,198573,20808.46,120910,12683.17,373448,39244.62,293934,30887.37,305427,32048.4,348539,36544.61,155716,16378.86,269783,28365.18,-215545,-22520.07
1401,600036.SH,20131223,8.264,8.2957,8.1369,8.1528,8.2005,-0.0477,-0.5817,781425.41,808123.252,136049,14062.14,74060,7657.93,252933,26161.52,176922,18308.91,234001,24201.44,219311,22684.35,158367,16379.27,311056,32153.17,-8315,-815.52
1400,600036.SH,20131224,8.2163,8.2243,8.0179,8.0734,8.1528,-0.0794,-0.9739,919319.59,942523.75,141282,14469.53,88152,9034.75,210295,21559.48,167513,17172.85,238524,24437.44,231333,23714.1,329218,33785.71,432322,44330.47,-163860,-16770.28
1399,600036.SH,20131225,8.1052,8.1846,8.0099,8.1846,8.0734,0.1112,1.3774,942767.14,958772.185,112052,11383.88,86030,8749.94,164044,16671.58,123967,12615.43,237019,24088.52,217215,22096.3,429652,43733.05,515556,52415.37,59639,6171.95
1398,600036.SH,20131226,8.1687,8.1766,8.0576,8.0576,8.1846,-0.127,-1.5517,514174.97,524651.652,84903,8659.7,89974,9182.05,132790,13548.29,169096,17256.43,163405,16670.62,138319,14116.33,133077,13586.24,116786,11910.05,-79961,-8133.36
1397,600036.SH,20131227,8.1052,8.264,8.0655,8.1846,8.0576,0.127,1.5762,705654.93,727168.139,123947,12764.89,107187,11049.3,186875,19251.32,168844,17406.76,289037,29786.97,254516,26213.58,105797,10913.39,175108,18046.93,145749,15043.35
1396,600036.SH,20131230,8.2322,8.4465,8.1687,8.4148,8.1846,0.2302,2.8126,1041799.54,1085120.192,110229,11431.54,137594,14327.07,161598,16771.86,217394,22624.53,275732,28647.96,352616,36726.38,491874,51414.78,331829,34588.16,268370,28156.72
1395,600036.SH,20131231,8.3116,8.8276,8.3037,8.645,8.4148,0.2302,2.7357,2965469.57,3237763.034,165397,18035.11,395706,43228.32,306887,33413.16,624202,68092.61,506351,55215.33,924222,100730.56,1986713,217099.2,1021218,111711.29,1133852,123820.55
1394,600036.SH,20140102,8.6053,8.6212,8.4704,8.518,8.645,-0.127,-1.4691,532564.9,571763.446,106087,11391.02,78534,8435.58,151798,16299.6,154701,16614.32,179610,19282.86,191015,20511.22,95068,10202.39,108312,11614.75,-88455,-9471.39
1393,600036.SH,20140103,8.4545,8.4783,8.256,8.3433,8.518,-0.1747,-2.051,585298.09,615117.102,131820,13856.79,90851,9552.68,231260,24303.8,167703,17644.24,167860,17641.91,155724,16374.49,54358,5709,171019,17940.09,-96853,-10172.42
1392,600036.SH,20140106,8.3354,8.3513,8.1925,8.3037,8.3433,-0.0396,-0.4746,653970.3,680128.042,108548,11284.99,86961,9047.86,230495,23962.59,205309,21353.07,220897,22967.14,260835,27134.81,94030,9797.87,100865,10476.86,-37030,-3814.94
1391,600036.SH,20140107,8.2005,8.3672,8.1608,8.3513,8.3037,0.0476,0.5732,542563.86,566113.066,67989,7077.96,81790,8561.56,135584,14147.16,123953,12964.51,177633,18542.47,165807,17329.75,161358,16843.52,171014,17755.29,-13931,-1368.03
1390,600036.SH,20140108,8.3513,8.4862,8.3037,8.4386,8.3513,0.0873,1.0453,492937.48,522881.092,59939,6353.33,83811,8896.46,123736,13124.14,159476,16918.09,178940,18963.69,150637,15961.94,130323,13846.81,99014,10511.48,82366,8792.61
1389,600036.SH,20140109,8.4227,8.5418,8.4227,8.4942,8.4386,0.0556,0.6589,482233.79,515210.314,47138,5035.13,79907,8539.81,122781,13113.98,164900,17622.65,188510,20126.91,154368,16489.1,123805,13244.88,83059,8869.32,19390,2108.82
1388,600036.SH,20140110,8.4862,8.5894,8.4227,8.5736,8.4942,0.0794,0.9348,629140.98,676364.232,70285,7550.93,121580,13067.95,165867,17803.92,201677,21668.8,176756,18995.7,209869,22556.94,216054,23266.41,95836,10323.27,143785,15512.8
1387,600036.SH,20140113,8.5894,8.7165,8.518,8.6371,8.5736,0.0635,0.7406,779716,848646.197,70938,7720.29,141065,15360.66,201679,21949.18,268567,29227.93,435573,47395.96,277436,30187.78,71526,7798.95,92648,10088.01,216195,23532.22
1386,600036.SH,20140114,8.6133,8.6688,8.4545,8.5339,8.6371,-0.1032,-1.1948,448678.87,482287.733,65468,7036.1,57685,6206.28,115600,12437.69,117995,12697.22,133856,14400.75,129519,13920.15,133755,14354.07,143479,15404.96,-58047,-6188.3
1385,600036.SH,20140115,8.5101,8.5339,8.3592,8.4069,8.5339,-0.127,-1.4882,355733.95,377633.071,76402,8110.82,69868,7413.47,100132,10634.14,99780,10602.91,120096,12744.2,114884,12201.31,59104,6273.87,71202,7545.35,-60838,-6465.75
1384,600036.SH,20140116,8.4069,8.4386,8.3513,8.3751,8.4069,-0.0318,-0.3783,275924.38,291872.536,68651,7261.9,37009,3915.64,92128,9743.56,103432,10941.98,91152,9642.67,111538,11798.3,23993,2538.98,23945,2531.2,-34047,-3586.75
1383,600036.SH,20140117,8.3592,8.3989,8.264,8.391,8.3751,0.0159,0.1898,518745.34,543888.514,65872,6902.2,50310,5278.91,125113,13119.19,135238,14184.49,160636,16838.21,183035,19188.8,167113,17527.93,150152,15735.33,-94328,-9853.07
1382,600036.SH,20140120,8.3433,8.4148,8.2719,8.3116,8.391,-0.0794,-0.9463,275378.62,289251.387,43857,4603.62,34541,3631.24,108599,11406.26,124916,13118.79,92582,9726.56,65248,6859.23,30341,3188.59,50673,5315.77,-43178,-4500.69
1381,600036.SH,20140121,8.3672,8.4783,8.3195,8.3592,8.3116,0.0476,0.5727,251592.17,266298.797,50051,5289.42,48050,5083.37,84113,8903.39,75647,8009.39,72319,7653.38,80776,8548.72,45108,4783.6,47119,4988.31,11872,1267.59
1380,600036.SH,20140122,8.383,8.5577,8.3195,8.4942,8.3592,0.135,1.615,501236.56,533545.788,73329,7801.79,79283,8449.15,144185,15342.18,171349,18248.26,152509,16210.1,178394,18976.26,131214,14000.26,72211,7680.67,16510,1776.97
1379,600036.SH,20140123,8.4704,8.5021,8.3275,8.3513,8.4942,-0.1429,-1.6823,386341.12,408076.169,87635,9252.98,70463,7442.71,136599,14432.33,99164,10483.15,116054,12255.88,117496,12416.69,46053,4865.83,99218,10464.47,-36233,-3814.45
1378,600036.SH,20140124,8.3195,8.383,8.2481,8.2798,8.3513,-0.0715,-0.8562,522641.95,546511.659,111838,11686.62,74000,7741.51,182443,19075.66,144159,15086.49,153786,16086.08,141183,14770.55,74576,7802.67,163299,17052.48,-81412,-8477
1377,600036.SH,20140127,8.256,8.2798,8.1608,8.2005,8.2798,-0.0793,-0.9578,470787.02,486900.304,89150,9213.43,83437,8630.27,123763,12795.46,107213,11095.6,143035,14798.83,135867,14053.56,114839,11882.03,144271,14910.32,-95835,-9902.49
1376,600036.SH,20140128,8.2163,8.3116,8.2084,8.2878,8.2005,0.0873,1.0646,397578.24,414104.442,59079,6149.38,67665,7046.36,125434,13058.65,127184,13250.31,143076,14910.43,106961,11140.23,69990,7291.75,95769,9973.3,35996,3771.97
1375,600036.SH,20140129,8.3195,8.383,8.2878,8.3433,8.2878,0.0555,0.6697,285381.61,299746.182,52997,5564.88,57051,5992.94,83507,8769.07,80019,8405.19,111378,11696.12,105852,11115.63,37500,3944.43,42460,4460.75,-198,-5.62
1374,600036.SH,20140130,8.3275,8.3275,8.1925,8.2243,8.3433,-0.119,-1.4263,265392.7,275494.769,51869,5382.27,36119,3751.74,82157,8526.47,65112,6762.04,84739,8800.41,84773,8803.8,46628,4840.24,79389,8231.82,-121803,-12625.18
1373,600036.SH,20140207,8.1766,8.2322,8.129,8.2005,8.2243,-0.0238,-0.2894,320835.38,329823.157,72709,7472.8,70682,7267.66,104562,10749.83,88104,9060.57,93465,9608.01,100357,10314.21,50100,5151.41,61692,6339.63,-30627,-3134.34
1372,600036.SH,20140210,8.2322,8.2878,8.2163,8.2798,8.2005,0.0793,0.967,542959.43,564957.015,90753,9441.51,69799,7262.97,162722,16932.52,160406,16690.78,176363,18349.36,216567,22533.45,113122,11772.14,96187,10008.33,-51294,-5323.65
1371,600036.SH,20140211,8.256,8.5259,8.2005,8.391,8.2798,0.1112,1.343,1084733.85,1144880.502,170790,17985.32,160406,16937.15,290832,30678.43,342400,36153.71,400051,42222.89,400795,42281.55,223061,23601.04,181134,19115.26,-54766,-5636.31
1370,600036.SH,20140212,8.391,8.4545,8.3195,8.3433,8.391,-0.0477,-0.5685,538027.91,566714.782,89601,9434.65,67282,7090.5,174891,18421.16,173122,18236.82,181094,19077.4,182941,19282.75,92443,9738.11,114682,12061.25,-81048,-8474.54
1369,600036.SH,20140213,8.3116,8.5339,8.2798,8.3592,8.3433,0.0159,0.1906,971381.32,1027621.726,154331,16303.88,155429,16449.79,277873,29373.39,316292,33458.31,339674,35917.02,309164,32692.98,199504,21167.65,190495,20160.86,30758,3393.42
1368,600036.SH,20140214,8.3592,8.3989,8.2957,8.3513,8.3592,-0.0079,-0.0945,422660.01,443898.443,76370,8018.1,64627,6787.31,128676,13513.45,119100,12511.79,141035,14811.1,156926,16483.58,76579,8047.03,82008,8607.02,-55150,-5770.27
1367,600036.SH,20140217,8.4148,8.4465,8.3116,8.3433,8.3513,-0.008,-0.0958,619647.7,652124.682,92630,9743.72,84075,8847.25,157356,16557.91,143980,15153.75,202814,21339.07,181060,19050.61,166783,17564.76,210468,22153.85,-49830,-5223.81
1366,600036.SH,20140218,8.3433,8.3433,8.1766,8.1925,8.3433,-0.1508,-1.8074,719371.58,746349.571,162278,16825.61,89986,9345.2,219576,22771.73,152885,15869.59,224353,23276.93,229924,23849.78,113138,11757.8,246551,25567.51,-161314,-16692.76
1365,600036.SH,20140219,8.1925,8.4069,8.1608,8.3433,8.1925,0.1508,1.8407,1095953.04,1143138.292,145483,15151.59,132381,13838.73,284307,29652.16,355108,37019.2,399675,41769.1,315018,32894.16,266483,27740.16,293441,30560.91,-7962,-566.54
1364,600036.SH,20140220,8.3433,8.4227,8.2084,8.2163,8.3433,-0.127,-1.5222,666546.32,697343.021,128397,13412.76,117771,12317.14,214053,22382.84,218176,22828.92,220939,23138.25,223681,23415.9,103106,10794.8,106866,11166.7,-71771,-7425.88
1363,600036.SH,20140221,8.2163,8.2957,8.1449,8.1925,8.2163,-0.0238,-0.2897,514326.37,531421.703,92675,9569.2,56643,5856.77,178064,18402.27,130827,13525.07,177977,18399.55,132248,13682.1,65610,6771.02,194608,20078.09,-64536,-6623.56
1362,600036.SH,20140224,8.1528,8.1528,7.9782,8.002,8.1925,-0.1905,-2.3253,844298.35,854470.067,216573,21914.13,135609,13727.46,291528,29503.84,240351,24335.14,232566,23536.68,221857,22465.51,103632,10492.08,246482,24918.63,-154280,-15594.14
1361,600036.SH,20140225,8.0179,8.0496,7.8432,7.8908,8.002,-0.1112,-1.3897,843107.29,845056.331,208843,20921.59,136385,13671.46,311472,31201.13,298639,29933.3,238471,23917.76,268297,26915.87,84322,8464.81,139787,13984.66,-116048,-11598.7
1360,600036.SH,20140226,7.8591,8.002,7.8512,7.9544,7.8908,0.0636,0.806,423550.51,422574.594,92142,9189.48,67422,6727.09,158023,15764.16,178578,17814.11,144090,14376.84,132656,13234.9,29295,2926.77,44894,4481.15,-5409,-513.63
1359,600036.SH,20140227,7.9702,7.9861,7.8432,7.9544,7.9544,0,0,641572.74,640432.18,121151,12078.48,83566,8345.15,221744,22126.1,186383,18612.28,212776,21245.24,237898,23754.46,85902,8593.23,133726,13331.15,1841,222.51
1358,600036.SH,20140228,7.9385,7.9861,7.8035,7.8829,7.9544,-0.0715,-0.8989,627759.82,623305.293,142153,14097.41,87388,8673.95,236846,23514.01,219572,21801.95,186853,18571.64,192907,19165.13,61907,6147.18,127892,12689.22,-106083,-10507.47
1357,600036.SH,20140303,7.8273,7.8512,7.7559,7.7956,7.8829,-0.0873,-1.1075,783099.42,768373.33,213442,20937.02,131307,12879.95,288374,28291.71,238397,23387.86,199408,19570.38,256953,25222.9,81871,8037.53,156438,15345.93,-129237,-12666.91
1356,600036.SH,20140304,7.7797,7.7797,7.6686,7.74,7.7956,-0.0556,-0.7132,748678.61,727027.914,176728,17158.84,109960,10682.77,273709,26575.94,220637,21433.19,248039,24090.11,245251,23817.01,50203,4877.7,172831,16769.63,-111192,-10761.4
1355,600036.SH,20140305,7.7559,7.7559,7.6368,7.6448,7.74,-0.0952,-1.23,579111.38,560459.182,132091,12777.83,73408,7106.07,203385,19680.42,124191,12027.5,142533,13797.7,277539,26863.86,101103,9789.73,103973,10048.26,-82988,-8029.38
1354,600036.SH,20140306,7.6368,7.7638,7.6209,7.7241,7.6448,0.0793,1.0373,549303.68,532547.454,98929,9579.39,85668,8312.02,178790,17319.99,184863,17936.59,185274,17959.87,209124,20254.66,86312,8395.35,69649,6751.35,31842,3128.57
1353,600036.SH,20140307,7.7241,7.8115,7.6606,7.6844,7.7241,-0.0397,-0.514,548203.26,533628.721,109643,10664.25,82733,8056.77,189491,18436.85,179997,17523.74,153322,14918.62,165240,16078.87,95748,9343.02,120233,11703.36,-66460,-6444.84
1352,600036.SH,20140310,7.6289,7.6448,7.5019,7.5177,7.6844,-0.1667,-2.1693,709131.13,675011.729,146686,13962.51,97848,9307.1,226067,21523.92,200170,19051.16,193590,18437,194831,18549.71,142788,13577.55,216281,20593.01,-166783,-15880.85
1351,600036.SH,20140311,7.5177,7.5654,7.4701,7.5336,7.5177,0.0159,0.2115,413460.48,391277.496,86929,8224.84,57467,5438.67,143716,13600.37,153509,14528.32,137847,13044.53,122611,11606.06,44969,4257.86,79874,7554.54,-45928,-4320.21
1350,600036.SH,20140312,7.5098,7.6765,7.478,7.6289,7.5336,0.0953,1.265,586955.29,560385.911,104537,9975.77,102064,9754.06,196421,18746.78,220540,21059.65,193884,18498.78,212420,20277.53,91914,8797.9,51731,4928,12566,1237.17
1349,600036.SH,20140313,7.6527,7.8273,7.6051,7.6765,7.6289,0.0476,0.6239,700617.95,680872.316,119015,11551.63,117058,11374.6,233709,22699.82,252776,24570.77,228101,22163.84,265878,25837.14,119792,11671.62,64904,6304.4,-24448,-2312.77
1348,600036.SH,20140314,7.6527,7.6527,7.5416,7.5892,7.6765,-0.0873,-1.1372,577446.24,551561.36,98359,9395.64,66413,6348.18,149842,14317.79,119663,11443.79,179362,17136.55,203701,19458.5,149883,14305.94,187669,17905.45,-184902,-17622.71
1347,600036.SH,20140317,7.6448,7.6686,7.5574,7.613,7.5892,0.0238,0.3136,352786.57,338292.944,64004,6133.96,68756,6593.87,99798,9565.75,96291,9235.8,109608,10505.38,122596,11749.96,79363,7622.71,65131,6248.17,-36579,-3493.77
1346,600036.SH,20140318,7.6051,7.6844,7.5892,7.613,7.613,0,0,448027.41,430280.107,66040,6341.99,58997,5670.99,107630,10337.2,101898,9794.02,120809,11603.81,144411,13870.69,153549,14744.9,142721,13692.21,-14784,-1401.86
1345,600036.SH,20140319,7.5892,7.5892,7.5336,7.5812,7.613,-0.0318,-0.4177,305359.82,290635.376,51880,4936.74,55703,5299.78,91554,8713.76,91794,8736.77,83441,7942.49,91633,8722.66,78485,7470.38,66230,6304.17,-58202,-5526.29
1344,600036.SH,20140320,7.5812,7.6448,7.5019,7.5098,7.5812,-0.0714,-0.9418,363313.08,346938.421,78994,7535.5,79397,7578.17,127698,12195.63,121910,11642.23,107471,10259.71,108727,10375.93,49130,4700.88,53259,5095.39,-19136,-1803.91
1343,600036.SH,20140321,7.5098,7.8591,7.4939,7.8115,7.5098,0.3017,4.0174,1143719.52,1111471.738,158629,15445.66,245773,23949.89,303069,29470.82,381822,37157.66,334261,32477.44,312855,30405.32,347744,33751.34,203252,19632.38,194853,18964.37
1342,600036.SH,20140324,7.8194,7.8432,7.7321,7.8115,7.8115,0,0,798450.91,784583.251,106080,10418.83,95570,9394.96,224890,22094.3,219593,21588.41,280245,27527.37,283965,27909.11,187235,18417.6,199322,19565.63,-31544,-3061.94
1341,600036.SH,20140325,7.8115,7.8591,7.748,7.7718,7.8115,-0.0397,-0.5082,419015.49,410810.478,65308,6401.39,57398,5632.12,127185,12467.45,143176,14044.73,149621,14665.51,151643,14863.78,76902,7546.59,66798,6540.3,-25795,-2507.28
1340,600036.SH,20140326,7.7956,7.8194,7.7559,7.7797,7.7718,0.0079,0.1016,336327.21,329655.919,52076,5103.14,49011,4803.41,102258,10021.94,103536,10146.57,141742,13896.54,129424,12687.39,40252,3943.89,54356,5328.14,-25231,-2460.66
1339,600036.SH,20140327,7.7797,7.8829,7.6765,7.7718,7.7797,-0.0079,-0.1015,728401.67,714877.697,100568,9847.01,103509,10162.63,227030,22245.04,209747,20599.93,269324,26443.35,285962,28075.18,131480,12952.14,129184,12649.79,42069,4239.9
1338,600036.SH,20140328,7.7718,7.875,7.7559,7.8273,7.7718,0.0555,0.7141,675623.92,665062.164,85852,8448.75,81682,8043.62,185995,18309.05,174059,17143.25,265392,26120.95,221810,21832.06,138386,13627.33,198073,19487.16,83236,8235.26
1337,600036.SH,20140331,7.8194,7.8591,7.7162,7.7956,7.8273,-0.0317,-0.405,539220.86,529273.316,78015,7655.76,72829,7154.95,208496,20473.99,163490,16052.97,190926,18735.25,167531,16450.12,61785,6062.16,135371,13269.12,56887,5633.18
1336,600036.SH,20140401,7.7876,7.8829,7.7638,7.8432,7.7956,0.0476,0.6106,405535.3,400451.164,53429,5272.95,63812,6300.87,116062,11452.15,144975,14314.31,189049,18675.73,140998,13922.11,46995,4644.14,55749,5507.68,58586,5793.44
1335,600036.SH,20140402,7.8432,7.9464,7.8273,7.9147,7.8432,0.0715,0.9116,469731.44,466611.152,78697,7807.15,81194,8071.35,135044,13405.06,168009,16690.89,142417,14140.19,158562,15751.34,113565,11307.8,61958,6146.61,91950,9158.84
1334,600036.SH,20140403,7.9385,7.9782,7.8194,7.8432,7.9147,-0.0715,-0.9034,376115.36,374082.28,83937,8352.23,69079,6874.7,140006,13924.36,145891,14508.8,118542,11788.68,117401,11677.89,33630,3342.87,43744,4346.74,24703,2480.8
1333,600036.SH,20140404,7.8115,7.9067,7.7797,7.8988,7.8432,0.0556,0.7089,289837.15,286708.979,53791,5316.92,50031,4951.89,99099,9792.26,104132,10299.3,99314,9827.24,99490,9845.21,37626,3733.68,36177,3573.7,60891,6049.12
1332,600036.SH,20140408,7.8988,8.2481,7.8988,8.129,7.8988,0.2302,2.9144,1256475.4,1279344.668,187152,19051.73,240514,24504.88,348067,35419.63,379463,38665.34,452072,46019,414053,42146.63,269185,27443.78,222446,22617.31,167930,17112.56
1331,600036.SH,20140409,8.1211,8.1687,8.0655,8.0814,8.129,-0.0476,-0.5856,495461.99,505351.296,80016,8159.41,73719,7518.34,160749,16396.72,129995,13262.53,163670,16702.07,143730,14660.79,91027,9276.77,148018,15093.31,11645,1206.39
1330,600036.SH,20140410,8.0972,8.3989,8.0417,8.264,8.0814,0.1826,2.2595,1257410.22,1303872.082,154976,16037.46,205586,21338.51,316987,32790.19,408782,42346.75,403999,41871.94,426391,44216.5,381441,39686.62,216644,22484.44,208899,21875.99
1329,600036.SH,20140411,8.256,8.2957,8.1766,8.2481,8.264,-0.0159,-0.1924,837004.5,867866.651,122263,12668.53,107772,11176.67,251084,26029.8,230046,23864.47,325908,33792.05,325800,33786.58,137750,14296.04,173386,17958.71,-57959,-5939.84
1328,600036.SH,20140414,8.2481,8.3195,8.1131,8.1846,8.2481,-0.0635,-0.7699,445360.83,459224.784,85408,8795.21,60122,6201.65,148042,15254.89,127450,13142.67,147501,15215.99,183166,18890.92,64410,6656.2,74622,7687.04,-89688,-9200.66
