,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
1409,002405.SZ,20130528,142140,18759.02,110933,14645.29,122005,16104.62,109105,14411.57,74495,9814.46,99824,13158.11,12750,1689.24,31529,4152.37,-48195,-6391.9
1408,002405.SZ,20130529,74673,9823.59,67621,8907.95,71898,9460.37,66959,8815.11,43197,5684.5,50801,6674.9,5870,775.44,10257,1345.94,-17287,-2251.01
1407,002405.SZ,20130530,66153,8757.04,59455,7878.51,63404,8394.57,61260,8115.54,42710,5663.28,48674,6443.9,7585,1010.34,10463,1387.28,6084,825.22
1406,002405.SZ,20130531,97324,12886.51,96282,12777.12,95671,12692.75,91456,12137.77,49670,6612.39,59044,7830.48,11338,1508.69,7222,954.97,773,158.13
1405,002405.SZ,20130603,136381,19016.36,143622,20027.63,143805,20065.81,142878,19938.31,87764,12262.8,93022,13010.28,29358,4106.43,17786,2475.19,20307,2862.84
1404,002405.SZ,20130604,107448,14519.57,80032,10825.51,102106,13816.27,90220,12214.66,51155,6934.11,80135,10821.06,5076,684.07,15397,2092.78,-49945,-6732.28
1403,002405.SZ,20130605,58951,7775.24,52186,6895.16,54751,7231.16,47740,6309.16,25626,3394.1,34977,4617.46,1067,144.03,5493,722.75,-11547,-1503.74
1402,002405.SZ,20130606,100449,13815.32,112162,15450.73,102058,14040.88,113739,15671.94,67995,9363.3,57694,7942.44,22365,3117.21,9272,1271.59,31129,4335.26
1401,002405.SZ,20130607,102820,13495.79,77295,10144.99,91585,12023.25,76806,10080.09,43678,5739.64,64660,8497.86,3566,466.65,22888,3002.39,-33797,-4425.58
1400,002405.SZ,20130613,100915,13174.79,110902,14540.59,108992,14284.66,115991,15236.24,81339,10631.16,77800,10122.06,22216,2948.16,8769,1139.88,14302,2033.49
1399,002405.SZ,20130614,164894,23603.01,214541,30850.43,199351,28607.35,254431,36692.93,179529,25824.02,178812,25747.98,134212,19641.74,30203,4384.78,101617,14624.59
1398,002405.SZ,20130617,164987,24575.71,147923,22056.53,205283,30601.57,186034,27753.76,143586,21398.33,167951,25030.37,32961,4935.68,44910,6670.63,-7879,-1076.29
1397,002405.SZ,20130618,110391,16279.78,100334,14810.39,135710,20015.58,122757,18108.91,83192,12280.53,91088,13445.96,11885,1763.24,26998,3973.87,-18195,-2651.89
1396,002405.SZ,20130619,139589,20855.37,131424,19664.2,172106,25747.4,164525,24617.4,102209,15309.01,112721,16877.85,25492,3844.19,30727,4596.51,-7094,-1012.04
1395,002405.SZ,20130620,161893,24526.57,147200,22359.3,170478,25852.98,185791,28222.76,121575,18447.67,131668,19907.37,36012,5455.19,25299,3792.98,-2524,-294.77
1394,002405.SZ,20130621,107861,14984.25,98112,13658.72,115022,15987.13,111877,15573.52,79595,11007.9,92757,12848.62,13525,1922.44,13256,1820.86,-10349,-1323.22
1393,002405.SZ,20130624,119410,16829.11,107724,15209.41,139040,19629.19,136676,19276.19,88747,12540.78,103455,14602.59,18208,2574.28,17549,2485.16,-16128,-2171.07
1392,002405.SZ,20130625,154808,20616.38,129586,17311.66,173354,23188.27,162165,21687.21,127553,17015.43,145718,19478.54,33447,4482.66,51693,6825.33,-32828,-4263.52
1391,002405.SZ,20130626,154269,22398.65,173659,25249.59,193559,28101.26,212577,30922.85,146666,21283.97,142205,20638.95,62470,9147.02,28522,4119.51,47670,7065.54
1390,002405.SZ,20130627,143195,21277.64,123427,18356.1,157585,23444.44,148387,22079.58,95085,14150.64,117985,17570.66,26017,3877.57,32083,4743.95,-39800,-5843.26
1389,002405.SZ,20130628,126298,18006.59,96957,13846.59,153790,21956.33,142299,20332.76,118382,16887.24,128561,18318.49,17827,2555.97,48480,6908.29,-52015,-7356.13
1388,002405.SZ,20130701,138760,18446.38,128772,17158.21,152981,20337.86,155195,20654.8,130601,17389.24,131560,17496.02,27275,3634.7,34090,4499.14,-25904,-3361.02
1387,002405.SZ,20130702,109542,15231.39,104732,14570.15,121029,16840.07,112991,15714.97,68417,9520.19,74590,10375.45,11107,1552.32,17782,2483.39,-7955,-1085.92
1386,002405.SZ,20130703,138595,19857.91,154256,22186.08,171916,24678.52,184452,26525.54,125892,18129.03,133355,19183.06,49929,7285.77,14270,2056.54,54557,8046.11
1385,002405.SZ,20130704,124469,18142.12,97031,14148.52,137880,20108.85,117246,17099.93,96364,14053.97,111210,16224.65,22167,3232.74,55394,8064.59,-38216,-5540.28
1384,002405.SZ,20130705,165859,24534.01,170118,25211.86,198043,29290.55,203682,30170.39,126415,18712.73,133736,19780.8,44459,6630.41,27240,4004.64,42739,6425.02
1383,002405.SZ,20130708,127797,18359.52,104022,14963.99,137527,19760.99,131387,18892.09,81919,11756.81,92568,13288.88,5752,832.58,25016,3564.96,-45633,-6480.16
1382,002405.SZ,20130709,133543,18795.54,137636,19493.63,156544,22049.75,159299,22490.3,120278,17012.08,130699,18395.6,44955,6482.97,27687,3960.81,26830,4050
1381,002405.SZ,20130710,171720,25745.76,160151,24029.1,206267,30951.97,194369,29172.33,124727,18739.09,143849,21594.45,31835,4788.28,36181,5429.21,13910,2128.57
1380,002405.SZ,20130711,207160,32276.97,215269,33609.29,251176,39171.57,264996,41427.13,174616,27285.77,176834,27617.69,66988,10551.71,42842,6631.92,33349,5359.74
1379,002405.SZ,20130712,181666,29630.46,187096,30525.62,219505,35807.63,235763,38462.77,172969,28193.2,159713,25997.69,58375,9486.87,49943,8132.07,14884,2433.33
1378,002405.SZ,20130715,142208,23606.66,143162,23781.18,163342,27097.92,163944,27207.49,107190,17758.44,104207,17271.5,24020,3988.55,25446,4191.4,2639,506.08
1377,002405.SZ,20130716,137781,23333.15,138575,23505.55,160544,27223.9,167262,28392.13,115181,19563.91,122676,20810.64,30604,5225.81,15597,2638.46,19536,3423.14
1376,002405.SZ,20130717,154400,25586.39,122959,20392.26,171404,28407.04,148477,24613.38,101165,16761.69,126408,20895.17,21376,3511.85,50501,8366.16,-35166,-5831.34
1375,002405.SZ,20130718,137510,23106.97,153782,25890.35,167918,28247.65,178968,30122.26,129300,21812.67,123557,20826.98,40463,6858.77,18884,3186.47,29145,5002.84
1374,002405.SZ,20130719,181731,32073.39,167560,29614.09,217250,38381.23,205310,36318.43,153540,27166.63,157095,27747.19,27790,4911.15,50347,8852.69,-25134,-4312.72
1373,002405.SZ,20130722,126160,22395.29,127262,22629.35,159380,28296.33,167301,29727.45,123429,21956.37,117381,20849.5,26226,4688.97,23250,4130.67,20366,3693.46
1372,002405.SZ,20130723,114583,20628.73,117023,21098.18,142372,25657.38,148016,26688.59,106835,19265.1,103574,18659.79,31165,5627.87,26341,4732.52,-5344,-902.54
1371,002405.SZ,20130724,111391,20909.31,122015,22922.65,134579,25273.49,161795,30404.73,113134,21229.49,92988,17436.05,38275,7213.03,20581,3861.89,26109,4995.81
1370,002405.SZ,20130725,142940,26224.65,111809,20524.79,160703,29490.35,137470,25227.38,95182,17413.85,117340,21463.87,13747,2489.58,45953,8402.4,-64387,-11801.28
1369,002405.SZ,20130726,95149,16963.23,86303,15431.26,117986,21034.8,118141,21092.6,80417,14343.86,84205,14987.55,16028,2856.64,20931,3687.12,-7170,-1215.49
1368,002405.SZ,20130729,74060,13063.45,63044,11156.35,84863,14992.38,82054,14523.82,48870,8681.17,59298,10470.23,4310,759.28,7708,1345.88,-18237,-3176.26
1367,002405.SZ,20130730,117744,19387.12,93474,15415.68,138066,22739.06,126831,20920.65,108523,17877.19,120513,19880.8,37073,6119.42,60588,9905.67,-39083,-6361.14
1366,002405.SZ,20130731,72272,11844.98,76725,12590.66,76814,12588.51,73128,11989.94,51101,8374.03,48679,7966,10617,1747.39,12271,2008.31,-11239,-1795.6
1365,002405.SZ,20130801,73266,12375.51,82686,13975.62,86804,14653.89,88440,14948.04,62780,10613.78,60971,10290.99,17036,2880.21,7789,1308.74,21050,3579.15
1364,002405.SZ,20130802,87300,15105.98,75862,13146.47,101963,17676.28,100958,17523.31,61524,10673.83,70895,12277.44,14980,2606.11,18052,3114.99,-22451,-3868.83
1363,002405.SZ,20130805,67485,11772.47,81286,14198.03,87509,15270.2,102464,17883.15,89520,15635.92,79598,13886.72,37560,6584.59,18727,3295.28,38254,6718.21
1362,002405.SZ,20130806,118917,21498.68,107515,19459.3,146893,26573.31,137198,24837.58,99104,17945.18,113799,20574.04,28030,5074.19,34434,6220.44,-15050,-2664.75
1361,002405.SZ,20130807,139382,24333.12,98952,17283.07,150637,26325.86,124381,21737.03,83191,14558.89,121967,21323.93,9156,1599.99,37066,6473.83,-65590,-11432.22
1360,002405.SZ,20130808,80636,13526.37,67188,11277.29,86882,14578.89,79887,13407.51,45627,7663.92,58102,9749.26,4813,811.21,12781,2146.33,-3187,-518.19
1359,002405.SZ,20130809,124078,20312.25,91278,14955.87,125528,20546.95,101366,16605.54,59803,9764.03,90916,14845.85,7935,1295.04,33784,5511,-48246,-7887.53
1358,002405.SZ,20130812,116098,18578.41,89188,14288.98,112103,17946.63,99489,15923.47,52506,8412.15,76462,12249.63,10336,1651.78,25904,4126.89,-39821,-6343.59
1357,002405.SZ,20130813,89947,14948.74,98860,16436.9,95403,15860.77,100474,16708.56,55658,9262.28,52308,8710.52,14879,2495.2,4246,711.01,17934,3000.45
1356,002405.SZ,20130814,98996,16673.03,102958,17364.26,104823,17661.92,108310,18262.37,66322,11189.69,67817,11419.39,12451,2111.48,3507,590.1,16264,2794.96
1355,002405.SZ,20130815,60631,10185.42,50580,8501.18,62146,10442.43,59151,9941.3,40897,6866.25,51218,8596.41,4011,671.96,6736,1127.17,-24319,-4072.07
1354,002405.SZ,20130816,88687,14729.2,85837,14308.98,93269,15509.12,95357,15888.26,56753,9478.02,61121,10147.3,12873,2180.6,9265,1552.39,-5575,-834.88
1353,002405.SZ,20130819,54933,9001.74,56050,9219.52,64927,10644.12,65710,10784.82,47221,7739.62,47267,7710.22,6454,1056.96,4508,727.88,8737,1461.54
1352,002405.SZ,20130820,87786,14717,85462,14351.4,95411,16002.46,105456,17706.3,65459,10991.84,60775,10181.49,15721,2650.33,12684,2122.45,5881,1043.84
1351,002405.SZ,20130821,54259,9167.35,52121,8812.18,62119,10492.85,61841,10449.38,46338,7832.91,43628,7364.25,3349,565.68,8475,1432.99,-14444,-2422.61
1350,002405.SZ,20130822,111108,19099.43,116359,20025.02,130516,22431.5,138697,23852.39,91521,15739.13,88980,15281.17,27439,4727.16,16548,2838.64,37515,6472.38
1349,002405.SZ,20130823,113355,19494.21,91083,15682.33,125347,21569.64,117186,20169.38,70858,12190.19,91397,15705.08,15610,2682.6,25504,4379.85,-21914,-3729.03
1348,002405.SZ,20130826,88937,15554.01,92890,16247.83,114736,20057.85,110607,19335.57,76234,13322.17,83090,14518.47,19223,3360.34,12543,2192.49,26326,4615.23
1347,002405.SZ,20130827,79594,13824.12,61279,10647.75,83114,14435.57,74295,12911.88,39410,6847.92,57349,9953.84,3981,692.03,13177,2286.17,-22190,-3843.42
1346,002405.SZ,20130828,142635,24820.16,126045,21977.23,152587,26569.98,147738,25752.73,84415,14718.41,98913,17197.58,15053,2645.99,21995,3827.01,-3634,-531.37
1345,002405.SZ,20130829,250777,40426.47,177354,28587.78,231933,37384.81,189732,30594.91,113268,18255.17,189011,30494.62,16003,2554.72,55884,8943.86,-83355,-13461.88
1344,002405.SZ,20130830,279460,39712.26,207077,29490.51,297066,42223.36,234772,33451.63,191261,27195.21,203110,28938.01,91997,12996.57,214826,30247.25,18642,2457.57
1343,002405.SZ,20130902,164057,22447.84,125771,17212.23,175548,24038.82,156284,21396.34,95992,13135.25,140954,19300.05,24086,3297.73,36675,5011.02,-30132,-4089.8
1342,002405.SZ,20130903,182187,25919.78,177756,25310.2,177183,25198.56,172883,24603.03,112141,15968.02,112162,15928.43,28948,4108.66,37657,5353.36,12195,1713.38
1341,002405.SZ,20130904,154933,22179.05,138360,19825.95,141006,20191.98,137688,19731.89,66538,9544.43,81619,11686.5,10515,1513.01,15325,2184.13,-22212,-3145.48
1340,002405.SZ,20130905,82063,11646.66,83837,11907.36,87448,12413.74,93520,13282.31,55391,7866.02,48105,6828.16,9561,1361.23,9001,1269.81,-5100,-707.34
1339,002405.SZ,20130906,87062,12394.34,81738,11642.02,80652,11478.92,80192,11416.42,53100,7558.9,53118,7556.57,9553,1356.94,15320,2174.09,-16472,-2328.33
1338,002405.SZ,20130909,89203,12723.65,81028,11566.01,102662,14645.52,100339,14319.48,62868,8982.52,72725,10378.23,13744,1967.49,14386,2055.46,-9868,-1386.23
1337,002405.SZ,20130910,97472,13899.94,86064,12282.49,92341,13171.41,87852,12537.56,50147,7156.1,49142,7003.94,2712,390.8,19612,2794.26,-22104,-3125.43
1336,002405.SZ,20130911,181800,24311.27,154297,20642.12,158148,21170.41,145803,19527.99,78558,10501.35,101268,13517.15,16789,2246.31,33927,4542.08,-47245,-6322.06
1335,002405.SZ,20130912,91829,12239.3,79117,10552.37,82315,10974.08,79047,10539.37,46076,6140.39,56177,7479.91,6535,871.65,12414,1653.76,-32545,-4326.34
1334,002405.SZ,20130913,87656,11708.53,93947,12559.71,84879,11354.61,84023,11243.41,44935,6014.51,43377,5791.25,5028,669.92,1151,153.21,8533,1155.5
1333,002405.SZ,20130916,64860,8686.24,54331,7278.35,58545,7839.9,56892,7618.92,29929,4007.19,37184,4977.05,3352,448.99,8279,1108,-16168,-2158.92
1332,002405.SZ,20130917,80243,10634.37,74637,9905.03,66546,8830.88,71548,9500.04,43995,5835.57,52894,7013.06,18553,2469.32,10258,1352.01,8984,1217.65
1331,002405.SZ,20130918,114823,15850.53,133052,18369.57,112323,15503.75,128375,17721.74,72161,9963.58,66647,9209.57,39742,5500.52,10974,1517.51,41231,5707.66
1330,002405.SZ,20130923,98197,13843.8,98174,13852.04,94457,13315.47,99955,14095.2,59677,8421.83,63623,8972.64,12568,1778.63,3149,439.86,11160,1596.56
1329,002405.SZ,20130924,80043,11348.28,76790,10895.02,76225,10809.63,81579,11573.58,38668,5488.99,38488,5450.78,9665,1367.06,7744,1094.59,-20797,-2929.22
1328,002405.SZ,20130925,131243,18911.27,112149,16185.85,125670,18103.41,110046,15869.88,68989,9941.73,86094,12387.79,20688,2985.8,38302,5498.69,-18939,-2668.92
1327,002405.SZ,20130926,80513,11176.26,71887,9983.55,71301,9904.03,73608,10223.59,44284,6136.44,47476,6583.2,10506,1456.33,13634,1882.72,-19284,-2689.21
1326,002405.SZ,20130927,68666,9231.2,55036,7401.28,58608,7885.02,52696,7095.97,32603,4377.35,49127,6602.71,14100,1911.12,17119,2304.73,-23576,-3174.54
1325,002405.SZ,20130930,34036,4554.6,29262,3916.13,35434,4742.78,35299,4723.83,19701,2637.22,24470,3275.68,472,62.96,614,81.91,-2372,-313.67
1324,002405.SZ,20131008,63256,8730.61,74984,10365.25,65486,9034.66,68134,9413.33,57994,8002.47,50148,6909.95,23396,3238.1,16864,2317.32,10157,1426.45
1323,002405.SZ,20131009,81730,11647.94,90786,12945.8,93856,13380.48,97930,13963.8,62071,8854.71,55523,7910.79,20215,2885.79,13633,1948.53,16449,2356.45
1322,002405.SZ,20131010,96046,13660.87,79227,11276.3,95293,13568.66,82326,11727.09,53754,7662.96,69779,9939.43,3544,499.68,17305,2449.35,-21960,-3120.72
1321,002405.SZ,20131011,64151,9016.22,54044,7600.41,63004,8854.78,57171,8039.37,27782,3911.49,38037,5345.3,2248,315.95,7934,1113.35,-4413,-613.13
1320,002405.SZ,20131014,79106,10881.91,58960,8112.4,68887,9476.65,57134,7863.96,26899,3701.55,49129,6757.79,1519,208.57,11188,1534.53,-26401,-3627.26
1319,002405.SZ,20131015,48547,6713.92,50009,6918.23,48316,6682.76,46259,6399.43,27110,3752.12,26925,3722.27,2040,281.93,2821,390.81,4739,660.43
1318,002405.SZ,20131016,83805,11221.31,63012,8440.23,68876,9226.74,60158,8059.25,24900,3332.16,45801,6127.75,848,112.63,9459,1265.61,-27326,-3668.03
1317,002405.SZ,20131017,41574,5533.9,36680,4884.09,35931,4784.3,37810,5035.26,21087,2808.23,23800,3167.17,996,132.46,1297,172.35,-9622,-1275.85
1316,002405.SZ,20131018,46273,6280.24,44297,6014.55,42832,5814.04,41858,5681.83,24016,3259.96,27174,3687.06,1990,271.86,1781,242.65,4145,565.01
1315,002405.SZ,20131021,67520,9222.87,73836,10103.09,71870,9824.46,73763,10092.52,35453,4845.45,32477,4424.89,9275,1276.41,4042,548.69,10483,1466.35
1314,002405.SZ,20131022,64380,8765.04,50329,6857.69,55930,7618.86,49599,6760.1,21384,2914.29,33967,4619.57,967,132.44,8766,1193.27,-27235,-3703.36
1313,002405.SZ,20131023,64687,8545.67,52708,6965.2,46445,6136.07,46557,6151.19,15070,1985.46,23064,3043.31,0,0,3872,507.5,-14514,-1914.51
1312,002405.SZ,20131024,36956,4828.2,31319,4091.97,28521,3726.38,30318,3962.29,10156,1326.89,13973,1824.08,0,0,24,3.13,-5596,-728.42
1311,002405.SZ,20131025,77591,9711.4,63029,7887.09,58239,7273.96,55708,6963.01,19911,2483.45,32602,4073.67,0,0,4403,545.04,-6635,-838.55
1310,002405.SZ,20131028,53555,6424.8,41696,5003.22,44772,5374.55,40291,4837.09,23748,2853.57,38652,4640.35,3669,441.09,5105,613.35,-1222,-144.91
1309,002405.SZ,20131029,68363,7797.99,60189,6871.24,55127,6274.81,54442,6183.44,26198,2983.74,34872,3983.24,2350,260.14,2535,278.75,-1405,-185.59
1308,002405.SZ,20131030,40929,4643.06,40811,4632.12,41991,4766.65,42133,4783.04,25567,2902.42,24929,2826.78,3651,413.54,4265,483.73,3744,434.68
1307,002405.SZ,20131031,71294,8186.02,77675,8945.93,64462,7410.41,67073,7720.56,43601,5036.98,36833,4242.24,9587,1110.17,7363,834.86,3343,414.97
1306,002405.SZ,20131101,48149,5587.49,38983,4525.32,42223,4900.66,39395,4574.12,22735,2640.38,31824,3692.85,983,113.6,3887,449.84,-16060,-1857.69
1305,002405.SZ,20131104,25234,2916.96,26031,3010.5,23340,2698.26,20889,2415.43,12718,1472.25,15697,1814.87,1326,153.34,0,0,-5656,-652.08
1304,002405.SZ,20131105,40497,4609.94,41389,4724.96,40357,4595.45,37422,4265.19,19836,2270.26,21355,2427.8,313,36.28,836,93.99,-949,-101.56
1303,002405.SZ,20131106,51357,5973.87,50062,5831.03,43856,5102.8,43674,5081.42,23284,2715.23,24918,2899.17,879,103.37,722,83.66,-455,-41.36
1302,002405.SZ,20131107,64846,7214.66,45143,5025.69,53538,5963.68,43331,4827.74,22922,2555.07,39725,4420.97,0,0,13108,1459.01,-22695,-2523.39
1301,002405.SZ,20131108,33526,3667.51,32207,3526.56,28279,3093.92,27816,3044.67,7208,791.48,10037,1097.18,1971,217.82,925,102.33,-1281,-134.91
1300,002405.SZ,20131111,36337,4041.27,42728,4757.39,32213,3584,32176,3579.95,16639,1851.64,16412,1824.94,6128,685.37,0,0,8376,934.31
1299,002405.SZ,20131112,27716,3099.76,27791,3109.58,24291,2717.49,22471,2513.24,8428,942.72,10725,1198.75,552,61.59,0,0,-4852,-538.87
1298,002405.SZ,20131113,50185,5653.2,51178,5768.61,56895,6411.82,50879,5734.17,28328,3192.88,31295,3524.04,1150,129.1,3207,360.19,-5456,-609.42
1297,002405.SZ,20131114,101522,11646.79,104525,12012.16,87550,10023.2,82121,9406.77,45830,5263.98,49738,5691.64,5650,652.02,4169,475.43,1118,159.25
1296,002405.SZ,20131115,123272,14847.37,134072,16156.6,101130,12180.55,105842,12750.39,74250,8953.03,70579,8501.3,20897,2516.28,9056,1088.95,1434,182.58
1295,002405.SZ,20131118,95070,11667.15,95052,11669.69,87432,10730.42,88313,10840.99,52772,6475.86,50887,6241.48,4645,571.09,5667,692.36,-2530,-295.79
1294,002405.SZ,20131119,92930,11614.53,92599,11580.59,75474,9433.99,80571,10069.44,40251,5033.71,38346,4788.31,3519,438.9,659,82.79,3757,478.41
1293,002405.SZ,20131120,81437,10221.5,79876,10035.97,80712,10133.78,77016,9670.5,40080,5036.8,46010,5775.28,5242,661.32,4570,571.65,14506,1841.44
1292,002405.SZ,20131121,77668,9544.21,65383,8037.45,70277,8636.44,66167,8134.06,35681,4388.41,44327,5450.4,212,26.18,7961,973.33,-22210,-2721.84
1291,002405.SZ,20131122,46346,5673.97,42119,5160.99,44512,5453.09,42334,5189.61,19805,2428.77,24629,3016.33,3872,475.91,5452,664.8,-8440,-1024.05
1290,002405.SZ,20131125,62793,7775.08,60456,7488.85,59359,7353.13,57513,7129.56,25730,3189.24,32181,3982.14,3446,429.05,1178,145.94,3037,389.52
1289,002405.SZ,20131126,58668,7137.54,50851,6195.13,56864,6922.33,47708,5809.36,27456,3343.16,42745,5191.57,2441,294.81,4126,501.77,1415,187.13
1288,002405.SZ,20131127,133233,16909.49,151503,19234.5,124894,15834.7,134714,17083.62,84357,10686.34,68531,8674.87,19171,2431.88,6907,869.43,42175,5335.2
1287,002405.SZ,20131128,98980,12748.65,90564,11668.05,92645,11941.89,87679,11299.89,48982,6310.49,61542,7927.29,3442,446.09,4264,551.87,-14809,-1890.26
1286,002405.SZ,20131129,91405,11899,90364,11769.87,83452,10863.51,82898,10797.53,52491,6834.42,58969,7668.06,9733,1268.9,4850,630.36,10710,1409.24
1285,002405.SZ,20131202,126886,15557.21,96411,11826.94,103894,12761.55,91468,11240.49,53292,6566.22,74381,9132.72,9937,1221.02,31749,3905.84,-56756,-6978.78
1284,002405.SZ,20131203,47508,5666.92,46940,5606.8,41620,4970.28,41975,5011.53,19625,2345.89,21450,2559.25,1613,194.48,0,0,-492,-51.25
1283,002405.SZ,20131204,51942,6452.03,61805,7684.54,42862,5324.18,51589,6414.18,38285,4765.08,35948,4467.39,21449,2671.12,5196,646.31,5195,650.14
1282,002405.SZ,20131205,33717,4191.03,32925,4093.6,29821,3706.24,30983,3850.8,19098,2374.71,17151,2132.23,1239,153.7,2816,349.05,-9923,-1226.31
1281,002405.SZ,20131206,53572,6500.96,38217,4640.12,37273,4523.36,34151,4146.1,13185,1599.53,23577,2856.71,0,0,8085,980.92,-15469,-1876.06
1280,002405.SZ,20131209,39259,4754.43,32927,3989.74,29122,3527.84,28476,3451.47,9367,1136.72,16318,1974.4,0,0,28,3.38,-9469,-1139.93
1279,002405.SZ,20131210,36405,4390.23,29520,3562.23,30843,3719.95,29588,3570.78,8816,1063.78,9360,1128.33,0,0,7596,912.62,-6002,-719.12
1278,002405.SZ,20131211,41618,5009.69,33784,4069.57,39968,4815.51,34129,4111.07,16762,2018.83,30693,3699.05,2951,357.34,2693,321.68,-2905,-340.04
1277,002405.SZ,20131212,35077,4252.06,35236,4274.37,40207,4872.92,35739,4335.19,21061,2555.87,29827,3612.3,6183,750.28,1726,209.26,10880,1321.52
1276,002405.SZ,20131213,32858,3962.38,24999,3016.76,37673,4544.48,28642,3456.76,23145,2791.51,37104,4473.12,296,35.78,3226,387.51,-7582,-907.16
1275,002405.SZ,20131216,62910,7344.84,42419,4969.89,57689,6750.35,45004,5270.82,25060,2934.25,45226,5285.27,1,0.12,13011,1503.57,-28458,-3293.44
1274,002405.SZ,20131217,31604,3636.68,31500,3629.17,35355,4071.56,31114,3585.46,18448,2125.61,20482,2356.21,4866,562.39,7176,825.4,7527,880.41
1273,002405.SZ,20131218,30169,3477.98,22076,2548.01,33284,3839.49,24677,2847.77,14870,1712.95,28979,3340.41,1209,139.78,3800,434.02,-7476,-844.86
1272,002405.SZ,20131219,32720,3723.48,26095,2973.23,34110,3889.11,23801,2713.69,17371,1981.8,30217,3444.56,5,0.57,4092,463.49,-5772,-646.71
1271,002405.SZ,20131220,36643,4077.44,28164,3137.74,30487,3394.53,27833,3101.02,11818,1316.45,23805,2644.05,859,95.06,6,0.66,-9544,-1054.83
1270,002405.SZ,20131223,28677,3176.86,26817,2975.6,25826,2862.43,21957,2433.74,7570,839.73,14408,1593.9,1400,156.5,291,32.27,-1076,-114.9
1269,002405.SZ,20131224,28757,3262.15,34041,3865.46,31160,3537.21,29188,3316.23,16717,1900.31,14659,1663.33,8663,978.28,7409,832.93,5823,659.97
1268,002405.SZ,20131225,44416,5177.16,56777,6624.54,42791,4985.09,47546,5539.12,29243,3416.3,16740,1956.31,11546,1352.4,6934,810.98,19900,2330.93
1267,002405.SZ,20131226,38691,4521.85,37558,4394.81,36709,4286.87,36435,4257.3,16199,1892.61,14752,1721.16,1289,151.18,4141,479.24,-6558,-766.29
1266,002405.SZ,20131227,54962,6555.26,57773,6890.33,44648,5325.83,45621,5441.44,32082,3828.75,27874,3324.2,6123,730.3,6546,784.17,23259,2776.72
1265,002405.SZ,20131230,40069,4842.74,44211,5348.23,52501,6346.52,48753,5896.64,24656,2983.76,24487,2956.89,2889,348.81,2664,320.07,3239,404.6
1264,002405.SZ,20131231,42693,5222.3,49409,6047.87,40401,4942.39,46120,5643.88,25954,3179.09,24622,3012.81,16087,1971.58,4984,610.79,18771,2302.95
1263,002405.SZ,20140102,51640,6354.97,56723,6987.71,48853,6011.35,52775,6495.8,33908,4182.81,27465,3383.29,3582,443.74,1019,126.06,4390,550.55
1262,002405.SZ,20140103,78978,9866.6,93810,11753.22,80266,10036.27,88758,11104.49,55837,7016.23,57703,7229.61,35353,4451.66,10165,1283.45,16091,2044.9
1261,002405.SZ,20140106,78508,9837.16,69757,8762.46,67912,8520.19,71293,8957.95,35607,4477.02,46052,5768.69,9161,1167.48,4086,512.76,-2376,-254.03
1260,002405.SZ,20140107,47443,5806.68,43731,5358.85,43529,5330.14,42432,5197.47,18327,2245.34,19997,2443.83,0,0,3140,382.02,5660,704.91
1259,002405.SZ,20140108,67294,8525.97,78808,9988.19,64648,8191.74,73648,9330.9,48748,6175.63,32111,4066.91,6370,809.51,2492,316.84,8604,1093.11
1258,002405.SZ,20140109,100573,13043.41,117320,15224.65,98929,12825.36,122267,15864.6,68441,8872.7,57522,7448.16,36968,4803.5,7802,1007.57,45593,5940.04
1257,002405.SZ,20140110,58008,7368.09,52935,6729.42,51401,6531.74,53638,6819.6,34897,4437.8,41027,5208.72,10599,1348.68,7305,928.55,-11323,-1427.1
1256,002405.SZ,20140113,52760,6557.98,40397,5024.42,53019,6585.76,44139,5484.74,22090,2748.9,37928,4709.57,0,0,5406,673.91,-24210,-3007.61
1255,002405.SZ,20140114,69311,8790.12,77965,9893.78,72018,9130.36,73423,9302.81,45244,5741.54,36412,4622.46,5210,664.52,3983,507.49,25033,3181.66
1254,002405.SZ,20140115,79066,10324.91,80262,10486.8,88329,11534.48,88479,11556.58,52993,6925.31,46945,6125.82,10277,1338.64,14979,1954.14,2368,331.79
1253,002405.SZ,20140116,64318,8416.22,62170,8145.79,61826,8092.87,63003,8256.18,32600,4282.41,37321,4893.4,11789,1556.25,8038,1052.39,-7991,-1024.9
1252,002405.SZ,20140117,112174,14995.5,115915,15506.28,108618,14529.76,112856,15104.31,80835,10823.44,71115,9522.41,23804,3196.31,25545,3412.01,29186,3928.11
1251,002405.SZ,20140120,77312,10268.95,74152,9868.87,82663,10997.92,77950,10381.6,44569,5934.96,51550,6832.79,14076,1859.05,14969,1977.6,10426,1414.97
1250,002405.SZ,20140121,61547,8239.66,62160,8332.75,57992,7765.07,58459,7833.19,32337,4334.65,40966,5485.05,13968,1879.51,4259,567.9,-5284,-676.56
1249,002405.SZ,20140122,85064,11633.97,94387,12919.58,91514,12515.56,99578,13627.84,55956,7657.58,53395,7301.06,19918,2736.26,5092,694.89,20857,2874.55
