,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
765,002405.SZ,20160729,62891,15405.4,49085,12061.35,87876,21551.2,82166,20174.26,93556,22960.18,111443,27330.86,63480,15609.21,65109,15959.51,4609,1228.86
764,002405.SZ,20160801,80947,18791.69,48486,11265.97,90211,20948.03,87565,20347.33,109584,25435.7,113629,26405.75,67720,15721.07,98781,22877.44,-37503,-8643.03
763,002405.SZ,20160802,46659,10906.02,30902,7234.63,62434,14601.08,52756,12346.77,83640,19568.37,66665,15601.29,31951,7482.45,74360,17375.22,-1007,-193.62
762,002405.SZ,20160803,42545,9924.88,36651,8573.29,60481,14124.59,59571,13920.5,73492,17148.6,83141,19403.48,46979,11001.09,44133,10301.89,-18572,-4256.12
761,002405.SZ,20160804,51632,12226.86,59420,14114.84,83146,19711.32,82993,19693.6,101308,24021.21,109040,25843.94,72694,17251.86,57327,13558.89,20133,4834.41
760,002405.SZ,20160805,57004,13474.91,34435,8173.71,74197,17565.65,63134,14966.27,74587,17697.06,80777,19138.27,27381,6502.73,54824,12962.09,-41672,-9823.02
759,002405.SZ,20160808,41115,9644.47,36748,8653.99,67971,15968.29,73951,17376.28,82415,19387.93,74154,17425.92,37255,8745.98,43902,10290.48,4809,1198.56
758,002405.SZ,20160809,42019,9997.31,43935,10485.27,69105,16451.7,70119,16720.05,82621,19712.12,83192,19837.28,53303,12736.29,49802,11854.82,13943,3376.86
757,002405.SZ,20160810,40353,9664.8,34404,8250.24,52449,12568.86,58575,14040.28,60203,14435.04,63077,15111.64,45079,10797.17,42028,10063.71,-31879,-7603.93
756,002405.SZ,20160811,47816,11212.36,29264,6862.68,55953,13124.77,56200,13179.64,53804,12612.57,65873,15442.24,36033,8452.66,42268,9917.8,-53994,-12638.94
755,002405.SZ,20160812,37009,8615.63,23306,5435.55,45293,10549.85,39821,9281.05,43487,10137.15,50891,11853.24,18338,4274.63,30108,7007.43,-18632,-4314.16
754,002405.SZ,20160815,48459,11569.79,83510,20039.91,89868,21534.51,105053,25174.36,129934,31141.91,111311,26645.34,80196,19218.81,48583,11605.41,42013,10127.97
753,002405.SZ,20160816,49029,11940.97,52234,12733.33,84032,20477.78,83796,20422.29,81975,19980.52,82831,20190.62,49324,12017.56,45499,11070.6,-10837,-2593.14
752,002405.SZ,20160817,44379,10812.82,41027,10020.16,81040,19763.61,66078,16124.86,82456,20116.38,79307,19348.46,39115,9569.33,60578,14768.66,16254,4020.08
751,002405.SZ,20160818,54285,13079.72,29281,7061.54,66426,16009.93,55473,13374.78,69756,16811.18,74057,17852.38,26471,6383.78,58126,13995.91,-61769,-14881.43
750,002405.SZ,20160819,28950,6955.8,25688,6176.37,47492,11415.82,48651,11697.75,47340,11381.43,50825,12217.06,28441,6833.7,27058,6495.58,-11687,-2782.69
749,002405.SZ,20160822,47752,11315.02,21705,5153.36,52988,12564.89,42853,10169.92,47000,11149.39,58560,13889,25286,5994.22,49908,11811.24,-41189,-9742.91
748,002405.SZ,20160823,35674,8369.42,23386,5506.59,47128,11070.56,56843,13375.1,60895,14327.33,52974,12445.86,39990,9419.01,50484,11858.76,-17636,-4098.13
747,002405.SZ,20160824,32202,7638.47,37368,8889.03,47943,11387.26,55858,13281.52,60684,14414.93,56970,13539.76,51891,12341.97,42524,10072.3,25373,6062.26
746,002405.SZ,20160825,49292,11536.3,20710,4853.07,55311,12944.5,41863,9810.01,63390,14836.81,75789,17741.15,25688,6028.56,55319,12941.93,-36666,-8572.73
745,002405.SZ,20160826,37190,8779.28,30957,7323.11,56036,13243.23,44263,10470.66,62908,14875.31,66490,15708.37,31777,7521.43,46200,10917.11,5296,1306.8
744,002405.SZ,20160829,29441,6888.33,16041,3758.26,35023,8198.27,31060,7273.87,35607,8341.26,45716,10702.29,13174,3090.61,20428,4784.05,-21274,-4965.83
743,002405.SZ,20160830,28561,6699.35,20747,4871.65,28333,6646.98,36126,8479.97,29137,6842.16,32554,7640.25,15622,3669.61,12228,2866.22,5263,1251
742,002405.SZ,20160831,26384,6149.55,16461,3841.73,28321,6602.81,29660,6920.7,35629,8306.86,38939,9077.64,15763,3682.03,21038,4901.18,-27672,-6447.74
741,002405.SZ,20160901,22402,5252.54,21943,5151.36,31346,7352.98,33842,7939.44,39421,9252.86,40609,9522.47,26067,6103.26,22843,5348.37,-10037,-2322.7
740,002405.SZ,20160902,113843,25695.96,28657,6489.16,119962,27075.89,69043,15596.25,109085,24661.67,111877,25213,49337,11115.66,182651,41250.78,-86677,-19645.21
739,002405.SZ,20160905,86306,18734.49,44232,9604.26,109577,23786.45,96530,20953.82,101406,22000.69,122568,26575.87,40345,8773.81,74304,16161.5,-28482,-6160.21
738,002405.SZ,20160906,55923,12182.97,49781,10901.42,80585,17590.41,86250,18851.91,107796,23518.8,112180,24466.6,46964,10263.38,43058,9335.62,16972,3807.86
737,002405.SZ,20160907,40519,8984.34,35626,7905.92,58017,12866.02,54161,12014.23,56512,12542.02,62127,13782.86,27955,6207.25,31088,6896.62,-3834,-829.19
736,002405.SZ,20160908,25797,5713.1,25160,5576.67,38754,8586.3,40748,9026.05,45558,10095.79,45032,9976.23,15954,3536.1,15124,3352.35,-12294,-2710.75
735,002405.SZ,20160909,41391,9181.45,24452,5440.72,50873,11293.19,67259,14937.63,50037,11116.37,50966,11318.94,22286,4980.18,21911,4873.89,-40128,-8872.92
734,002405.SZ,20160912,61551,13067.76,29380,6252.16,70275,14923.19,62171,13210.28,57253,12171.1,84821,18013.86,60379,12811.99,73085,15497.74,-68667,-14562.07
733,002405.SZ,20160913,26477,5667.68,38046,8160.76,38354,8213.88,56371,12080.25,45430,9728.13,52101,11165.42,59450,12765.08,23194,4968.34,20602,4415.27
732,002405.SZ,20160914,26008,5533.35,17593,3748.48,38252,8138.32,36962,7866.77,34435,7329.52,35930,7646.95,7706,1639.78,15915,3378.77,-31324,-6656.71
731,002405.SZ,20160919,16820,3601.68,17389,3724.65,27137,5812.39,25169,5391.35,26463,5670.95,24317,5208.29,4614,988.21,8159,1748.94,-958,-195.98
730,002405.SZ,20160920,15119,3227.43,14297,3055.81,21293,4547.05,22804,4871.84,25548,5456.38,23669,5056.02,16523,3533.7,17714,3780.88,-11829,-2522.86
729,002405.SZ,20160921,25668,5579.87,36613,7964.8,42356,9207.95,54183,11781.92,59097,12846.23,51905,11281.41,32477,7071.21,16897,3677.14,36286,7904.09
728,002405.SZ,20160922,32897,7261.25,51556,11403.54,54468,12029.35,70916,15676.55,68526,15138.5,72806,16085.31,65624,14531.02,26237,5794.73,33951,7566.09
727,002405.SZ,20160923,22478,4996.62,37610,8373.55,35982,8005.48,49101,10931.03,58751,13073.57,55623,12377.9,39746,8858.31,14623,3251.5,17388,3912.92
726,002405.SZ,20160926,41288,9203.19,39907,8933.2,63028,14060.96,62469,13963.62,61997,13845.46,78989,17649.35,38962,8753.33,23909,5316.77,-6917,-1449.81
725,002405.SZ,20160927,20205,4454.51,34169,7553.84,40181,8875.46,45695,10090.85,59986,13234.37,48725,10757.52,23404,5178.08,15187,3340.22,8922,2017.31
724,002405.SZ,20160928,24013,5328.97,14844,3297.09,30478,6764.53,29899,6639.74,30303,6729.85,37948,8424.08,10944,2425.86,13047,2888.31,-19298,-4275.88
723,002405.SZ,20160929,16317,3625.95,24208,5386.58,26987,5999.42,37385,8316.16,37979,8449.61,32107,7143.67,24839,5536.08,12421,2764.64,15388,3434.35
722,002405.SZ,20160930,25157,5556.89,12385,2738.23,30040,6636.98,23102,5107.49,28540,6306.92,29539,6527.5,8556,1896.43,27267,6024,-25608,-5646.55
721,002405.SZ,20161010,31960,7098.73,38801,8662.68,59104,13146.4,63470,14146.43,71254,15866.6,70575,15717.59,55045,12310.58,44517,9895.6,17523,3972.59
720,002405.SZ,20161011,21126,4760.04,26004,5863.82,38699,8720,45203,10189.73,53394,12036.32,51639,11638.25,25331,5717.44,15702,3541.99,1868,435.88
719,002405.SZ,20161012,23247,5223.81,16494,3708.09,33152,7450.96,34286,7709.1,39489,8880.84,39118,8795.4,11125,2501.93,17115,3844.94,-22965,-5151.48
718,002405.SZ,20161013,15081,3391.71,16649,3746.93,26338,5923.92,29401,6614.97,35163,7909.54,36146,8131.64,22831,5142.91,17217,3874.54,-9660,-2161.8
717,002405.SZ,20161014,27820,6297.19,24868,5635.5,44474,10069.52,40331,9133.85,48368,10955.83,58815,13319.85,27912,6328.45,24559,5561.8,1283,320.21
716,002405.SZ,20161017,48173,10681.35,22115,4909.02,59338,13169.43,41889,9296.98,64717,14367.44,64597,14338.1,26984,6000.06,70611,15674.18,-64442,-14285.77
715,002405.SZ,20161025,122215,28175.75,60612,13983.33,155646,35889.29,109339,25211.15,142436,32808.93,151138,34888.89,75715,17444.75,174922,40235.35,-23723,-5410.7
714,002405.SZ,20161026,63484,14613.32,64404,14839.22,91629,21098.01,98384,22648.16,96089,22128.66,91121,20981.19,39451,9080.16,36745,8451.58,29152,6746.92
713,002405.SZ,20161027,44082,10003.88,26753,6075.4,49583,11253.06,44543,10112.93,41855,9504.05,45646,10364.15,15912,3615.04,34490,7823.54,-34999,-7924.92
712,002405.SZ,20161028,40065,8967.6,25511,5715.94,47877,10723.51,43808,9810.63,42844,9586.45,46606,10429.51,13675,3052.02,28536,6373.51,-44215,-9891.22
711,002405.SZ,20161031,21732,4785.79,15857,3494.9,29294,6455.04,29264,6447.34,25230,5556.83,30153,6644,9223,2032.98,10207,2244.4,-8705,-1905.71
710,002405.SZ,20161101,22179,4917.32,23530,5228.35,38425,8528.26,40060,8892.38,38199,8480.39,38945,8649.97,22011,4894.65,18279,4049.92,1245,307.66
709,002405.SZ,20161102,62835,13749.59,37258,8147.68,66586,14580.27,59315,13001.14,59597,13043.15,65217,14282.93,16271,3578.33,43497,9519.59,-64544,-14147.97
708,002405.SZ,20161103,27994,6093.8,27070,5902.4,48848,10644.38,41625,9071.72,45193,9850.24,46839,10210.46,17656,3855.2,24156,5259.04,-14351,-3113.79
707,002405.SZ,20161104,38674,8350.5,18154,3929.39,45083,9744.38,34840,7535.21,34697,7510.82,41471,8961.8,9890,2134.57,33878,7313.87,-37903,-8171.09
706,002405.SZ,20161107,38413,8184.39,20632,4409.18,50529,10771.44,36899,7874.27,43977,9381.14,53343,11361.35,13518,2884.98,35563,7577.15,-4289,-873.22
705,002405.SZ,20161108,26501,5706.56,26761,5771.97,40910,8814.01,46476,10020.99,38770,8358.53,41778,9007.37,25937,5604.26,17102,3683.04,4570,998.09
704,002405.SZ,20161109,62916,13286.18,22613,4781.34,72646,15348.04,49776,10513.61,54000,11398.94,72130,15229.75,23530,4966.4,68573,14474.86,-61290,-12958.31
703,002405.SZ,20161110,30576,6472.19,22807,4834.59,46659,9879.59,38949,8251.44,48711,10322.96,47109,9975.87,17805,3768.13,34884,7380.96,-13476,-2837.98
702,002405.SZ,20161111,33736,7128.66,21481,4544.36,46662,9863.37,39420,8336.02,48673,10290.25,51196,10821.52,11050,2335.52,28024,5915.9,-25812,-5443.01
701,002405.SZ,20161114,36419,7800.32,31074,6662.11,54844,11752.38,50258,10773.22,54410,11662.01,58264,12486.87,16186,3474.8,22264,4767.3,425,109.85
700,002405.SZ,20161115,27188,5825.77,26908,5773.53,42557,9121.06,40463,8674.4,50336,10790.33,54206,11619.63,18064,3880.78,16569,3550.37,6012,1321.81
699,002405.SZ,20161116,29088,6286.23,23488,5077.67,45591,9854.78,43285,9357.36,45195,9769.38,46974,10152.22,8647,1869.44,14774,3192.58,-11301,-2434.02
698,002405.SZ,20161117,46988,9960.57,16039,3403.04,51970,11017.55,33150,7032.67,46815,9926.31,42033,8916.99,20980,4443.33,75531,15995.06,-62141,-13161.52
697,002405.SZ,20161118,17100,3615.79,13752,2909.14,23725,5017.58,26399,5584.52,26332,5568.7,25318,5353.25,6071,1284.57,7759,1639.74,-12009,-2535.26
696,002405.SZ,20161121,34268,7212.23,16210,3414.15,42204,8886.9,36446,7675.39,33877,7131.17,43047,9060.92,29126,6131.28,43772,9211.12,-45449,-9562.3
695,002405.SZ,20161122,25059,5265.18,19926,4192.8,36677,7711.47,37015,7784.96,32085,6745.98,30540,6419.68,19116,4019.3,25455,5344.49,-1633,-326.22
694,002405.SZ,20161123,28968,6104.88,20193,4260.53,40962,8635.69,39072,8241.57,47079,9929.16,51537,10863.99,27114,5716.78,33320,7020.42,-22923,-4811.69
693,002405.SZ,20161124,55745,11608.41,19254,4012.48,54593,11370.91,45811,9540.93,45876,9559.95,64932,13527.51,39821,8284.09,66037,13742.44,-83251,-17318.78
692,002405.SZ,20161125,33587,6886.58,22296,4576.01,45047,9237.78,38112,7813.68,35870,7356.12,40656,8336.33,12785,2613.72,26225,5368.17,-18597,-3803.32
691,002405.SZ,20161128,53119,11323.58,90626,19340.27,91924,19590.7,124054,26471.69,111668,23768.04,108914,23229.9,116306,24892.37,49424,10532.83,92564,19786.89
690,002405.SZ,20161129,58380,12677.54,56626,12312.79,87902,19103.52,86758,18864.68,98460,21411.88,98513,21418.58,58297,12683.84,61141,13280.72,-12057,-2553.25
689,002405.SZ,20161130,32301,6965.9,36165,7810.65,49298,10639.34,54589,11788.02,55282,11944.41,51755,11172.45,26089,5638.24,20461,4416.78,5425,1210.26
688,002405.SZ,20161201,32474,6952.1,20440,4378.81,44072,9435.44,40426,8656.63,40796,8736.31,52896,11324.32,12265,2625.25,15845,3389.33,-41389,-8850.73
687,002405.SZ,20161202,40160,8531.1,25307,5400.43,55975,11914.6,45466,9684.58,39814,8474.09,56680,12072.59,21192,4552.27,29689,6314.46,-22291,-4671.88
686,002405.SZ,20161205,26383,5482.98,31177,6532.08,46239,9633.69,52650,10998.29,60523,12651.51,52354,10902.44,20205,4225.58,17168,3560.95,2151,466.75
685,002405.SZ,20161206,23292,4852.02,14710,3069.23,29988,6247.05,27149,5659.64,26231,5464.31,31150,6487.04,10682,2220.32,17184,3567.79,-27987,-5814.45
684,002405.SZ,20161207,28735,5901.33,15156,3115.05,39105,8033.35,28434,5842.63,29764,6114.61,35151,7219.1,6778,1391.04,25640,5263.55,-10987,-2246.22
683,002405.SZ,20161208,28570,5832.55,12963,2649.58,37563,7672.28,24812,5071.06,27119,5540.8,33129,6766.15,12048,2458.2,34395,7017.02,-30638,-6245.95
682,002405.SZ,20161209,42378,8516.12,19899,4002.92,49161,9884.29,39728,7989,37407,7517.44,40768,8197.57,17038,3419.72,45588,9148.08,-41866,-8405.93
681,002405.SZ,20161212,69693,13431.41,33085,6372.22,75392,14537.51,60587,11657.34,60590,11651.59,75652,14569.27,31170,5943.29,67521,12964.98,-58852,-11372.77
680,002405.SZ,20161213,31368,5902.05,24235,4568.03,34098,6418.1,35984,6780.49,28847,5435.82,33745,6352.1,10594,1994.69,10943,2050.03,-8878,-1662.03
679,002405.SZ,20161214,36832,6842.5,20637,3838.65,43134,8013.71,45097,8383.92,33827,6276.82,36252,6729.5,7597,1410.8,19404,3591.75,-34027,-6308.71
678,002405.SZ,20161215,28046,5203.9,27525,5118.76,38468,7145.23,34267,6368.37,27126,5039.64,27808,5155.21,2847,528.74,6886,1275.16,1347,271.91
677,002405.SZ,20161216,23822,4433.76,17228,3209.36,31270,5822.97,35325,6579.08,21569,4020.17,21780,4056.31,4932,922.36,7262,1354.5,3900,730.54
676,002405.SZ,20161219,51569,9766.21,40832,7763.2,66856,12680.77,60285,11422.72,43438,8240.63,51254,9716.48,10365,1976.62,19857,3761.81,3073,633.07
675,002405.SZ,20161220,30405,5778.35,26305,5006.53,41121,7820.86,34684,6599.18,30243,5756.57,31777,6041.41,2506,476.31,11508,2184.97,-10512,-1987.53
674,002405.SZ,20161221,25730,4921.2,22426,4294.14,29850,5709.56,29030,5553.84,17685,3381.6,21550,4117.94,2795,536.65,3054,583.08,-11650,-2221.19
673,002405.SZ,20161222,51543,10031.21,74959,14618.24,66390,12946.49,82723,16115.82,65313,12735.59,56530,11012.99,39363,7665.91,8397,1632.15,67290,13137.81
672,002405.SZ,20161223,73716,15265.7,90467,18765.48,119540,24781.26,130766,27113.58,160682,33321.49,167329,34692.86,112877,23414.82,78254,16211.34,17946,3851.29
671,002405.SZ,20161226,42056,8563.2,36204,7378.16,73526,14979.02,65388,13320.99,109235,22251.93,93085,18968.63,46403,9444.37,76542,15570.75,-17994,-3600.27
670,002405.SZ,20161227,51347,10536.31,31932,6556.76,69524,14278.2,63845,13095.27,70268,14430.64,78472,16111.67,26588,5464.94,43477,8946.4,-26216,-5323.39
669,002405.SZ,20161228,63651,12589.14,30063,5952.85,64451,12750.75,50859,10066.75,46203,9144.92,57805,11443.24,17517,3475.14,53095,10497.1,-43446,-8581.67
668,002405.SZ,20161229,37045,7288.76,22149,4366.35,40733,8019.12,33580,6612.25,34938,6874.28,49167,9674.92,13519,2662.85,21338,4191.5,-12551,-2444.96
667,002405.SZ,20161230,49981,9648.44,37351,7234.75,66427,12825.71,53527,10360.29,51436,9941.91,54597,10541.52,29797,5758.09,52166,10037.59,-18130,-3470.4
666,002405.SZ,20170103,28894,5650.65,25572,5005.46,40824,7987.98,38637,7559.02,29796,5832.79,37124,7264.48,9115,1784.61,7295,1427.07,6696,1319.15
665,002405.SZ,20170104,31622,6193.64,29713,5832.74,52338,10259.94,44955,8817.25,38680,7592.16,40301,7901.69,13606,2675.16,21276,4169.24,-5440,-1045.66
664,002405.SZ,20170105,46815,9324.84,55775,11125.04,78536,15662.98,79147,15780.94,74949,14977.81,73729,14728.12,42014,8401.19,33661,6732.73,33197,6667.76
663,002405.SZ,20170106,47581,9450.57,28910,5748.82,58089,11548.89,51316,10207.2,40879,8132.98,46725,9287.55,10596,2118.51,30194,6007.38,-47284,-9375.88
662,002405.SZ,20170109,42810,8532.64,55201,11056.32,70109,14021.97,70414,14090.54,75463,15113.26,85205,17034.61,54791,10989.35,32353,6475.77,33879,6885.61
661,002405.SZ,20170110,43438,8706.63,26962,5420.1,57009,11439.82,49990,10040.96,45362,9116.17,59471,11938.13,22578,4540.24,31964,6403.67,-36285,-7236.83
660,002405.SZ,20170111,32146,6414.99,31315,6264.32,51557,10307.79,48593,9719.32,44260,8859.77,57084,11421.71,54225,10863.78,45195,9040.98,1209,282.55
659,002405.SZ,20170112,59510,11708.78,24559,4837.28,65824,12957.05,46384,9131.35,38796,7638.03,58026,11409.23,26931,5313.97,62093,12239.96,-31611,-6184.98
658,002405.SZ,20170113,59291,11347.99,26273,5034.06,57954,11099.61,55445,10627.48,38006,7278.52,62036,11861.02,13428,2596.73,24924,4800.31,-46383,-8876.97
657,002405.SZ,20170116,65322,11781.99,32691,5907.32,76072,13702.05,60250,10863.14,45961,8257.18,76234,13699.63,16161,2834.05,34341,6105.2,-42054,-7584.67
656,002405.SZ,20170117,33220,5905.35,26321,4691.92,45856,8165.41,42391,7546.29,33389,5947.55,40704,7247.14,2826,506.87,5875,1039.82,2074,402.16
655,002405.SZ,20170118,59550,11123.04,47018,8795.6,70231,13122.28,63699,11895.89,46443,8666.46,61399,11456.23,17496,3289.86,21604,4053.92,4074,812.88
654,002405.SZ,20170119,35649,6611.32,28632,5319.52,37077,6886.23,39700,7370.75,25111,4664.02,26009,4830.28,7947,1480.86,11443,2121.88,-15954,-2952.05
653,002405.SZ,20170120,21759,4050.6,28591,5330.37,34843,6491.56,32439,6044.09,24924,4651.26,22914,4271.74,9188,1714.47,6770,1261.69,7172,1347.77
652,002405.SZ,20170123,27934,5253.47,22663,4268.61,35555,6688.88,30098,5664.85,23264,4379.25,32697,6151.91,7211,1362.61,8506,1598.84,-4738,-881.44
651,002405.SZ,20170124,13879,2579.36,9849,1831.43,16899,3140.13,13131,2442.2,6477,1203.45,10923,2028.58,895,166.92,4248,787.65,-10466,-1943.09
650,002405.SZ,20170125,13311,2453.9,13112,2418.82,18802,3468.02,17735,3271.77,12529,2311.61,12809,2361.09,5194,957.81,6181,1139.66,4416,817.08
649,002405.SZ,20170126,19818,3677.49,16125,2994.31,26407,4901.37,26221,4867.34,16208,3009.27,18875,3503.14,4116,764.11,5328,987.44,11156,2075.19
648,002405.SZ,20170203,33449,6299.35,24827,4676.86,28747,5413.81,34966,6584.89,20477,3856.31,22040,4151.49,3000,566.75,3839,722.98,7607,1438.76
647,002405.SZ,20170206,32074,6039.76,18987,3577.81,26097,4914.24,26034,4904.61,18869,3552.58,21957,4136.52,6821,1286.83,16883,3174.47,11336,2145.54
646,002405.SZ,20170207,25089,4691.36,14245,2667.8,26527,4965.2,26395,4942.51,14459,2707.62,23857,4460.35,2601,486.85,4179,780.36,-24360,-4554.44
645,002405.SZ,20170208,18554,3463.2,18233,3406.13,29291,5470.38,27636,5159.87,20583,3845.05,20718,3868.22,1198,224.12,3039,568.53,2765,524.87
644,002405.SZ,20170209,23094,4347.85,26957,5079.29,35862,6752.79,35048,6600.89,29181,5495.69,29712,5594.21,7613,1436.89,4033,758.84,7155,1358.31
643,002405.SZ,20170210,29005,5437.07,15175,2846.73,34689,6502.26,28166,5282.68,20375,3822.33,31656,5932.76,4011,750.77,13084,2450.26,-24220,-4537.01
642,002405.SZ,20170213,22988,4284.76,19200,3584.27,33817,6305.67,33503,6250.19,24784,4625.47,22813,4250.83,644,120.63,6717,1251.22,-14818,-2755.91
641,002405.SZ,20170214,31257,5883.6,24145,4550.62,40841,7690.37,35732,6730.81,26838,5058.23,33510,6307.33,1842,346.53,7392,1389.98,-10641,-1987.02
640,002405.SZ,20170215,51744,9535.45,22964,4234.34,55111,10161.74,49243,9078.68,29986,5525.52,48122,8864.77,6337,1162.17,22849,4207.09,-48340,-8916.49
639,002405.SZ,20170216,31821,5797.13,20974,3822.38,34369,6261.47,34889,6358.02,21949,4000.15,26192,4771.58,3218,586.52,9302,1693.28,-11139,-2022.75
638,002405.SZ,20170217,30227,5487.71,16374,2974.65,35669,6477.1,36248,6583.87,26361,4789.19,33844,6144.66,2641,479.21,8432,1530.03,-19998,-3622.67
637,002405.SZ,20170220,31793,5727.6,18708,3375.51,37902,6831.31,29682,5354.53,26366,4753.92,35953,6478.65,2414,434.89,14132,2539.03,-11580,-2079.47
636,002405.SZ,20170221,23504,4322.34,35815,6589.05,43128,7929.12,39823,7325.04,30875,5674.97,22474,4128.44,5767,1062.72,5162,946.61,14978,2755.01
635,002405.SZ,20170222,28199,5228.31,20940,3884.37,33114,6139.89,30547,5664.45,15891,2945.73,25146,4660.38,5630,1045.54,6201,1150.28,-7589,-1400.13
634,002405.SZ,20170223,25135,4663.62,26671,4951.81,38595,7164.01,38224,7094.21,28241,5244.79,27386,5084.16,7239,1343.63,6928,1285.86,9416,1756
633,002405.SZ,20170224,32895,6176.27,51153,9616.84,55519,10430.75,59884,11256.51,49907,9382.07,42704,8024.44,25614,4823.48,10194,1914.78,31793,5994.18
632,002405.SZ,20170227,29169,5473.58,22544,4236.09,39996,7509.03,34978,6569.27,30058,5646.95,35411,6647.45,4272,804.57,10563,1981.32,-31386,-5883.32
631,002405.SZ,20170228,22097,4126.23,15514,2899.38,24130,4506.73,28519,5326.68,22000,4111.01,22788,4256.03,3860,721.13,5266,983.01,-5639,-1044.32
630,002405.SZ,20170301,28468,5349.44,23155,4355.37,37056,6965.27,35329,6641.32,28715,5400.87,26050,4894.93,6357,1195.21,16063,3019.17,-2091,-377.21
629,002405.SZ,20170302,29629,5508.97,17037,3169.39,27999,5208.1,28309,5267.06,20673,3848.31,26277,4885.83,2157,401.17,8835,1644.27,-27941,-5194.89
628,002405.SZ,20170303,39161,7282.9,39298,7335.4,49934,9300.13,57595,10732.86,42536,7936.55,41366,7697.02,13315,2491.29,6688,1245.59,19213,3615.28
627,002405.SZ,20170306,56447,10832.52,82224,15790.28,89567,17183.5,92092,17677.55,87074,16708.27,75886,14555.17,39570,7610.81,22456,4312.1,66099,12703.36
626,002405.SZ,20170307,88718,17481.13,103755,20482.55,136966,27018.05,143246,28268.06,130893,25831.3,126927,25053.81,69140,13698.21,51789,10224.28,55100,10991.7
625,002405.SZ,20170308,66715,13289.75,53432,10653.9,73402,14633.73,76808,15314.78,72872,14555.94,65243,13013.08,29521,5911.53,47027,9409.19,-45138,-8958.45
624,002405.SZ,20170309,45109,8932.62,41120,8150.54,59533,11793.37,58594,11612.92,48529,9618.41,49018,9712.15,10245,2032.37,14683,2901.16,-5558,-1076.56
623,002405.SZ,20170310,56307,11084.72,33349,6577.61,53437,10531.65,52570,10357.44,37790,7444.52,44580,8774.73,6019,1185.5,23054,4536.6,-38893,-7617.28
622,002405.SZ,20170313,45787,9053.67,71012,14079.03,72484,14351.4,84784,16804.11,91289,18105.58,61296,12144.8,24405,4863.73,16873,3346.46,49327,9846.85
621,002405.SZ,20170314,87325,17843.44,77600,15916.24,114207,23370.31,118884,24363.96,120350,24708.04,130874,26833.29,72290,14952.95,66814,13761.24,-15869,-3223.89
620,002405.SZ,20170315,48809,9882.91,51912,10548.94,75544,15317.7,77728,15792.12,89544,18182.54,95482,19382.73,47864,9767.29,36639,7426.65,22580,4691.16
619,002405.SZ,20170316,56927,11666.48,48145,9884.82,77576,15909.77,75786,15549.23,85638,17575.49,88622,18177.62,30105,6190.57,37694,7730.64,1269,295.36
618,002405.SZ,20170317,57245,11780.23,47556,9807.23,86718,17862.22,74807,15410.83,80951,16683.64,88923,18321.47,26848,5536.94,40475,8323.51,-4623,-859.24
617,002405.SZ,20170320,49958,10020.16,25062,5029.52,55768,11194.03,51044,10246.72,46461,9323.46,59882,12020.75,12162,2441.08,28361,5681.73,-40787,-8182.41
616,002405.SZ,20170321,35122,7123.76,43693,8886.05,66390,13475.94,58088,11802.54,55730,11327.06,66916,13584.49,26312,5354.75,14857,3008.43,34487,7041.19
615,002405.SZ,20170322,33891,6840.71,20254,4090.06,43738,8831.55,37650,7599.91,38914,7864.68,43157,8713.61,8511,1721.89,23994,4855.25,-27032,-5450.2
614,002405.SZ,20170323,41087,8202.14,25266,5048.7,47251,9434.94,49646,9917.61,40683,8131.32,45943,9178.58,4887,978.68,13053,2602.19,-30630,-6111.07
613,002405.SZ,20170324,19552,3929.76,22786,4584.2,35040,7045.95,39216,7888.21,35319,7106.77,32424,6522.19,22895,4604.93,18379,3692.81,3872,794.61
612,002405.SZ,20170327,28115,5606.31,17974,3586.27,34566,6894.19,31486,6281.97,26222,5232.7,33799,6740.32,9938,1983.23,15583,3107.87,-17386,-3458.89
611,002405.SZ,20170328,36732,7255.79,19559,3865.08,35542,7023.69,34276,6772.71,22564,4459.93,31418,6207.41,5600,1104.9,15184,2999.11,-32234,-6363.89
610,002405.SZ,20170329,28735,5724.32,33097,6601.55,48864,9739.99,46042,9178.88,41314,8237.25,38791,7737.82,19445,3889.23,20429,4072.54,8356,1690.35
609,002405.SZ,20170330,41237,8120.63,28467,5622.04,49109,9682.26,48262,9523.35,36781,7255.33,43875,8652.49,13339,2641.17,19862,3901.52,-28451,-5569.38
608,002405.SZ,20170331,49821,10005.32,51550,10364.56,79507,15974.39,73219,14717.49,81100,16317.27,86409,17365.22,37650,7577.65,36900,7427.35,19586,3949.56
607,002405.SZ,20170405,42890,8797.7,50541,10374.29,79791,16364.19,77774,15955.68,81686,16758.06,80204,16450.03,42065,8638.63,37913,7778.58,37354,7699.1
606,002405.SZ,20170406,50027,10391.35,54023,11234.32,70740,14699.41,80881,16811.17,84525,17571.28,88462,18388.61,49992,10404.36,31917,6632.29,17404,3655.13
605,002405.SZ,20170407,40403,8279.3,28629,5869.74,53233,10911.61,47136,9662.12,46764,9586.19,54335,11136.69,19051,3905.7,29351,6014.25,-43189,-8839.99
